Name,CW_M22220_Cranium,CW_M1942_Cranium,CW_J6023B_Cranium,CW_J6203A_Cranium,NHNW_B131_Cranium,NHNW_B79_Cranium,NHNW_J13144_Cranium,NHNW_J6239_Cranium,SHNW_M8748_Cranium,SHNW_M8749_Cranium,SHNW_M8952_Cranium,SHNW_M8951_Cranium
X Zygomatic suture origin R,-52.41121216,28.95606079,-56.57687988,-55.62907715,-62.79156494,-62.44860229,-55.02754517,-63.19075317,8.242691803,-104.2208618,-103.3310181,-121.2588745
Y Zygomatic suture origin R,537.9691406,-14.93669891,42.73372803,-4.890593719,34.0044342,30.96300659,40.43848267,36.35462341,253.2358643,-52.44818115,-63.45569458,250.4995605
Z Zygomatic suture origin R,-818.8925293,-543.8867188,-1255.697656,-655.2915039,-1269.987402,-1010.862988,-974.9080078,-1249.723438,-893.4473633,-736.7209473,-496.9358887,-488.5062012
X Zygomatic suture origin L,55.33230591,119.7473877,53.98769531,58.8453186,65.27191162,61.68867188,51.91586914,65.29060059,103.4371704,-6.41907196,-7.814090729,-18.00235291
Y Zygomatic suture origin L,544.5832031,-18.43789978,40.87390747,-4.027731323,41.02195435,29.94154053,39.37042236,33.79882507,252.6797852,-49.51415405,-48.7961731,254.8514404
Z Zygomatic suture origin L,-820.5652344,-515.2740723,-1260.582129,-657.4751953,-1279.194727,-1015.379492,-978.7058594,-1255.578516,-874.5344727,-760.1089844,-523.5189453,-519.6077148
X Zygomatic suture (proximal) CUR R 5,-54.45473633,29.10886841,-58.63586426,-54.89181519,-63.57519531,-63.25638428,-56.06192017,-64.46344604,9.536925507,-108.1381104,-105.7191406,-122.307373
Y Zygomatic suture (proximal) CUR R 5,541.0918945,-15.06143646,43.17460938,-4.44761734,36.25904541,33.22076111,43.00345154,38.34197083,255.9104248,-50.67915649,-61.08554077,253.0067627
Z Zygomatic suture (proximal) CUR R 5,-823.9600586,-548.7182129,-1262.182324,-660.9174805,-1278.590625,-1017.169043,-980.9435547,-1258.90459,-897.5681641,-742.3336426,-502.0003906,-494.2712891
X Zygomatic suture (proximal) CUR R 4,-56.1500061,27.53658142,-60.33223267,-56.30553589,-65.35819702,-64.49957275,-57.69268188,-65.75527344,9.358992004,-108.5017578,-106.8830688,-123.223938
Y Zygomatic suture (proximal) CUR R 4,545.9055664,-10.69657898,48.68920593,0.343960118,39.64567261,36.56509094,46.5201355,42.78036194,258.0202637,-48.6448761,-58.86989136,255.846167
Z Zygomatic suture (proximal) CUR R 4,-823.8023438,-550.5524902,-1263.562207,-662.0349121,-1279.85498,-1017.924902,-981.4067383,-1259.899219,-898.4129883,-743.6723145,-502.6224609,-495.1674805
X Zygomatic suture (proximal) CUR R 3,-57.24189453,26.60485535,-60.6097229,-55.78751221,-65.46920776,-64.70303955,-58.35183716,-65.58641968,9.863928986,-107.9929565,-107.702478,-123.8127197
Y Zygomatic suture (proximal) CUR R 3,551.7078125,-5.291004944,54.98547974,6.109423447,43.76360474,40.91192932,50.33967285,48.39008789,260.6728516,-46.41919556,-56.18188477,258.7834961
Z Zygomatic suture (proximal) CUR R 3,-824.6024414,-551.6975586,-1264.6375,-663.0235352,-1281.475,-1018.585547,-983.1044922,-1261.978516,-899.2893555,-745.3029785,-503.5448242,-496.5281738
X Zygomatic suture (proximal) CUR R 2,-56.20092773,27.82340088,-58.77316895,-53.78270874,-63.55108643,-63.54718628,-56.59276733,-64.25635376,10.75853271,-106.7136963,-107.264624,-123.9556763
Y Zygomatic suture (proximal) CUR R 2,556.2896973,-0.376611423,60.00297241,10.96523743,47.3828949,44.75745544,53.28996582,52.88634644,262.857959,-44.65127258,-53.57976685,261.2315674
Z Zygomatic suture (proximal) CUR R 2,-826.1983398,-552.0820801,-1266.972266,-664.0690918,-1282.771875,-1019.71416,-984.6943359,-1264.580957,-900.2575195,-746.8618164,-504.7814453,-498.0818848
X Zygomatic suture (proximal) CUR R 1,-53.3718689,30.7603241,-53.48499756,-49.85498962,-59.9411438,-60.07062988,-52.53859253,-60.71105957,12.07551956,-104.8502319,-105.342688,-123.7906494
Y Zygomatic suture (proximal) CUR R 1,559.6193359,3.490253067,62.35252075,13.90872345,50.60806274,47.58948975,54.99437256,55.84940186,264.5842041,-42.95794678,-51.33742065,263.4996338
Z Zygomatic suture (proximal) CUR R 1,-827.8857422,-552.4318359,-1269.174023,-666.1535645,-1284.284668,-1021.15127,-985.621582,-1268.185352,-901.2446289,-748.7553223,-506.4354492,-499.8803223
X Zygomatic suture (proximal) CUR L 5,55.94564209,122.7047241,55.96846313,57.87897339,64.26303711,61.42088013,53.18352051,65.51416626,104.6708008,-5.96999321,-7.717307281,-20.48498535
Y Zygomatic suture (proximal) CUR L 5,546.2226563,-17.04308472,42.42948914,-3.624237442,42.22503967,32.85,43.53535767,33.97886963,255.4398193,-47.25614014,-46.03447571,257.8033936
Z Zygomatic suture (proximal) CUR L 5,-825.1929688,-519.672998,-1267.311328,-662.6464844,-1287.778418,-1021.375684,-983.6025391,-1265.173047,-879.0368164,-766.5710449,-527.4632813,-525.4751953
X Zygomatic suture (proximal) CUR L 4,57.5973999,125.0729248,58.15142212,58.79204102,65.49229126,62.77235718,54.90357666,67.65978394,105.150708,-6.301838303,-7.678269958,-19.75127563
Y Zygomatic suture (proximal) CUR L 4,551.6089844,-11.9536644,48.0668457,1.430095768,46.17383118,36.78386841,46.97157288,38.88101501,257.2050537,-45.29489441,-43.98476563,260.907251
Z Zygomatic suture (proximal) CUR L 4,-825.9611328,-519.4703125,-1269.321191,-663.7847168,-1289.078516,-1022.433203,-985.1556641,-1267.677539,-879.8739258,-768.3139648,-528.4660645,-527.1354004
X Zygomatic suture (proximal) CUR L 3,57.8208313,126.3132446,58.88521118,57.89230957,65.93135376,63.09219971,54.9373291,68.15848999,105.1947144,-7.600359344,-8.644833374,-19.90892029
Y Zygomatic suture (proximal) CUR L 3,557.3645508,-6.656118011,54.19314575,6.341705322,50.35811462,41.20864563,50.30050354,44.40202026,259.1107178,-43.32065735,-42.28085938,263.7832275
Z Zygomatic suture (proximal) CUR L 3,-826.6246094,-519.595459,-1271.006836,-665.2382813,-1290.19834,-1023.563281,-987.1529297,-1269.589453,-880.7237305,-769.5289063,-529.9381836,-528.2659668
X Zygomatic suture (proximal) CUR L 2,56.1585144,125.8208496,56.13114624,55.85415039,63.74568481,61.96596069,53.0680481,66.62421265,104.9494751,-9.430397797,-10.37994537,-21.34800415
Y Zygomatic suture (proximal) CUR L 2,562.1050293,-1.976063347,59.45595703,10.42867584,53.75327148,45.05352478,53.31603394,49.21536255,260.9128174,-41.36880493,-40.87764282,266.3540039
Z Zygomatic suture (proximal) CUR L 2,-827.0326172,-520.9255859,-1273.242773,-666.5099609,-1291.521973,-1025.277344,-988.3603516,-1271.414453,-881.6322266,-770.3433594,-531.223291,-528.9249023
X Zygomatic suture (proximal) CUR L 1,52.60161743,123.6722168,50.27536316,51.68874512,59.06595459,59.25592041,49.05774841,62.27398682,104.2904175,-12.3803627,-13.44269562,-24.05166931
Y Zygomatic suture (proximal) CUR L 1,565.7804199,1.76046772,61.35087891,13.2679657,55.61279297,48.25657043,55.61235962,52.32803955,262.7186768,-39.95215759,-39.01564941,268.9233887
Z Zygomatic suture (proximal) CUR L 1,-828.6243164,-523.7123535,-1274.898438,-668.0470703,-1292.002051,-1027.908105,-988.9913086,-1273.748633,-882.8139648,-771.6845215,-531.603125,-529.8629883
X Zygomatic suture (proximal) (extra) R,-52.09570923,31.23340759,-55.20073242,-52.91796875,-61.54028931,-61.1960144,-53.75111694,-62.23781738,9.59427948,-107.1261719,-104.4744995,-121.3001587
Y Zygomatic suture (proximal) (extra) R,537.5791016,-18.48501434,39.00285034,-8.705757904,33.14502563,30.66595764,39.65162354,35.0237915,254.2368896,-52.59181519,-63.33829956,250.1054932
Z Zygomatic suture (proximal) (extra) R,-824.2573242,-547.1662109,-1261.141309,-659.9922363,-1278.261133,-1015.891211,-980.531543,-1258.243945,-896.7155273,-741.309375,-501.490332,-493.6946777
X Zygomatic suture (proximal) (extra) L,54.80838013,120.1505981,52.5456543,55.6897644,63.83377075,60.25164795,51.36229248,62.67014771,104.1282227,-6.524396515,-7.946536255,-20.7655777
Y Zygomatic suture (proximal) (extra) L,542.316748,-20.90203705,38.54710083,-7.421222687,40.12281799,30.40921326,40.81617737,31.40762939,253.9630859,-48.92539978,-47.4884491,254.3521484
Z Zygomatic suture (proximal) (extra) L,-825.3319336,-520.7853516,-1265.986133,-661.3675293,-1286.037793,-1020.368066,-983.3277344,-1262.740625,-878.4788086,-764.6712891,-526.9001953,-523.9123535
X Zygomatic suture (inferior) R,-50.53735352,33.64969788,-49.16714783,-46.30432739,-55.63135986,-56.88242188,-48.74932556,-56.11082153,12.72938232,-103.6612915,-104.6968994,-123.4054077
Y Zygomatic suture (inferior) R,562.6411621,6.801993561,66.15391235,16.36986237,53.03294067,48.91178894,58.78713989,59.5149231,266.0510986,-40.66238098,-48.85127258,265.6017334
Z Zygomatic suture (inferior) R,-829.7584961,-553.0989746,-1273.229883,-668.9622559,-1286.896191,-1024.459863,-989.7121094,-1271.466211,-902.206543,-750.8475586,-509.0131836,-501.7108398
X Zygomatic suture (inferior) L,48.92534485,121.9887085,47.71646118,48.43027649,54.54066772,55.72648926,46.78824768,59.17128906,103.732666,-14.20534058,-15.59011841,-25.61925049
Y Zygomatic suture (inferior) L,568.5006836,6.145304108,66.16617432,16.09149628,57.01610718,50.69659119,60.73863525,55.13894043,264.3472656,-36.38522949,-35.25037231,272.4720215
Z Zygomatic suture (inferior) L,-831.0014648,-525.7726563,-1277.449316,-670.7022461,-1295.39209,-1030.884961,-991.668457,-1278.115527,-884.2592773,-773.0795898,-533.4830078,-531.743457
X Zygomatic suture (distal) CUR R 7,-63.09415283,22.44096832,-65.6338501,-61.55128784,-74.76054077,-72.01812134,-66.15022583,-71.73763428,1.591997814,-115.0008057,-116.5771851,-134.6481201
Y Zygomatic suture (distal) CUR R 7,568.1438965,11.73084106,73.64052124,22.79737244,62.91604614,57.92109985,64.18999634,68.84685669,273.0775391,-33.25229797,-43.42210388,275.7939209
Z Zygomatic suture (distal) CUR R 7,-825.9628906,-554.3098633,-1268.722266,-665.9966797,-1286.404102,-1023.338574,-986.5648438,-1267.044238,-901.9517578,-746.8955566,-502.7275879,-493.5490234
X Zygomatic suture (distal) CUR R 6,-64.51044312,20.74044495,-68.36425781,-62.8960144,-77.14883423,-74.23760376,-67.45648193,-74.03309937,0.831727314,-115.6095093,-116.8071533,-134.9130371
Y Zygomatic suture (distal) CUR R 6,563.704248,7.343110657,68.7645813,17.99215393,57.88668823,53.1045105,60.17485352,63.45910645,269.6547607,-36.88863831,-47.42004089,271.0253418
Z Zygomatic suture (distal) CUR R 6,-823.9933594,-553.1331543,-1267.408398,-664.5376953,-1283.011328,-1021.106934,-984.434375,-1263.649316,-900.7867188,-744.7066406,-501.273291,-491.9621582
X Zygomatic suture (distal) CUR R 5,-64.2579834,20.92158356,-68.56886597,-63.23828735,-77.37714233,-74.38516846,-67.03695068,-74.50524902,1.155294037,-115.1697388,-116.0383179,-133.9780029
Y Zygomatic suture (distal) CUR R 5,558.4657715,2.185764885,63.05481567,12.73599472,51.82633667,47.72709656,55.67774658,57.18239746,265.6317383,-40.82812805,-51.66870117,265.7073975
Z Zygomatic suture (distal) CUR R 5,-822.8912109,-552.1616211,-1266.149121,-663.1071289,-1281.10127,-1019.414355,-982.8261719,-1261.30459,-899.7980469,-743.340625,-500.5378906,-491.9282715
X Zygomatic suture (distal) CUR R 4,-62.81897583,21.84908295,-67.38068237,-62.78722534,-75.88209839,-73.89922485,-66.11033936,-73.9942688,1.865512085,-114.1876099,-114.6955078,-132.4869629
Y Zygomatic suture (distal) CUR R 4,553.0058594,-3.129353333,57.27094116,7.46078186,46.06503906,42.57174377,51.29568481,50.82616882,262.0610352,-44.32673645,-55.45769653,261.0140137
Z Zygomatic suture (distal) CUR R 4,-822.2246094,-551.1426758,-1264.651563,-661.9572754,-1280.132324,-1018.00459,-981.5767578,-1259.762012,-898.8076172,-742.6451172,-500.0185547,-492.0103516
X Zygomatic suture (distal) CUR R 3,-60.61808472,23.14918213,-66.10736694,-61.89449463,-73.91593628,-72.62268066,-64.78033447,-72.96691895,3.013663673,-112.9717896,-112.9787231,-130.4051514
Y Zygomatic suture (distal) CUR R 3,547.6728516,-8.403768921,51.45076294,2.259566307,40.9530426,37.8364563,47.1802124,44.81520996,258.7912354,-47.41307983,-58.71271362,256.9422852
Z Zygomatic suture (distal) CUR R 3,-821.9930664,-550.1372559,-1262.932715,-660.9084961,-1278.645898,-1016.955078,-980.7157227,-1258.671191,-897.8120117,-742.0006836,-499.7081543,-491.753418
X Zygomatic suture (distal) CUR R 2,-57.18825073,25.79570313,-62.97562866,-59.83605347,-70.24869385,-69.63579102,-62.04852295,-69.89810181,4.918018341,-111.0343506,-110.1577637,-127.6753662
Y Zygomatic suture (distal) CUR R 2,540.1467285,-15.15726318,43.92277832,-4.629850769,35.43149719,32.48872986,42.17054138,37.25405579,255.1370361,-50.63214722,-61.91992188,253.0440186
Z Zygomatic suture (distal) CUR R 2,-821.5885742,-548.454248,-1261.170801,-659.5349609,-1277.338379,-1016.14248,-979.4918945,-1257.978516,-896.8382813,-741.2849609,-499.3061523,-491.5567383
X Zygomatic suture (distal) CUR L 7,61.13753052,132.4240234,65.1897644,63.47017822,72.35356445,71.1321106,63.1526062,76.07197266,113.8690796,-2.761679649,-4.555434036,-11.27764435
Y Zygomatic suture (distal) CUR L 7,575.7832031,9.713230896,70.77355957,22.14952698,68.78916016,58.6260498,65.16080933,63.97647095,272.0283691,-29.37467651,-27.76535034,282.4505127
Z Zygomatic suture (distal) CUR L 7,-826.0987305,-519.5472656,-1273.959766,-668.9899902,-1296.706738,-1028.458008,-989.9222656,-1274.891309,-879.7251953,-773.7550293,-532.5325684,-532.1164551
X Zygomatic suture (distal) CUR L 6,63.33674316,133.0429321,67.12579956,65.12926025,74.53035278,72.33553467,64.46161499,77.94344482,114.1548828,-1.172877693,-2.625669861,-9.719076538
Y Zygomatic suture (distal) CUR L 6,571.4333496,5.556289673,66.27994385,17.82728424,63.69939575,53.97974243,61.00054932,58.98834229,268.2646729,-32.92503052,-31.50881042,277.6998291
Z Zygomatic suture (distal) CUR L 6,-824.7123047,-517.6378906,-1273.07002,-667.7748047,-1294.815527,-1026.597949,-988.2947266,-1272.192383,-878.371875,-772.2088867,-531.6764648,-531.0008301
X Zygomatic suture (distal) CUR L 5,64.024646,132.1258789,67.05830688,65.55280762,75.46026611,72.01372681,64.38731079,78.09152832,113.3365356,-0.867740059,-2.042997932,-9.472554016
Y Zygomatic suture (distal) CUR L 5,566.4754395,0.875479317,61.40065918,13.28554535,58.57279053,48.85788879,56.57730713,53.31936646,264.5861084,-36.68520813,-35.46652832,272.6281738
Z Zygomatic suture (distal) CUR L 5,-824.0368164,-517.045752,-1271.593066,-666.3938965,-1292.828516,-1025.070215,-987.0604492,-1269.913574,-877.8645508,-770.8953613,-530.8765137,-529.9231445
X Zygomatic suture (distal) CUR L 4,63.48586426,130.5805908,65.90668945,65.53406372,74.99627075,71.25585327,63.3750061,77.04384766,112.2106201,-1.090425491,-2.122244644,-10.26815338
Y Zygomatic suture (distal) CUR L 4,560.6619141,-4.347665787,55.97224731,8.418913269,53.28808594,43.38990173,52.07981567,47.30432739,261.1486816,-40.29458008,-39.32556152,267.7708252
Z Zygomatic suture (distal) CUR L 4,-823.4473633,-516.8087402,-1269.827051,-664.6425781,-1290.775586,-1023.656152,-985.7847656,-1267.789453,-877.29375,-769.5616699,-530.2067383,-528.9933105
X Zygomatic suture (distal) CUR L 3,61.74332886,128.483313,64.00270996,64.60393677,72.85829468,69.42507935,61.54595337,75.10838623,110.6837158,-1.760030746,-2.622291756,-11.8982605
Y Zygomatic suture (distal) CUR L 3,553.6981934,-10.40216522,49.57676392,2.775309181,47.51203613,37.55977783,47.10631104,40.3855957,257.7567627,-43.81889038,-43.20553589,262.863208
Z Zygomatic suture (distal) CUR L 3,-823.4219727,-516.7776855,-1267.803516,-663.1968262,-1289.167188,-1021.994629,-984.3332031,-1265.879785,-876.8432617,-768.2912109,-529.3722168,-527.6131348
X Zygomatic suture (distal) CUR L 2,59.3656311,125.478186,60.6921936,62.78950195,70.12945557,66.02210083,58.71746826,71.36353149,108.9025146,-2.763482285,-3.831269836,-13.81968384
Y Zygomatic suture (distal) CUR L 2,545.9796387,-16.78843231,42.65141296,-3.224762344,41.89725952,32.12891235,42.14823303,33.63646851,254.8232178,-46.8618866,-46.6993988,258.8744141
Z Zygomatic suture (distal) CUR L 2,-823.4994141,-516.9899414,-1265.40127,-661.6062988,-1287.257422,-1020.138281,-983.0881836,-1264.436621,-876.8,-767.0189453,-528.0743164,-526.1098145
X Zygomatic suture (distal) (extra) R,-52.27716675,29.19162903,-58.83012695,-56.99505005,-66.42073975,-66.5902832,-58.73615723,-66.3718689,7.38332901,-108.4675659,-106.6035645,-125.3571045
Y Zygomatic suture (distal) (extra) R,533.3266113,-21.09864349,37.52315979,-10.51489029,30.76509399,28.20920715,38.01618652,30.52175293,251.9861572,-53.28937378,-63.74520874,250.0393555
Z Zygomatic suture (distal) (extra) R,-821.7936523,-547.316748,-1258.931445,-658.5998535,-1276.194824,-1015.610645,-979.3194336,-1257.782031,-896.2694336,-740.9379883,-499.1197266,-491.6597656
X Zygomatic suture (distal) (extra) L,56.01237793,122.3708496,56.3286438,60.13921509,66.68694458,63.13300171,54.96782837,67.32042236,107.1643311,-3.963903809,-6.233504868,-15.71419067
Y Zygomatic suture (distal) (extra) L,539.0223633,-22.52000122,36.10490112,-8.608596802,36.91620483,26.22340698,37.243396,27.51990356,252.2484619,-49.3518219,-49.69051208,255.5935547
Z Zygomatic suture (distal) (extra) L,-823.9688477,-517.8890625,-1263.901465,-660.6018066,-1285.655078,-1019.601465,-982.4358398,-1263.281445,-876.8833008,-765.7680664,-526.5010742,-524.8189453
X Zygomatic dip CUR R 9,-37.50186768,43.58057556,-44.53319702,-40.95815735,-45.93915405,-47.13836975,-42.38191223,-48.29144897,18.81403961,-91.46842651,-87.67283325,-110.4074951
Y Zygomatic dip CUR R 9,497.3657715,-57.67127686,-7.330877686,-53.57044067,-13.42121429,-14.87764893,1.697658157,-6.405951691,216.0361816,-90.81304932,-99.34682007,211.4984375
Z Zygomatic dip CUR R 9,-820.656543,-545.5480957,-1262.699219,-657.9254883,-1271.027246,-1013.431445,-976.7707031,-1255.051172,-889.1948242,-740.5327637,-499.7128906,-498.4212891
X Zygomatic dip CUR R 8,-40.99898376,41.3708252,-47.90724792,-43.70140076,-49.76673279,-50.49137573,-45.12490234,-51.51273804,16.03511505,-95.39418945,-91.50137939,-114.0097534
Y Zygomatic dip CUR R 8,498.9762207,-55.3852417,-4.455996704,-51.27894287,-11.783992,-12.95812073,2.8718153,-5.051338577,217.2734863,-89.37290039,-98.99048462,213.4616943
Z Zygomatic dip CUR R 8,-822.4436523,-547.4181152,-1264.937207,-660.0775391,-1274.742578,-1016.107422,-978.9053711,-1257.923242,-892.1334961,-742.1479492,-501.5150391,-499.0495117
X Zygomatic dip CUR R 7,-43.67756653,39.67344666,-50.786203,-45.97210083,-52.97154541,-53.15941162,-47.64920959,-54.09022827,13.53525085,-98.57286377,-95.11604004,-116.7444824
Y Zygomatic dip CUR R 7,501.8430664,-52.60168457,-1.111472416,-47.99568787,-8.556758118,-9.364561462,5.563041687,-2.606324959,220.1614258,-86.66925049,-96.87437744,216.4935547
Z Zygomatic dip CUR R 7,-824.0641602,-549.0489258,-1266.561523,-661.7420898,-1277.412109,-1017.866211,-980.4716797,-1260.644238,-894.403418,-742.9947754,-502.7568848,-499.046875
X Zygomatic dip CUR R 6,-45.57347717,38.46109619,-52.93747559,-47.62903137,-56.55110474,-55.30678101,-49.46152344,-56.27069702,11.89708023,-100.9169373,-98.04902954,-118.9001465
Y Zygomatic dip CUR R 6,505.069873,-49.72208557,2.528844261,-44.37838135,-4.604427719,-5.513951492,8.911818695,0.789457655,223.5656006,-83.53865356,-93.85348511,219.6255371
Z Zygomatic dip CUR R 6,-825.3083984,-550.2731445,-1267.434473,-662.7224121,-1278.446582,-1018.89209,-981.5375977,-1261.766504,-896.0182617,-743.1972656,-503.1737305,-498.6864746
X Zygomatic dip CUR R 5,-47.54208374,37.21291199,-54.56853027,-49.20591125,-59.86049194,-57.36828003,-51.30401611,-58.35966797,10.4623024,-102.7910156,-100.5542175,-121.0060669
Y Zygomatic dip CUR R 5,509.1473145,-46.06600647,7.080031586,-39.87383118,0.0909316,-1.312152767,12.8518631,4.965365982,227.4377197,-79.88473511,-89.95709229,223.0023193
Z Zygomatic dip CUR R 5,-825.9139648,-551.0516113,-1267.485156,-663.2313965,-1279.076367,-1019.246387,-982.3574219,-1261.892969,-897.0326172,-743.2340332,-503.2900391,-498.1219238
X Zygomatic dip CUR R 4,-49.13160706,36.27330627,-55.2921875,-50.45835571,-61.946521,-58.80512085,-52.83123169,-60.01571655,9.333348083,-103.9354492,-102.2879456,-122.1024536
Y Zygomatic dip CUR R 4,513.0901367,-42.55517883,11.53127823,-35.39515076,4.816862106,2.896475601,16.66288605,9.07170639,231.226709,-76.2574646,-86.03602905,226.5382813
Z Zygomatic dip CUR R 4,-825.9583008,-550.9234375,-1266.545801,-663.1756836,-1279.646582,-1019.17627,-982.3733398,-1261.809863,-897.3603516,-743.2845215,-503.1953125,-497.3308105
X Zygomatic dip CUR R 3,-49.58435364,35.98246765,-55.45909424,-50.8924469,-63.23563843,-59.91894531,-53.71691284,-61.06348877,8.680980682,-104.387146,-103.1868042,-122.2086914
Y Zygomatic dip CUR R 3,516.84375,-39.23744812,15.88399048,-31.15832825,9.511977386,7.219173431,20.12106171,13.05924835,235.0032959,-72.65318604,-82.16859131,230.0695068
Z Zygomatic dip CUR R 3,-825.4927734,-550.1052246,-1265.056348,-662.1945801,-1279.253516,-1018.441113,-981.9640625,-1261.14668,-897.1160156,-742.9524902,-502.7175781,-496.2455566
X Zygomatic dip CUR R 2,-48.64492798,36.07921753,-54.30341187,-50.31934814,-63.44127197,-60.06303711,-53.64125977,-61.24274902,8.658263397,-103.9650635,-102.9074219,-121.6226929
Y Zygomatic dip CUR R 2,520.529541,-35.98631592,19.86933746,-27.16083374,14.35535583,11.73886414,23.65347595,16.82931824,238.7956787,-69.07955322,-78.33803711,233.7200195
Z Zygomatic dip CUR R 2,-824.2423828,-548.2930176,-1262.923633,-660.1712402,-1277.706641,-1016.694434,-981.0288086,-1259.467578,-896.0729492,-741.9003906,-501.7409668,-494.6896484
X Zygomatic dip CUR R 10,-33.80302124,45.86911316,-40.63399048,-38.26341248,-42.71430664,-44.51921692,-40.26819458,-45.41572571,20.98054352,-88.19344482,-84.97869263,-106.9521362
Y Zygomatic dip CUR R 10,496.9780273,-58.67506714,-8.629296112,-54.50169067,-12.53774796,-14.4681366,1.75080204,-5.954664993,216.4815918,-90.66138916,-98.35297852,211.282251
Z Zygomatic dip CUR R 10,-818.8927246,-543.4219727,-1260.188965,-655.8291992,-1267.233691,-1010.316309,-974.290918,-1252.511914,-886.4305664,-738.7062988,-497.5076172,-497.3117188
X Zygomatic dip CUR R 1,-46.84317017,36.41565857,-50.42659912,-48.69328918,-61.69813843,-58.46026001,-52.34172363,-59.95369263,9.566643524,-102.537915,-101.7714111,-120.1932373
Y Zygomatic dip CUR R 1,524.6063477,-32.8493103,23.09892578,-23.45511017,19.57467499,16.49796295,27.39224854,20.69027405,242.5326172,-65.50499268,-74.81155396,237.2204102
Z Zygomatic dip CUR R 1,-821.5405273,-544.6694824,-1259.395703,-657.0064453,-1274.841699,-1013.782031,-979.2133789,-1256.517578,-894.3549805,-740.2900879,-500.3409668,-493.1266113
X Zygomatic dip CUR L 9,43.52167358,109.1468872,39.98302002,43.31749268,49.36607971,46.25938416,38.75637817,47.66187134,90.97783813,-15.7057663,-14.64331665,-28.6325592
Y Zygomatic dip CUR L 9,500.489209,-59.1883667,-8.702838898,-51.78939819,-9.454261017,-12.90744171,1.312452888,-7.936459351,216.1965576,-89.23590698,-87.72928467,214.7179688
Z Zygomatic dip CUR L 9,-821.2552734,-524.5325684,-1264.744434,-659.4940918,-1277.302441,-1016.418164,-977.8994141,-1257.651563,-874.3587891,-757.8120605,-518.8294434,-521.8544434
X Zygomatic dip CUR L 8,46.98542175,111.9381226,43.29733276,46.10496826,52.37025757,48.93903809,41.3934967,50.35897217,94.24744263,-13.18270264,-12.06117096,-26.32114563
Y Zygomatic dip CUR L 8,502.4544434,-57.23905029,-6.157214737,-49.69047852,-7.315711975,-12.06785889,2.196020317,-7.310121918,216.4874512,-88.28669434,-86.58359375,215.89021
Z Zygomatic dip CUR L 8,-823.6716797,-524.9793945,-1267.343164,-661.8078613,-1281.124609,-1019.150977,-980.4260742,-1260.331055,-875.893457,-760.8470215,-522.1441406,-524.4505371
X Zygomatic dip CUR L 7,49.73420105,114.1109131,46.22038269,48.47213745,55.51838379,51.77797241,43.9499939,52.92472534,97.37437134,-11.41256104,-9.798214722,-24.01003265
Y Zygomatic dip CUR L 7,505.6992188,-54.37811279,-2.820396423,-46.37050476,-3.60095253,-9.628921509,4.784375763,-5.29534874,218.436499,-85.63850098,-84.01689453,218.5126709
Z Zygomatic dip CUR L 7,-825.9089844,-525.734082,-1269.54502,-663.7552246,-1283.438477,-1021.065527,-982.380957,-1262.852637,-877.2911133,-763.4080078,-525.0248535,-526.5044922
X Zygomatic dip CUR L 6,51.54251709,116.1054199,48.52522888,50.1844635,58.51543579,54.24727173,45.88867493,55.19777222,99.90512085,-9.683920288,-8.138792419,-21.84570007
Y Zygomatic dip CUR L 6,509.438916,-51.26026611,1.164206886,-42.39382935,0.578088617,-6.118945313,8.446864319,-2.057389069,221.5384277,-82.12871094,-80.33925171,221.7435791
Z Zygomatic dip CUR L 6,-826.9395508,-525.8124512,-1270.72959,-664.7851074,-1284.760156,-1022.055957,-983.6681641,-1264.530176,-878.0833008,-764.928125,-526.6618652,-527.7390625
X Zygomatic dip CUR L 5,52.79350586,117.6686523,50.29424744,51.86968994,61.07819824,56.10549316,47.47995911,57.30421753,101.8767761,-8.360485077,-6.98901825,-20.14230499
Y Zygomatic dip CUR L 5,513.4955078,-47.98574829,5.462244797,-38.20254517,5.103644562,-2.103971481,12.48167267,1.952470779,225.228418,-78.42606812,-76.51295166,225.5387207
Z Zygomatic dip CUR L 5,-827.2908203,-525.4533203,-1270.900879,-665.1141602,-1285.769043,-1022.647461,-984.6216797,-1265.249512,-878.4082031,-765.7047363,-527.7156738,-528.3467285
X Zygomatic dip CUR L 4,53.46020508,118.4795776,51.80210571,53.47597656,62.89707031,57.46158447,48.92064209,59.22819214,103.3619629,-7.52243576,-6.171170807,-19.01351166
Y Zygomatic dip CUR L 4,517.8380859,-44.36797791,9.914762878,-33.83656006,10.18130722,2.204471588,16.63549347,6.11128006,229.2784668,-74.44594727,-72.33475342,229.7470703
Z Zygomatic dip CUR L 4,-827.1946289,-524.9640625,-1270.380176,-664.7859863,-1286.560547,-1023.099414,-984.8818359,-1265.809863,-878.5414063,-766.0868652,-528.4686523,-528.4819336
X Zygomatic dip CUR L 3,53.62977295,118.393689,52.32724609,54.13704834,64.16734619,58.40001221,49.86757507,60.56148682,104.224353,-7.144530487,-5.893978119,-18.41878204
Y Zygomatic dip CUR L 3,521.9091309,-41.04416504,14.10950775,-29.73099365,15.03751068,6.327503204,20.44425812,9.917303467,233.0956299,-70.64254761,-68.39976196,233.7415039
Z Zygomatic dip CUR L 3,-826.8130859,-524.1925781,-1269.351563,-663.7835449,-1287.05459,-1022.825781,-984.3350586,-1265.812207,-878.2447266,-765.8941895,-528.5091797,-528.0324707
