Name,CW_M22220_Cranium,CW_M1942_Cranium,CW_J6023B_Cranium,CW_J6203A_Cranium,NHNW_B131_Cranium,NHNW_B79_Cranium,NHNW_J13144_Cranium,NHNW_J6239_Cranium,SHNW_M8748_Cranium,SHNW_M8749_Cranium,SHNW_M8952_Cranium,SHNW_M8951_Cranium
Y Ventral midline 1 CUR 7,497.3143555,-60.26852417,-10.92068176,-56.23557739,-13.24708099,-17.36858521,-5.486375046,-11.73841324,210.8897217,-98.85948486,-99.55541992,212.3831787
Z Ventral midline 1 CUR 7,-848.2739258,-560.1971191,-1291.757422,-685.8792969,-1306.904297,-1049.714258,-1008.30625,-1293.662695,-911.418457,-780.6404785,-540.7098145,-538.7540039
X Ventral midline 1 CUR 6,2.881801224,86.0984375,-3.520667648,0.740556431,-1.257737732,-1.196151161,-2.023013687,-1.539555168,62.13093872,-60.79233398,-59.40574951,-77.66080933
Y Ventral midline 1 CUR 6,504.9216797,-53.44311523,-3.103909492,-48.94797668,-4.792610168,-8.81920929,2.016291237,-3.402786636,217.7541992,-91.35634155,-92.46640625,220.0540527
Z Ventral midline 1 CUR 6,-849.4180664,-561.6713379,-1293.078125,-686.4189941,-1308.632324,-1051.0875,-1009.398047,-1295.825977,-911.8295898,-781.0822266,-541.0737305,-539.0002441
X Ventral midline 1 CUR 5,2.280843735,85.99224243,-3.463562393,0.650279045,-1.669298553,-1.371697521,-1.980661774,-1.310378075,62.23380737,-61.31503906,-60.14743042,-78.08389282
Y Ventral midline 1 CUR 5,513.1182129,-45.94785767,5.587306976,-40.98799133,4.534417725,-0.180916858,9.819393921,5.492346573,224.7302246,-83.8824585,-85.29042358,227.6293213
Z Ventral midline 1 CUR 5,-849.9515625,-561.2958496,-1293.461719,-686.2170898,-1310.095117,-1051.494531,-1010.444043,-1297.141406,-912.3458984,-781.5165039,-540.5265625,-538.6172363
X Ventral midline 1 CUR 4,1.863738632,85.90493774,-3.338774109,0.590895939,-1.816480827,-1.435916328,-2.165785027,-1.058840656,62.3081604,-61.9769104,-61.08095093,-78.51241455
Y Ventral midline 1 CUR 4,521.5611328,-37.81098328,14.63495636,-32.69545593,14.17005005,7.907121277,17.4598114,14.23921814,231.5570068,-77.07077637,-78.31394043,234.9413086
Z Ventral midline 1 CUR 4,-850.7886719,-560.9925293,-1293.670117,-687.0807617,-1310.974512,-1052.176563,-1011.409668,-1298.499023,-913.0733398,-782.7702148,-540.7517578,-538.7352539
X Ventral midline 1 CUR 3,1.552057743,85.82287598,-3.254088593,0.45036273,-2.023830795,-1.523090649,-2.478754997,-0.729380798,62.61346436,-62.57145386,-62.0296814,-79.103125
Y Ventral midline 1 CUR 3,529.861084,-29.49334717,23.72997437,-24.35830536,23.02523041,14.82575531,24.34236755,22.27778931,237.9597168,-70.90696411,-71.92600708,241.8325195
Z Ventral midline 1 CUR 3,-849.750293,-561.1352539,-1293.758203,-687.9276855,-1311.941699,-1053.339063,-1012.02002,-1299.605859,-914.20625,-783.4976074,-541.9801758,-539.3094727
X Ventral midline 1 CUR 2,1.20498848,85.75427246,-3.006046867,0.400910616,-2.221795845,-1.671072769,-2.747790146,-0.712190866,62.66086426,-62.99570313,-63.06636963,-79.6746521
Y Ventral midline 1 CUR 2,538.5428711,-21.25304108,33.24204102,-15.76854095,31.56584473,21.22683105,31.05263977,30.08200989,244.5294434,-64.71445923,-65.3293457,248.7081055
Z Ventral midline 1 CUR 2,-849.3219727,-561.6682129,-1294.613867,-689.3291504,-1312.966406,-1054.298242,-1012.493457,-1300.189453,-914.7433594,-783.7445801,-542.6964355,-540.0400879
X Ventral midline 1 CUR 13,4.369073868,85.24731445,-4.031557846,1.681471634,1.13993969,-0.753006935,-2.328828049,-3.339441299,59.83237915,-59.00038452,-50.69972229,-73.40493164
Y Ventral midline 1 CUR 13,456.7696289,-100.0130493,-51.41276855,-97.06224365,-59.65925903,-67.40887451,-49.85122986,-61.22956543,169.8510864,-140.3428223,-142.4104004,167.2702271
Z Ventral midline 1 CUR 13,-847.4775391,-560.8684082,-1291.061328,-685.4107422,-1300.93457,-1040.591211,-1003.047852,-1287.968848,-905.8777344,-775.1260742,-535.7852539,-535.3681641
X Ventral midline 1 CUR 12,4.214688492,84.69137573,-3.871233368,1.525170231,0.961577892,-1.126046944,-2.487941742,-3.062228966,59.60213623,-58.79363403,-51.1376709,-73.42214966
Y Ventral midline 1 CUR 12,462.3925293,-95.17866821,-45.9967926,-88.79155273,-49.35455322,-58.64859619,-41.8860321,-51.12388916,176.7161865,-135.3513916,-135.7274536,172.9124146
Z Ventral midline 1 CUR 12,-846.0389648,-558.4715332,-1289.386914,-683.3134766,-1297.332813,-1037.844629,-1000.241113,-1283.354004,-904.1494141,-773.3285645,-534.2498535,-533.7029785
X Ventral midline 1 CUR 11,4.164982986,84.32506714,-3.885684586,1.36198864,0.649397802,-0.891395187,-2.581822014,-2.82730751,59.77978516,-58.89629517,-52.37659912,-73.96410522
Y Ventral midline 1 CUR 11,468.6523926,-89.17979736,-39.70023804,-82.15980225,-41.61593933,-50.47007141,-34.30917664,-42.96365051,183.7469849,-128.5220093,-128.7039795,180.2938721
Z Ventral midline 1 CUR 11,-845.719043,-556.8771484,-1288.678906,-683.1043945,-1298.06543,-1039.541504,-1000.739063,-1283.561426,-904.0483398,-772.7691895,-535.3359375,-533.6751465
X Ventral midline 1 CUR 10,4.142211914,84.26373901,-3.953721619,1.20656805,0.278235865,-0.954328918,-2.505672073,-2.50495739,60.17540894,-59.22221069,-53.80259399,-74.68627319
Y Ventral midline 1 CUR 10,475.1687988,-82.26796265,-32.99343872,-76.17542114,-34.84947815,-42.58586426,-27.41025085,-35.49148865,190.473938,-121.4778687,-121.7304077,187.901355
Z Ventral midline 1 CUR 10,-845.7098633,-556.6404297,-1288.492969,-682.9927734,-1298.979688,-1041.706934,-1002.043359,-1285.193457,-904.5922852,-774.305127,-536.0658691,-534.9788086
X Ventral midline 1 CUR 1,0.928027248,85.89639282,-2.8899189,0.153530049,-2.261190796,-1.687459946,-2.925620651,-0.768017149,62.67138062,-63.50019531,-63.83220825,-80.00651855
Y Ventral midline 1 CUR 1,542.8359375,-18.11123047,36.80524597,-10.16966248,34.51268311,24.45154572,34.88071594,33.37658081,248.3145264,-59.16065063,-61.9241394,252.1780273
Z Ventral midline 1 CUR 1,-849.9730469,-562.4401855,-1295.904102,-691.4277344,-1314.465625,-1055.163867,-1013.38623,-1301.313672,-915.3522461,-783.7777344,-543.6280273,-540.8981445
X Temporal fossa R,-35.8959259,47.3201355,-39.86665344,-34.78886108,-42.23626709,-43.64269104,-38.3052948,-43.59659424,23.71564789,-94.27069092,-97.04284058,-113.0733643
Y Temporal fossa R,571.3996094,16.21872711,73.71355591,24.40977631,64.71801147,58.11048584,67.41369019,65.60063477,277.0389893,-29.27905273,-37.75518494,280.574292
Z Temporal fossa R,-828.6675781,-552.3978516,-1271.929785,-670.9623535,-1283.816113,-1028.222949,-987.328125,-1272.386328,-901.4552734,-755.5557617,-511.1502441,-504.7379883
X Temporal fossa L,33.79313354,110.5697998,37.37566223,35.53812256,40.69348755,39.95497742,35.64107971,46.00105286,93.8088623,-25.70281677,-25.80975952,-35.53890991
Y Temporal fossa L,575.4237305,15.23396606,72.66002197,23.44657288,67.37039185,60.24255371,68.07789917,62.56676636,276.6593018,-27.23212891,-27.13225098,283.5753174
Z Temporal fossa L,-828.6838867,-531.9935059,-1275.336133,-673.8398438,-1289.809082,-1030.219336,-990.0354492,-1276.893164,-888.0899414,-771.6611328,-531.1418457,-528.9227539
X Supraorbital to temporal fossa CUR R 9,-28.9456665,52.75581665,-31.59993286,-28.11278992,-32.26212158,-34.09350281,-29.97759705,-29.88360291,31.87332153,-85.22282104,-88.64245605,-105.2497681
Y Supraorbital to temporal fossa CUR R 9,568.814502,12.61555405,69.21150513,21.49844666,64.57293091,57.24772339,63.99219971,62.75154419,273.1722168,-32.10800476,-40.0993927,276.6499756
Z Supraorbital to temporal fossa CUR R 9,-824.6816406,-546.1864746,-1269.550977,-666.3185547,-1277.281348,-1021.434961,-985.2509766,-1269.796973,-897.1026367,-752.1188965,-511.0611328,-499.8523438
X Supraorbital to temporal fossa CUR R 8,-26.81927795,53.97623901,-28.12226563,-25.76429138,-29.35531616,-30.84922485,-27.8174408,-27.38886719,34.56075439,-82.48555298,-84.94294434,-99.50696411
Y Supraorbital to temporal fossa CUR R 8,566.4615234,9.477630615,65.84640503,19.14847412,62.10825195,54.92174072,60.79714966,57.65361938,268.6179688,-36.62143555,-43.78359375,273.15271
Z Supraorbital to temporal fossa CUR R 8,-821.0922852,-541.6049316,-1266.569434,-662.1554199,-1273.215039,-1017.265918,-981.3750977,-1265.878906,-894.9779297,-750.1064453,-509.345752,-497.4823242
X Supraorbital to temporal fossa CUR R 7,-25.25490112,54.54783325,-25.60717773,-23.66509247,-27.73923645,-28.15991516,-25.67384644,-25.11955414,36.26829224,-78.6987793,-81.85592651,-95.51912231
Y Supraorbital to temporal fossa CUR R 7,563.7250977,6.32489624,63.13568726,17.04413605,58.88457642,52.02405396,58.89393311,53.92998047,264.5043457,-40.42241821,-46.47387695,268.6366455
Z Supraorbital to temporal fossa CUR R 7,-816.4495605,-536.4733398,-1262.07373,-656.9210449,-1268.042773,-1012.822949,-976.1300781,-1260.246094,-891.48125,-746.4810059,-504.9123047,-497.0467773
X Supraorbital to temporal fossa CUR R 6,-24.9025589,54.16387329,-25.29558105,-22.45194702,-26.90723877,-26.33102417,-23.24497223,-21.80956116,35.85035706,-75.2022583,-78.38898926,-92.27902832
Y Supraorbital to temporal fossa CUR R 6,560.2844238,3.059798813,60.67537231,14.75220184,54.88731689,48.64521484,56.1114624,52.95084229,262.0537598,-41.6756958,-46.92315369,266.0518555
Z Supraorbital to temporal fossa CUR R 6,-812.1683105,-531.9165039,-1257.100781,-651.2896973,-1263.210254,-1009.044043,-971.9240234,-1255.030566,-886.996582,-741.5012695,-500.0549805,-493.447168
X Supraorbital to temporal fossa CUR R 5,-25.79139404,53.69309082,-25.48294983,-21.78177795,-26.1726532,-25.42397308,-21.90745087,-21.11552582,34.97393494,-72.28924561,-75.02678833,-89.82839355
Y Supraorbital to temporal fossa CUR R 5,556.4166016,-0.446195316,57.59358521,11.80411072,51.21606445,45.20343933,53.48226318,51.12587585,260.3980713,-42.86496887,-49.07832947,263.8019531
Z Supraorbital to temporal fossa CUR R 5,-809.0217773,-528.6731934,-1252.422266,-646.4854492,-1258.998926,-1005.814941,-968.1822266,-1249.381934,-882.6326172,-736.2898438,-495.9166992,-489.5418945
X Supraorbital to temporal fossa CUR R 4,-25.10060577,52.97842407,-25.05072174,-21.1265625,-25.4789566,-25.56202698,-21.76596375,-21.61509857,33.21463623,-69.87938232,-72.08378906,-87.7821106
Y Supraorbital to temporal fossa CUR R 4,551.1650391,-6.042617416,53.02319336,6.970412445,47.21532898,39.87132874,49.8221283,47.09746704,257.6154297,-45.89017334,-52.14694824,259.4796143
Z Supraorbital to temporal fossa CUR R 4,-804.8772461,-525.1333984,-1247.564844,-641.2621094,-1253.419043,-1000.980176,-964.0464844,-1243.822168,-879.0807617,-731.6210449,-490.7235352,-485.7177734
X Supraorbital to temporal fossa CUR R 3,-24.67108307,51.82483521,-25.22722015,-20.53408813,-27.06647034,-26.77883911,-22.29799805,-23.81764221,30.61821899,-70.7104187,-70.17736206,-87.5918335
Y Supraorbital to temporal fossa CUR R 3,545.4761719,-12.47881927,47.16676941,-0.186581266,42.39732361,34.73482971,44.21343689,42.19321899,254.6212891,-51.64318237,-57.20976563,253.3981689
Z Supraorbital to temporal fossa CUR R 3,-801.6993652,-522.1930176,-1244.192871,-637.9764648,-1248.456543,-996.3499023,-961.9636719,-1239.830078,-876.1408203,-728.943457,-487.0679199,-482.6853027
X Supraorbital to temporal fossa CUR R 2,-24.7096756,50.4988739,-26.2539917,-21.69450989,-32.97085266,-29.31856995,-24.56954803,-28.09477844,27.62917786,-74.33137817,-73.17140503,-90.70767822
Y Supraorbital to temporal fossa CUR R 2,539.8262207,-18.99304199,41.12271729,-7.444042969,36.83863525,29.85180969,39.30701294,37.16832886,251.6623779,-56.60723877,-62.66030884,247.9004639
Z Supraorbital to temporal fossa CUR R 2,-800.9588379,-521.9413574,-1243.963477,-637.3833496,-1246.701367,-993.5984375,-961.2587891,-1237.617383,-874.3040039,-728.0739746,-486.8716309,-481.1967773
X Supraorbital to temporal fossa CUR R 10,-32.01636353,50.67538452,-35.33807678,-31.0031311,-36.73031311,-38.16596985,-33.49331055,-36.32644958,28.42933044,-89.19537964,-92.72498779,-108.5824463
Y Supraorbital to temporal fossa CUR R 10,570.582373,14.7949173,72.00919189,23.26773987,65.89856567,58.86757813,66.67084961,64.9987793,276.4182129,-29.73637085,-38.12919312,277.7649902
Z Supraorbital to temporal fossa CUR R 10,-826.974707,-549.630957,-1270.99668,-669.0979004,-1280.667871,-1025.157227,-986.4328125,-1271.470996,-899.018457,-753.8032715,-511.3033203,-503.7689453
X Supraorbital to temporal fossa CUR R 1,-25.84350281,49.0614624,-28.12619019,-23.6078598,-40.48529663,-37.32739563,-30.00734253,-35.4418335,22.49039612,-80.85964355,-78.99345093,-97.81188965
Y Supraorbital to temporal fossa CUR R 1,534.7749023,-25.06344147,36.03196106,-14.13878784,32.33802795,27.92951965,36.60440369,34.40561829,249.7122559,-58.94504395,-65.77459717,245.7205322
Z Supraorbital to temporal fossa CUR R 1,-801.8803223,-522.4913574,-1244.895508,-638.3682129,-1249.049512,-993.4689453,-961.8823242,-1235.734277,-875.6678711,-727.0354004,-486.7678711,-481.5401367
X Supraorbital to temporal fossa CUR L 9,27.34333801,102.9836548,28.93298645,29.96833801,32.48253174,30.60422363,26.7462616,32.70298462,84.84731445,-31.16568909,-31.11043091,-42.00819397
Y Supraorbital to temporal fossa CUR L 9,572.1788574,12.40664978,68.48916016,20.74460754,65.96658325,57.45211792,64.62904663,60.43143921,272.90896,-30.64195862,-30.58984985,278.8312988
Z Supraorbital to temporal fossa CUR L 9,-824.9606445,-529.8087891,-1272.516992,-668.5085938,-1281.942578,-1024.238281,-986.8047852,-1271.572168,-886.775293,-763.7774902,-525.4316895,-521.0726074
X Supraorbital to temporal fossa CUR L 8,25.60623474,99.53330078,25.56846466,28.08533325,30.59262085,27.52006531,24.76333618,30.48349304,81.82230225,-33.05069275,-32.18726501,-43.60799255
Y Supraorbital to temporal fossa CUR L 8,569.6004395,9.824756622,65.15276489,18.63397522,62.65900879,54.08927002,60.15526123,55.01528931,268.2287109,-35.22904663,-34.06674805,274.1357178
Z Supraorbital to temporal fossa CUR L 8,-821.3976563,-526.6408691,-1269.336719,-664.4657227,-1277.835938,-1020.518555,-984.2746094,-1267.545996,-885.6761719,-761.1456543,-521.4040039,-517.6575684
X Supraorbital to temporal fossa CUR L 7,24.35111694,96.09681396,24.02069855,26.03517761,30.22332153,25.83623962,21.88998108,28.07194824,79.60963135,-33.86003418,-32.73181763,-45.59980774
Y Supraorbital to temporal fossa CUR L 7,567.1696289,5.774441528,62.22046509,17.03695221,59.4319458,49.93991699,58.07910767,50.67854614,264.0668213,-38.73978577,-37.65795593,270.2370605
Z Supraorbital to temporal fossa CUR L 7,-816.3838867,-523.3374512,-1264.163574,-658.9219727,-1273.038867,-1015.964258,-979.3555664,-1261.301758,-882.8678711,-756.1299316,-516.5336426,-512.9885254
X Supraorbital to temporal fossa CUR L 6,24.16203766,93.45916138,23.95361481,24.73139191,30.70625916,24.5282959,20.60453949,25.66256714,77.22787476,-33.97359314,-32.46810303,-46.75980225
Y Supraorbital to temporal fossa CUR L 6,563.8783691,2.346115685,59.8178772,15.34010468,56.24266357,45.49546204,55.36737671,49.04657288,262.4357666,-39.26464844,-39.31573181,267.74646
Z Supraorbital to temporal fossa CUR L 6,-811.4602539,-519.8619629,-1258.134277,-652.95625,-1268.113867,-1011.974219,-974.8875977,-1255.318945,-879.0385742,-750.2458496,-510.5272949,-508.225293
X Supraorbital to temporal fossa CUR L 5,25.40744629,91.67931519,24.48412476,23.77631531,31.13713074,25.20408325,19.89332886,26.00583801,75.98283691,-34.00961609,-32.96121216,-45.83508911
Y Supraorbital to temporal fossa CUR L 5,560.0087891,-0.997997952,57.33287964,12.40960236,53.19468384,41.84676208,52.9611084,47.45938416,260.1691895,-40.10289307,-40.44547729,265.6582275
Z Supraorbital to temporal fossa CUR L 5,-808.2259277,-516.1358887,-1253.261035,-647.8349609,-1263.605957,-1007.331348,-970.4737305,-1249.475391,-875.2875977,-744.8842285,-505.1475586,-503.5250488
X Supraorbital to temporal fossa CUR L 4,25.77878418,89.99452515,24.70461273,23.49418335,31.36716614,26.20027161,19.84656067,26.32914429,75.92332764,-34.31411438,-33.60975952,-44.2882843
Y Supraorbital to temporal fossa CUR L 4,554.6092773,-6.137014008,53.02105713,7.120793152,49.42211304,38.17129517,49.73190918,44.43360291,256.8374023,-43.67528992,-44.65637207,261.9917725
Z Supraorbital to temporal fossa CUR L 4,-804.262207,-512.1105469,-1248.597461,-642.6071777,-1258.446973,-1001.807617,-965.8039063,-1244.193652,-871.6764648,-740.1972168,-500.6518555,-499.5507813
X Supraorbital to temporal fossa CUR L 3,25.86661987,89.30100098,24.87884064,23.78236847,32.56885376,26.58248291,20.26315918,28.17469177,76.92217407,-32.55970459,-32.94985962,-42.18435974
Y Supraorbital to temporal fossa CUR L 3,549.3511719,-12.22367477,47.28431091,0.327106142,45.20298767,34.25314026,45.05805664,40.65372314,254.4568604,-49.29636536,-49.86643372,257.6982422
Z Supraorbital to temporal fossa CUR L 3,-801.0524902,-509.6541016,-1246.191309,-639.6700684,-1254.661914,-997.9479492,-963.0491211,-1240.888379,-868.5266602,-738.6644531,-497.8949707,-497.2189453
X Supraorbital to temporal fossa CUR L 2,26.86156006,90.59942627,25.95934448,25.33365326,37.13686829,28.76400452,22.8089325,32.63664551,79.7296875,-28.69211731,-29.54258118,-38.54536438
Y Supraorbital to temporal fossa CUR L 2,542.7969727,-19.09602203,40.76413269,-7.331118011,40.52129211,29.19709167,40.0138855,35.98803406,251.9481934,-54.65435181,-54.87611694,252.5555176
Z Supraorbital to temporal fossa CUR L 2,-800.2928711,-508.8960449,-1246.113281,-639.220752,-1252.598535,-996.1632813,-962.4076172,-1239.139355,-865.7873047,-739.0243164,-498.2297363,-496.9409668
X Supraorbital to temporal fossa CUR L 10,30.32120361,106.6694336,32.9447876,32.5394043,36.26015625,35.0512146,30.89159851,39.22621765,89.05713501,-28.75467834,-28.85988464,-39.16838074
Y Supraorbital to temporal fossa CUR L 10,574.2920898,14.46565704,71.65455933,22.4180191,67.83790894,60.09526367,67.50736694,63.23833008,276.2054932,-27.99628906,-28.06305542,281.6183105
Z Supraorbital to temporal fossa CUR L 10,-827.4021484,-531.5708496,-1274.300586,-671.5369141,-1286.120508,-1027.455078,-988.5730469,-1274.708008,-887.7358398,-767.7110352,-528.6660156,-525.2943848
X Supraorbital to temporal fossa CUR L 1,28.785495,91.95126953,27.60334167,27.10397644,43.67892761,35.34910583,27.80398254,39.52648621,84.30604248,-23.13730164,-24.2329895,-33.20957642
Y Supraorbital to temporal fossa CUR L 1,537.7434082,-25.04108887,35.4802948,-13.67632446,37.37139587,27.19582214,37.38170166,33.88468933,250.171875,-57.37705688,-56.9802124,250.3456787
Z Supraorbital to temporal fossa CUR L 1,-801.3587402,-508.4087402,-1246.871289,-639.4774414,-1254.539453,-996.875293,-963.465918,-1239.94834,-864.940625,-740.8172363,-500.2095215,-500.2625977
X Supraorbital process R,-27.1230011,47.55301208,-30.12706604,-26.76925354,-46.28186646,-43.74023743,-35.19489136,-42.25756836,19.09223938,-86.94083252,-84.46589966,-104.2172852
Y Supraorbital process R,530.332373,-30.6697113,31.6545166,-19.37131805,28.77254333,24.9923645,36.03129272,33.26522217,247.4473633,-60.54860229,-67.45248413,243.8976807
Z Supraorbital process R,-803.2319824,-523.4305176,-1246.009863,-639.8334961,-1253.310352,-996.6390625,-962.7547852,-1239.570508,-878.8485352,-728.6873535,-487.2532227,-482.6344727
X Supraorbital process L,31.1728363,94.35393677,29.16322632,30.42281494,50.10906982,42.31381226,33.85350342,46.74134521,89.14256592,-17.09247894,-18.59223175,-27.99308777
Y Supraorbital process L,532.8213379,-31.18988342,30.09193115,-19.60393677,35.84741211,24.96273193,35.56706848,29.37687073,246.7329102,-58.54827881,-57.24581299,249.3814941
Z Supraorbital process L,-803.4166504,-509.1526855,-1248.117676,-641.273584,-1260.599609,-1000.03584,-965.5172852,-1243.31748,-866.0258789,-744.768457,-504.4290039,-505.6392578
X Pterygoid hamulus R,-12.92615814,75.65374756,-14.20276489,-13.2508667,-17.30255127,-15.75406342,-16.23716125,-12.12400513,55.21131592,-74.35843506,-77.93004761,-94.52669067
Y Pterygoid hamulus R,561.5652832,0.531700277,58.40858765,7.905554199,50.04429321,46.17819214,54.52376709,53.43002319,268.7592773,-37.49386597,-43.33482666,272.3162354
Z Pterygoid hamulus R,-855.4277344,-568.5569824,-1300.654004,-698.9629883,-1313.250977,-1054.133789,-1018.025488,-1303.798438,-920.3026367,-786.3220215,-545.5388672,-540.6991211
X Pterygoid hamulus L,13.13757019,96.98087769,8.869409943,12.06023178,8.835500336,12.32158203,10.41941071,11.68939819,73.05461426,-56.15146484,-58.05662842,-69.96339111
Y Pterygoid hamulus L,563.095459,-0.573858166,57.4147522,8.053549957,53.48308716,46.83480835,54.30574341,53.47876587,268.07146,-35.96964111,-41.33471985,273.6682861
Z Pterygoid hamulus L,-855.0638672,-562.3332031,-1302.702051,-699.8500488,-1318.079785,-1056.730566,-1018.602734,-1304.947168,-914.7525391,-790.9375977,-551.6857422,-547.3274414
X Posterior patch 99,4.885947037,79.41845093,11.07894821,10.31048737,10.45203552,11.22163544,8.424664307,16.58742065,61.35509644,-48.923172,-53.18228149,-60.05702515
Y Posterior patch 99,615.3627441,50.77623596,111.8016479,64.93198853,119.5276245,112.7241089,112.7360596,112.5345947,322.2440186,17.73193512,17.53903503,329.5427246
Z Posterior patch 99,-799.2804199,-519.2892578,-1249.184473,-645.862207,-1254.889258,-1000.367383,-963.7235352,-1241.83457,-866.7109375,-737.5597168,-499.6693848,-488.2558594
X Posterior patch 98,22.45362396,101.7884216,30.39598389,29.02731018,34.32084656,33.35288391,28.57307129,38.89598083,78.2085083,-34.88414001,-37.36180725,-44.42816162
Y Posterior patch 98,619.9746094,51.1581604,115.623291,69.84664307,118.2426147,109.094751,111.4883179,110.1195313,323.4517822,20.70551605,18.61194,331.9404785
Z Posterior patch 98,-812.5711426,-524.88125,-1265.28916,-660.5188477,-1269.470117,-1013.711816,-975.0895508,-1258.822949,-872.1421875,-749.1947754,-514.2436035,-504.2727051
X Posterior patch 97,15.34160461,98.71764526,21.56511688,20.70286713,21.30019531,21.33131104,19.3788269,27.44075623,76.74656982,-43.15385437,-48.29500122,-54.80380859
Y Posterior patch 97,616.0402344,49.38135071,113.5373657,62.73424072,112.6848022,105.6913208,110.0181885,107.3588135,323.3308594,20.10970459,17.09862061,330.4289551
Z Posterior patch 97,-827.9626953,-541.564209,-1281.950879,-678.8792969,-1288.147168,-1032.078613,-992.1539063,-1277.83623,-891.9791016,-766.1322754,-529.9102051,-522.4904297
X Posterior patch 96,17.82789612,105.320105,23.03201752,22.70991821,22.28493805,20.37442322,20.31127625,28.35870972,84.60960693,-44.25145569,-50.09185181,-57.41633911
Y Posterior patch 96,611.9766113,45.53889771,109.9547241,58.37988281,109.0419189,103.1700928,102.1859009,103.767627,316.2357178,13.82749786,9.192908478,323.5153564
Z Posterior patch 96,-847.2334961,-556.1208496,-1300.252734,-699.3125,-1309.915137,-1049.12666,-1011.103711,-1299.296582,-907.2033203,-784.8498535,-545.355957,-540.4668457
X Posterior patch 95,4.595611954,86.99151001,9.952131653,10.00748367,7.453826141,8.742469788,7.838671112,15.0149231,67.01273193,-52.98220215,-59.39365234,-65.8296814
Y Posterior patch 95,615.5837891,50.70968933,113.4569824,64.99702148,112.5064209,105.5483276,109.8546265,107.906665,321.1154053,17.68442383,14.45204926,328.4222412
Z Posterior patch 95,-822.9629883,-540.6384766,-1275.830762,-673.8063965,-1281.893555,-1027.493359,-986.6771484,-1272.787402,-889.4931641,-760.5919434,-524.2373047,-514.7020508
X Posterior patch 94,13.7707962,93.27617798,19.96109161,19.68937531,19.53748169,20.28826294,18.58534241,25.97998962,72.368927,-43.5197113,-48.857724,-54.11106567
Y Posterior patch 94,618.0613281,51.27900391,115.1478271,66.80979004,118.8855347,110.674353,113.8550659,112.2114258,323.501416,20.82961884,18.42614594,332.7487305
Z Posterior patch 94,-815.0943359,-530.4498047,-1268.596973,-664.3393066,-1271.814551,-1016.929297,-978.6174805,-1261.897754,-878.6698242,-752.7926758,-515.8549316,-506.9005859
X Posterior patch 93,9.293955994,92.61920166,14.9294632,14.47250214,13.16068573,14.30540161,13.06329651,20.2075531,71.50551758,-49.43466187,-55.52893677,-61.19260254
Y Posterior patch 93,616.4575195,50.43121643,114.0381226,64.56992188,112.4484619,104.9443115,109.8135498,107.2933838,321.3533691,19.83591766,17.06529846,329.4170898
Z Posterior patch 93,-826.7416992,-542.5369629,-1280.197363,-678.0141602,-1286.470508,-1031.188086,-990.8539063,-1276.850098,-892.155957,-764.5425293,-528.9875488,-519.8736816
X Posterior patch 92,23.89828339,109.28479,29.39493408,29.55215759,29.93634033,28.63815613,26.75475769,34.4797699,88.51623535,-38.09945679,-42.57563477,-49.42101746
Y Posterior patch 92,612.5842285,45.14866638,109.8573242,59.57339478,109.0294312,103.5354248,103.7927246,103.7931519,316.758374,13.77324371,10.46998367,324.5398438
Z Posterior patch 92,-841.65,-549.8449707,-1295.740039,-693.6991699,-1304.430273,-1044.319238,-1006.191504,-1292.175391,-901.0568359,-780.4287109,-541.9969727,-537.0544434
X Posterior patch 91,13.48353424,90.62220459,20.27017365,19.07046967,20.20139465,21.00597229,17.78012085,26.6696228,69.99595337,-43.0247345,-46.78075562,-53.7489624
Y Posterior patch 91,618.1049805,51.6256958,114.3409302,67.34104614,120.3393921,112.8552368,113.3562988,113.6727539,323.1844727,19.00563354,18.014151,331.6272217
Z Posterior patch 91,-808.0745605,-524.6722168,-1260.381836,-656.0677734,-1264.32168,-1009.515527,-970.9996094,-1253.661133,-872.1790039,-745.8154785,-508.8589355,-498.6737305
X Posterior patch 90,-2.496266365,82.83148804,2.450812721,2.484762573,-1.123347378,0.550515079,1.045984459,4.509109116,61.79812012,-61.50597534,-68.87589722,-75.73766479
Y Posterior patch 90,615.2354492,51.80128784,116.0368286,65.07544556,114.080249,108.1505615,109.1090576,109.8064575,320.3171875,17.90294037,12.0576355,327.385498
Z Posterior patch 90,-831.0273438,-550.0862305,-1283.167969,-683.0796875,-1292.631543,-1037.807813,-994.7522461,-1282.501855,-900.121875,-767.9776855,-531.3936035,-521.8272461
X Posterior patch 9,-13.0793045,67.58145752,-7.4456604,-7.566809845,-12.39510193,-11.34098053,-10.02549896,-8.193103027,48.87356873,-66.03756104,-74.50139771,-78.09048462
Y Posterior patch 9,613.799707,51.2677002,112.8259521,64.61759644,116.656311,109.2379395,111.1449463,112.1027344,321.3641602,15.99285431,13.7068512,327.2130371
Z Posterior patch 9,-812.0483887,-535.1788086,-1262.085156,-660.6029297,-1265.435938,-1013.539941,-973.1178711,-1256.14541,-880.9821289,-746.357666,-507.4655273,-495.7314453
X Posterior patch 89,34.60175171,117.406543,40.73960571,40.73402405,44.46712646,42.77169495,39.61374817,48.93197937,96.81708984,-26.98875122,-30.2756012,-36.9372345
Y Posterior patch 89,608.9307129,41.18446045,103.3054077,57.09400635,104.2372559,96.56307373,99.78318481,99.02884521,311.7954346,9.296599579,6.432089233,318.0139648
