Name,CW_M22220_Cranium,CW_M1942_Cranium,CW_J6023B_Cranium,CW_J6203A_Cranium,NHNW_B131_Cranium,NHNW_B79_Cranium,NHNW_J13144_Cranium,NHNW_J6239_Cranium,SHNW_M8748_Cranium,SHNW_M8749_Cranium,SHNW_M8952_Cranium,SHNW_M8951_Cranium
X Zygomatic suture origin R,-52.52830811,28.52559204,-56.08240967,-55.61046753,-62.65585938,-62.16806641,-54.9447876,-63.00144653,8.669320679,-103.7726685,-103.1963257,-121.3209961
Y Zygomatic suture origin R,538.7462402,-15.48010406,42.93962402,-4.729155731,33.93374023,31.45921326,40.03403015,35.16657715,252.8932373,-52.23397217,-63.45690918,250.1046631
Z Zygomatic suture origin R,-819.1600098,-543.5427246,-1255.833105,-655.3662109,-1270.112109,-1011.101465,-974.8936523,-1250.324023,-893.5402344,-737.1134277,-496.9391113,-488.9155273
X Zygomatic suture origin L,55.31616821,120.0203613,54.03127441,58.81159668,64.93258667,61.88292847,51.83245239,64.94656372,103.4538574,-6.354821396,-7.390180206,-18.07951813
Y Zygomatic suture origin L,544.7742676,-18.08005829,40.69570007,-3.37389679,40.78126221,29.75152893,39.34292603,33.25149231,252.7969971,-49.23583679,-48.46768188,254.559082
Z Zygomatic suture origin L,-820.4859375,-514.9429199,-1260.510449,-657.7629395,-1279.120801,-1015.337598,-978.7636719,-1255.803418,-874.5744141,-760.19375,-522.6281738,-519.6317383
X Zygomatic suture (proximal) CUR R 5,-54.40339966,29.06684265,-58.534729,-54.9854126,-63.66126709,-62.81723022,-56.28059692,-64.15692749,9.369648743,-107.9892822,-105.7440918,-122.1579956
Y Zygomatic suture (proximal) CUR R 5,540.9331543,-15.12780914,43.00494995,-4.146083832,36.35891418,33.0033905,43.41166992,38.17369385,255.8294189,-50.90655823,-60.77440186,252.9488281
Z Zygomatic suture (proximal) CUR R 5,-823.7203125,-549.1592285,-1262.09668,-661.0644531,-1278.938184,-1017.18457,-981.1869141,-1258.021875,-897.4723633,-742.3762695,-502.0132324,-494.2885742
X Zygomatic suture (proximal) CUR R 4,-56.01930542,27.5737793,-60.21978149,-56.37785034,-65.26013794,-64.27427979,-57.76810913,-65.63191528,9.576651764,-108.4382202,-107.0190186,-123.5184692
Y Zygomatic suture (proximal) CUR R 4,545.8990234,-10.72305145,48.45237732,0.700058079,39.7943573,36.32849731,46.91827698,42.904776,257.8444092,-48.89741821,-58.89153442,255.4423584
Z Zygomatic suture (proximal) CUR R 4,-823.5878906,-550.5797852,-1263.328125,-661.804834,-1279.672266,-1018.363184,-982.0381836,-1259.828906,-898.5165039,-743.7431641,-502.652832,-495.5694824
X Zygomatic suture (proximal) CUR R 3,-57.34541626,26.72926636,-60.71282959,-55.73002319,-65.40539551,-64.78621216,-58.31141357,-65.54050903,9.994377136,-108.0822388,-107.7026367,-123.8587036
Y Zygomatic suture (proximal) CUR R 3,551.7583984,-5.223435593,54.78602295,6.542736816,43.7431366,40.42763977,50.74376221,48.4003479,260.5404785,-46.63153076,-56.64108887,258.4328369
Z Zygomatic suture (proximal) CUR R 3,-824.515918,-551.4380371,-1264.136719,-662.7071289,-1281.457227,-1018.835156,-983.4954102,-1262.274707,-899.4498047,-745.2826172,-503.6031738,-496.483252
X Zygomatic suture (proximal) CUR R 2,-56.04559326,27.84812927,-59.19750977,-53.65639648,-63.61723633,-64.00857544,-56.38602905,-63.90372314,10.76679077,-106.761792,-107.5480103,-123.7810913
Y Zygomatic suture (proximal) CUR R 2,556.3948242,-0.36993227,59.45501099,11.05308304,47.03701782,44.37737427,53.22958374,52.97399902,262.9602539,-44.86187744,-54.23433228,260.9395996
Z Zygomatic suture (proximal) CUR R 2,-826.353125,-551.6583496,-1266.870605,-664.5737793,-1282.97002,-1019.362305,-985.0979492,-1264.808594,-900.0125977,-747.007959,-504.6373535,-497.8946777
X Zygomatic suture (proximal) CUR R 1,-53.20480347,30.7091217,-54.06809082,-49.59596558,-59.93571167,-60.65053711,-52.53441772,-60.6067627,11.94872208,-104.7846313,-105.882312,-123.3030273
Y Zygomatic suture (proximal) CUR R 1,559.7225098,3.330480576,62.15494385,13.93378601,50.22575073,47.24118652,54.96227417,56.27893066,264.8166748,-43.28860779,-51.93445435,263.1335205
Z Zygomatic suture (proximal) CUR R 1,-828.3040039,-551.8944336,-1269.012988,-666.347998,-1284.392188,-1020.820996,-985.8232422,-1268.14541,-900.9671875,-749.1078125,-506.0441406,-499.978418
X Zygomatic suture (proximal) CUR L 5,56.35430908,122.3849243,55.87680054,57.8980835,64.32572632,61.46834106,53.15044556,65.95343018,104.5487427,-5.973241425,-7.668901062,-20.50561676
Y Zygomatic suture (proximal) CUR L 5,546.0885254,-16.96039886,42.30471802,-3.326948166,42.35695496,33.54885254,43.35257263,34.44794617,255.1937012,-47.56639404,-45.97427673,258.2262695
Z Zygomatic suture (proximal) CUR L 5,-825.7135742,-519.1116211,-1267.323047,-662.3806152,-1287.851172,-1021.220605,-983.028418,-1265.559277,-878.7088867,-766.1255371,-527.1056152,-525.2760742
X Zygomatic suture (proximal) CUR L 4,57.86585693,124.7480591,57.94890137,58.54470215,65.63377075,62.76487427,54.96581421,67.81099243,105.1112549,-6.156523514,-7.893985748,-19.30335236
Y Zygomatic suture (proximal) CUR L 4,551.4808594,-11.74709473,47.68716736,1.607969856,46.24754333,37.500354,47.28468323,39.1519104,256.989502,-45.76621399,-43.84036255,261.0035889
Z Zygomatic suture (proximal) CUR L 4,-826.5023438,-518.9942871,-1268.774512,-663.9650391,-1289.337695,-1022.238672,-984.8124023,-1267.826855,-879.6883789,-768.0225098,-528.6850098,-527.021582
X Zygomatic suture (proximal) CUR L 3,57.70803223,126.0739502,58.86646729,57.990448,65.76895142,63.12203369,54.84607544,68.08442993,105.2150513,-7.287663269,-9.043630219,-19.70027466
Y Zygomatic suture (proximal) CUR L 3,557.3003906,-6.443288422,53.20268555,6.385581589,50.45083008,41.59492798,50.9315155,44.78189392,259.1219727,-43.8228363,-42.28492737,263.8172607
Z Zygomatic suture (proximal) CUR L 3,-826.6009766,-519.4016113,-1270.589258,-665.4908691,-1290.719434,-1023.923145,-987.2232422,-1269.224902,-880.6386719,-769.3375977,-530.4529297,-528.0816406
X Zygomatic suture (proximal) CUR L 2,56.1824707,125.5189209,57.69628906,56.01881714,63.45498047,61.84272461,51.98770752,66.40185547,104.8827759,-9.005197144,-10.95190048,-21.24302521
Y Zygomatic suture (proximal) CUR L 2,562.3005371,-1.815408707,58.12528687,10.35034866,53.96416016,45.20077209,54.31381226,49.74420166,261.117749,-42.05108643,-40.67658691,266.2942627
Z Zygomatic suture (proximal) CUR L 2,-826.7168945,-520.8015137,-1272.219531,-666.7890137,-1291.62002,-1025.662207,-988.2807617,-1271.002637,-881.559082,-770.4211914,-531.4540527,-528.8187012
X Zygomatic suture (proximal) CUR L 1,52.51940308,123.3893677,52.19561157,51.69984741,58.78185425,59.19119873,47.06468201,62.28803101,104.2475708,-11.48901596,-13.42612762,-23.82676849
Y Zygomatic suture (proximal) CUR L 1,565.8106934,1.860103226,60.48872681,12.84641266,56.2170105,48.47861328,57.06928101,52.89179077,263.201416,-40.26221619,-38.63834534,268.5602539
Z Zygomatic suture (proximal) CUR L 1,-829.0666016,-523.3696289,-1274.456348,-668.204541,-1292.029297,-1027.99209,-989.8553711,-1273.463184,-882.7884766,-771.7280273,-531.2928711,-530.2131348
X Zygomatic suture (proximal) (extra) R,-51.71451416,31.3306488,-54.8406311,-53.12960815,-61.69293823,-60.88345947,-54.12246094,-61.30853882,9.327249908,-107.1203369,-104.734314,-120.9247437
Y Zygomatic suture (proximal) (extra) R,537.3631348,-18.48576965,38.76511536,-8.50810318,33.17319641,30.52026062,40.14765015,34.60909119,254.3209473,-52.5272644,-62.69707642,250.5090332
Z Zygomatic suture (proximal) (extra) R,-823.5928711,-548.079248,-1261.208887,-659.9319336,-1278.732715,-1015.219727,-980.5264648,-1256.943652,-896.3976563,-740.9189941,-501.4232422,-492.9821289
X Zygomatic suture (proximal) (extra) L,54.96854248,119.7715698,52.78046875,55.92294922,63.47024536,60.75011597,51.29521484,63.78306274,103.8363892,-6.410912323,-7.810958862,-20.68439178
Y Zygomatic suture (proximal) (extra) L,542.3844238,-20.71690521,38.6113739,-7.186880493,39.5473175,30.83504639,40.16239319,31.80846252,253.8026367,-48.9225769,-47.73881226,254.5578857
Z Zygomatic suture (proximal) (extra) L,-824.9580078,-519.951709,-1266.180957,-661.3085938,-1286.609473,-1021.105566,-982.7700195,-1264.211719,-877.8155273,-764.2603027,-526.3820801,-523.6861816
X Zygomatic suture (inferior) R,-50.20135803,33.3471283,-49.25048523,-46.217276,-55.70612183,-57.2541687,-48.80674133,-56.48553467,12.80392456,-103.7340576,-104.5474976,-123.533606
Y Zygomatic suture (inferior) R,563.1485352,6.581443024,65.65075073,16.87526855,52.67025757,48.69067383,58.52554932,59.20888062,266.0897217,-40.6344696,-50.00532532,265.6567871
Z Zygomatic suture (inferior) R,-829.6694336,-552.7356445,-1272.020117,-668.9344727,-1287.414355,-1023.783887,-989.7321289,-1271.808398,-902.0989258,-751.1775391,-508.2795898,-501.8836426
X Zygomatic suture (inferior) L,48.97849121,122.1146484,47.76461792,48.57867737,54.24299927,55.75680542,46.73484192,58.9512085,103.8212646,-13.88218384,-15.43694305,-25.38226776
Y Zygomatic suture (inferior) L,569.3178711,5.943631363,65.93270874,15.88250732,57.37672729,50.66177063,60.84481201,55.30058594,265.1381104,-37.25174866,-36.3315094,271.8971191
Z Zygomatic suture (inferior) L,-831.5322266,-525.7609375,-1277.247363,-670.7641113,-1294.573828,-1030.95957,-991.7011719,-1277.55,-884.3813477,-772.7058594,-532.8439941,-532.4295898
X Zygomatic suture (distal) CUR R 7,-62.7916626,22.25350494,-65.37471313,-61.31444702,-74.86850586,-72.3520874,-66.05671387,-71.76940308,1.77222538,-115.0526245,-117.0766235,-134.6834839
Y Zygomatic suture (distal) CUR R 7,568.5308594,11.74789352,74.3677063,23.15808258,62.82651978,57.93461304,64.60515137,68.59867554,273.3140137,-33.37672119,-44.03622437,275.7916748
Z Zygomatic suture (distal) CUR R 7,-825.8605469,-554.4532227,-1268.58252,-666.3208984,-1286.437891,-1023.571484,-986.5652344,-1266.621484,-902.1537109,-746.5647949,-502.473291,-493.3911133
X Zygomatic suture (distal) CUR R 6,-64.24691772,20.79873657,-68.37297974,-62.87087402,-77.3397644,-74.11818848,-67.35559082,-74.00508423,0.983514595,-115.5505859,-116.7382568,-134.8812256
Y Zygomatic suture (distal) CUR R 6,563.8648926,7.397732544,69.39544067,18.39639587,57.76959839,53.11856689,60.64709473,63.28244629,269.7997559,-37.07053223,-47.91112976,270.8884521
Z Zygomatic suture (distal) CUR R 6,-823.6649414,-553.1828125,-1267.245313,-664.6307617,-1283.093262,-1020.866211,-984.1297852,-1263.531934,-901.0670898,-744.6751953,-501.3148926,-492.0537598
X Zygomatic suture (distal) CUR R 5,-63.99210205,20.98830719,-68.43062744,-63.23153076,-77.47166138,-74.14630737,-67.25563354,-74.50541382,1.065355778,-114.9169434,-115.7062012,-133.801001
Y Zygomatic suture (distal) CUR R 5,558.4513672,2.186719322,63.4630249,13.04298401,51.73433838,47.63945618,56.00596924,57.17039185,265.7848633,-40.94234314,-51.86513062,265.5866699
Z Zygomatic suture (distal) CUR R 5,-822.5883789,-552.148584,-1265.955371,-663.159668,-1281.254004,-1019.165234,-982.8962891,-1261.304199,-900.1356445,-743.4407715,-500.1480957,-491.6777344
X Zygomatic suture (distal) CUR R 4,-62.63991699,21.85553131,-67.25881348,-62.91299438,-76.05354004,-73.81870728,-66.287146,-73.96143188,1.682663918,-113.9977173,-114.1853149,-132.3201416
Y Zygomatic suture (distal) CUR R 4,552.9098633,-3.211398315,57.4888855,7.766912079,46.02059631,42.38506775,51.66141357,50.89185486,262.0906494,-44.49841003,-55.50651855,260.9327393
Z Zygomatic suture (distal) CUR R 4,-822.0442383,-551.2521973,-1264.50127,-661.9524902,-1280.154395,-1017.994824,-981.9298828,-1259.682227,-898.9571289,-742.7125977,-499.84375,-491.6660645
X Zygomatic suture (distal) CUR R 3,-60.72652588,23.07833405,-65.96392212,-61.88029175,-73.92630615,-72.34256592,-64.94274292,-72.90253296,2.786644173,-112.8565063,-113.0009155,-129.9927612
Y Zygomatic suture (distal) CUR R 3,547.3882324,-8.509972382,51.50560913,2.621664238,40.94773254,37.75870361,47.62514343,44.89118652,258.781958,-47.52467041,-58.75501099,257.0443359
Z Zygomatic suture (distal) CUR R 3,-822.0348633,-550.3218262,-1262.933398,-660.7890625,-1278.655859,-1017.277637,-980.8077148,-1258.473047,-897.9257813,-741.8230469,-499.4064453,-491.6640137
X Zygomatic suture (distal) CUR R 2,-57.39243774,25.72051697,-62.90285034,-59.92713013,-70.374823,-69.46553345,-62.4835083,-69.89262085,4.606671143,-110.9407227,-110.2532959,-127.4724609
Y Zygomatic suture (distal) CUR R 2,539.7253418,-15.25041656,44.02015991,-4.321898651,35.52192078,32.59288025,42.51428833,37.47939453,255.1098389,-50.70160217,-61.8942627,253.0542969
Z Zygomatic suture (distal) CUR R 2,-821.9432617,-548.6866699,-1261.120313,-659.4979004,-1277.396875,-1016.206641,-979.6644531,-1257.591113,-897.0182617,-741.2433594,-499.3373535,-491.5048828
X Zygomatic suture (distal) CUR L 7,61.21123047,132.4769287,65.34978027,63.27687988,72.68685913,71.23110962,62.87114868,76.29057007,113.8305908,-2.704602623,-4.778200531,-11.23881989
Y Zygomatic suture (distal) CUR L 7,575.627002,10.62692413,71.11787109,22.47935791,68.71184082,59.06636353,65.4420166,63.67068481,272.4265381,-29.35430603,-27.34871826,282.2468994
Z Zygomatic suture (distal) CUR L 7,-826.2478516,-519.5675781,-1273.85,-669.1423828,-1297.356152,-1028.142188,-990.3984375,-1274.838867,-880.1957031,-773.5595703,-532.5274902,-531.8840332
X Zygomatic suture (distal) CUR L 6,63.25030518,132.8435913,66.92758789,65.14268799,75.06350098,72.23314209,64.41210327,77.93676147,113.9940796,-1.350273037,-2.660944939,-9.365351105
Y Zygomatic suture (distal) CUR L 6,571.5022461,6.178869629,66.29474487,18.04051056,64.02862549,54.04120483,61.44534912,58.6835022,268.6782227,-32.9528656,-31.00906067,277.4729004
Z Zygomatic suture (distal) CUR L 6,-824.6822266,-517.9867676,-1272.845898,-667.9566406,-1294.868262,-1026.850098,-988.6050781,-1272.071289,-878.8198242,-771.8083984,-531.7108398,-531.082666
X Zygomatic suture (distal) CUR L 5,63.80663452,132.1502319,66.95465088,65.64349976,75.57843628,71.74602661,64.44047241,78.0156311,113.5997925,-1.092696571,-1.803881264,-9.375701904
Y Zygomatic suture (distal) CUR L 5,566.5456055,1.303418636,61.17299194,13.41907196,58.72536621,48.83908386,57.12559204,53.13586426,264.8730469,-36.87428589,-34.90566406,272.4088623
Z Zygomatic suture (distal) CUR L 5,-823.8628906,-517.2765137,-1271.503223,-666.5558594,-1293.211035,-1025.547266,-987.0543945,-1269.869629,-877.8323242,-770.5654297,-530.8140625,-530.0138672
X Zygomatic suture (distal) CUR L 4,63.18021851,130.8275757,65.95302124,65.56021729,74.97064819,71.24941406,63.49220581,77.11192627,112.619397,-1.069141483,-1.763374901,-10.51078949
Y Zygomatic suture (distal) CUR L 4,560.6678711,-4.129201508,55.44949341,8.501648712,53.32900391,43.48143311,52.53840942,47.05118713,261.2368164,-40.5952179,-38.88710327,267.7137939
Z Zygomatic suture (distal) CUR L 4,-823.2852539,-516.8143555,-1269.949316,-664.986377,-1291.404297,-1023.873828,-985.6878906,-1267.91748,-877.2978516,-769.3431152,-530.3884766,-528.9161621
X Zygomatic suture (distal) CUR L 3,61.56895752,128.6540283,63.78694458,64.72055054,73.10402832,69.58638916,61.69951172,75.12228394,110.9079346,-1.673594093,-2.306824875,-12.0241684
Y Zygomatic suture (distal) CUR L 3,553.7501953,-10.29487,49.18589172,2.965952492,47.64663391,37.86156006,47.40631714,40.30435181,257.5847168,-44.18010864,-42.96536255,262.8418701
Z Zygomatic suture (distal) CUR L 3,-823.3115234,-516.6717773,-1267.758203,-663.4151855,-1289.390527,-1022.053027,-984.496582,-1265.934863,-876.9702148,-767.9064941,-529.6620117,-527.4845703
X Zygomatic suture (distal) CUR L 2,59.34761353,125.5371216,60.49557495,62.87827759,70.31142578,65.98615723,58.88564453,71.28015137,108.95979,-2.819495392,-3.610129929,-13.72943573
Y Zygomatic suture (distal) CUR L 2,546.0816406,-16.82002411,42.48929443,-2.922020531,42.13487549,32.5266449,42.1515564,33.69863281,254.6143066,-47.179245,-46.43572388,258.6242676
Z Zygomatic suture (distal) CUR L 2,-823.3599609,-516.9866211,-1265.346191,-661.6162598,-1287.277441,-1020.43623,-983.3317383,-1264.331738,-876.7148438,-766.4841309,-528.1399902,-526.057373
X Zygomatic suture (distal) (extra) R,-52.42321167,29.20620117,-58.80061035,-57.4276062,-66.60201416,-66.36054077,-59.18157349,-66.08704834,6.167010498,-108.5459106,-106.8634033,-125.0403931
Y Zygomatic suture (distal) (extra) R,532.8392578,-21.20039215,37.88496399,-10.23478317,30.97045593,28.77936401,38.45894165,31.13206787,252.0084961,-53.3760498,-63.83362427,250.2905762
Z Zygomatic suture (distal) (extra) R,-821.9576172,-547.3856445,-1258.669629,-658.8853516,-1276.116797,-1015.674219,-979.2032227,-1257.219629,-896.3826172,-740.960791,-499.0410645,-491.6289063
X Zygomatic suture (distal) (extra) L,55.5925415,122.0078369,56.2161438,60.32398682,66.66898193,63.24630127,54.9249939,66.9147522,107.1033813,-4.553727722,-6.386692429,-15.90821991
Y Zygomatic suture (distal) (extra) L,539.3352051,-22.61894226,36.10133362,-8.157385254,37.18485413,26.30753479,37.45042419,27.58928528,251.9822021,-49.76747437,-49.59389954,255.2438721
Z Zygomatic suture (distal) (extra) L,-823.431543,-517.4372559,-1263.745215,-660.6403809,-1285.810156,-1019.130664,-982.4108398,-1262.737598,-876.7115234,-765.0051758,-526.3404297,-524.5980957
X Zygomatic dip CUR R 9,-37.2079071,43.93187256,-44.26130676,-40.60257263,-46.90379944,-46.9963623,-42.63170471,-48.39239807,18.94758148,-91.4368042,-87.86895142,-110.4094727
Y Zygomatic dip CUR R 9,497.0185059,-58.08961792,-7.361698151,-53.52304077,-12.72646713,-14.60422363,1.73609848,-6.499542236,215.9658447,-90.66208496,-99.17197876,211.7537354
Z Zygomatic dip CUR R 9,-820.4984375,-544.9641602,-1262.558496,-657.6836914,-1272.160449,-1013.459277,-976.996875,-1255.009277,-888.9798828,-740.6046387,-499.7741699,-498.4020996
X Zygomatic dip CUR R 8,-40.99108582,41.9589325,-47.69790649,-43.45708618,-50.75705872,-50.25200806,-45.35260925,-51.75369873,16.24270935,-95.19093018,-91.74859009,-113.9417725
Y Zygomatic dip CUR R 8,498.6799316,-55.53140869,-4.840467453,-51.37909546,-10.44993896,-12.99382629,3.200463104,-5.514264297,216.9744873,-89.55718994,-98.59893188,213.7720703
Z Zygomatic dip CUR R 8,-822.4402344,-547.182373,-1264.787012,-659.8208984,-1275.784863,-1015.959863,-979.0889648,-1257.924707,-891.8246094,-742.044043,-501.7297363,-499.1012695
X Zygomatic dip CUR R 7,-43.87327881,40.20751648,-50.48594055,-45.75507507,-54.12468262,-52.78131714,-47.39414978,-54.40078125,13.76507111,-98.27703247,-95.51550293,-116.82146
Y Zygomatic dip CUR R 7,501.401416,-52.64958496,-1.279881668,-48.12088318,-6.953494263,-9.812301636,6.236352921,-2.993879318,219.6763672,-87.16306152,-96.34723511,216.8654785
Z Zygomatic dip CUR R 7,-824.147168,-549.0078125,-1266.413281,-661.6884277,-1277.973633,-1017.63584,-980.6941406,-1260.424414,-894.0216797,-742.9462402,-502.9687012,-499.0929199
X Zygomatic dip CUR R 6,-45.8568512,38.66629944,-52.71799927,-47.4204071,-57.21290283,-54.71405029,-49.09099121,-56.41783447,12.09736099,-100.4837219,-98.26495361,-118.9775635
Y Zygomatic dip CUR R 6,504.3787598,-49.68130493,2.383149147,-44.53002625,-3.163469887,-6.243627548,9.512515259,0.51791687,222.9702881,-84.04563599,-92.981604,219.9892334
Z Zygomatic dip CUR R 6,-825.3450195,-550.1504883,-1267.392578,-662.727002,-1278.839941,-1018.786914,-981.9117188,-1261.524609,-895.6897461,-743.0852051,-503.2572266,-498.6129883
X Zygomatic dip CUR R 5,-47.68825378,37.27693787,-54.29765015,-49.09364014,-60.1699707,-56.66315918,-50.92363586,-58.3064209,10.6318634,-102.2978333,-100.5963928,-120.820166
Y Zygomatic dip CUR R 5,508.4119629,-46.15458679,7.014809418,-40.03207092,1.094484425,-1.907479668,13.38794708,4.963067245,226.9882813,-80.23806152,-88.93253174,223.5494629
Z Zygomatic dip CUR R 5,-825.9783203,-550.8699219,-1267.38877,-663.2917969,-1279.267773,-1019.29043,-982.7143555,-1261.825293,-896.9959961,-743.2530273,-503.2946777,-498.0230957
X Zygomatic dip CUR R 4,-48.74294739,36.50386658,-55.049823,-50.06742554,-62.43809814,-58.30237427,-52.38071289,-60.00793457,9.482909393,-103.599353,-102.3219055,-121.8803467
Y Zygomatic dip CUR R 4,512.4703125,-42.65953369,11.50349426,-35.60221252,5.349579239,2.34233017,17.13930817,9.299033356,230.9045898,-76.54307861,-85.16824951,227.1240234
Z Zygomatic dip CUR R 4,-825.9487305,-550.9119141,-1266.432031,-663.139502,-1279.563965,-1019.159082,-982.5462891,-1262.126465,-897.315918,-743.3432617,-503.2947266,-497.3666992
X Zygomatic dip CUR R 3,-48.92141418,36.257724,-55.3135376,-50.24695129,-63.70141602,-59.36313477,-53.3201416,-61.23187866,8.851385498,-104.1720703,-103.1936035,-122.2574707
Y Zygomatic dip CUR R 3,516.4148926,-39.34339905,15.81785889,-31.3117218,9.592716217,6.824761963,20.57041626,13.241716,234.9005859,-72.82926025,-81.51040649,230.6106201
Z Zygomatic dip CUR R 3,-825.4884766,-550.1395508,-1264.98584,-662.1972656,-1279.098145,-1018.525,-981.8560547,-1261.446582,-896.974707,-742.9562988,-502.6831543,-496.0523438
X Zygomatic dip CUR R 2,-48.17158508,36.31992493,-54.20525513,-49.71038208,-63.72103271,-59.35726318,-53.55898438,-61.56962891,8.75846405,-103.7868652,-103.0617798,-121.6723145
Y Zygomatic dip CUR R 2,520.2608887,-36.13793335,19.89901123,-27.2819458,14.14481659,11.55638657,24.06130066,16.84053802,238.8647461,-69.10060425,-77.96369629,234.1238525
Z Zygomatic dip CUR R 2,-824.4019531,-548.2308594,-1262.870508,-660.3355957,-1277.589941,-1017.005078,-980.8147461,-1259.449121,-895.9758789,-741.856543,-501.5069824,-494.4113281
X Zygomatic dip CUR R 10,-33.56380615,46.46620178,-40.5497406,-37.9117218,-43.22895813,-44.47840576,-40.45299988,-45.35727539,21.12052307,-88.21287842,-84.93914795,-107.0910645
Y Zygomatic dip CUR R 10,496.4606445,-59.07650757,-8.341549683,-54.34238892,-12.49852982,-14.10377655,1.794250298,-5.909997177,216.573584,-90.30646973,-98.09155884,211.4631592
Z Zygomatic dip CUR R 10,-818.5080566,-542.8499512,-1260.312695,-655.6673828,-1268.338184,-1010.561035,-974.702832,-1252.531055,-886.4881836,-738.6913086,-497.7674805,-497.3033691
X Zygomatic dip CUR R 1,-46.10775146,36.64706726,-50.71135864,-48.12463074,-61.56415405,-58.17942505,-52.74910889,-60.21251831,9.431321716,-102.6033569,-101.8334167,-120.302356
Y Zygomatic dip CUR R 1,524.1887207,-32.96951599,23.23691864,-23.61345062,19.21447906,16.29877472,27.67681885,20.71619568,242.8154541,-65.47199097,-74.60011597,237.7369629
Z Zygomatic dip CUR R 1,-821.6774414,-544.5460938,-1259.039453,-657.127002,-1274.955762,-1013.918262,-978.9323242,-1256.520996,-894.275,-740.1495605,-500.1388672,-492.8597168
X Zygomatic dip CUR L 9,43.74205627,109.094104,39.35617981,43.03186035,49.11490784,46.47133484,38.69852295,47.45197754,91.02344971,-15.77769775,-14.72015228,-28.73388977
Y Zygomatic dip CUR L 9,500.8685547,-58.92144165,-8.091209412,-51.64160156,-9.080490875,-12.55051346,1.553492546,-7.529680634,216.2270508,-89.01411743,-87.40615845,215.1977783
Z Zygomatic dip CUR L 9,-821.6094727,-524.5421875,-1264.757227,-659.2839355,-1277.257324,-1016.44043,-977.9139648,-1258.170117,-874.3793945,-757.8591797,-518.8972168,-521.8790039
X Zygomatic dip CUR L 8,47.18618164,111.8279907,42.57237244,45.7391449,52.42510376,49.32670288,41.35514832,50.40204468,94.38104248,-13.35831757,-12.35624008,-26.41104736
Y Zygomatic dip CUR L 8,502.6916504,-57.01990967,-5.737302399,-49.44011841,-7.399569702,-11.54684982,2.40077076,-6.76459198,216.9480957,-87.90929565,-86.47146606,216.2046387
Z Zygomatic dip CUR L 8,-823.9259766,-525.1390625,-1267.142676,-661.6196777,-1280.778125,-1019.369824,-980.4582031,-1260.812109,-876.0544922,-760.9700684,-522.0862793,-524.4231445
X Zygomatic dip CUR L 7,49.98305359,114.1707764,45.75563965,48.08204346,55.78546753,52.17564087,43.84313965,53.12601318,97.3977356,-11.32923737,-10.18801804,-23.83413544
Y Zygomatic dip CUR L 7,505.749707,-54.32056274,-2.797261429,-46.18600159,-3.724278259,-8.838891602,5.013634872,-4.69066124,219.2380127,-85.24674072,-83.92299805,218.4781982
Z Zygomatic dip CUR L 7,-825.946875,-525.6254883,-1269.315039,-663.5211914,-1282.890527,-1021.280957,-982.3996094,-1263.267773,-877.5073242,-763.5512695,-524.8087891,-526.4885742
X Zygomatic dip CUR L 6,51.6953064,116.1013916,48.09975586,50.0066864,58.33770142,54.43205566,45.88534241,55.49985962,99.69819336,-9.789232635,-8.647141266,-21.74088135
Y Zygomatic dip CUR L 6,509.4996094,-51.16296082,1.149124241,-42.3236969,0.957926369,-5.021609879,8.555553436,-1.420861053,222.4240967,-81.87262573,-80.39090576,221.7360107
Z Zygomatic dip CUR L 6,-826.9333008,-525.7696777,-1270.668359,-664.7316895,-1284.274316,-1022.039258,-983.7158203,-1264.608789,-878.1795898,-764.7711914,-526.5091309,-527.8185547
X Zygomatic dip CUR L 5,52.85230713,117.4280884,49.77881165,51.7461731,61.05418091,55.9670105,47.73256836,57.87670898,101.5724792,-8.721392822,-7.548719788,-20.0646347
Y Zygomatic dip CUR L 5,513.6873047,-47.70002747,5.65423851,-38.25000916,5.48288765,-0.98008194,12.33374252,2.362669182,225.9954346,-78.16224365,-76.41079102,225.3895996
Z Zygomatic dip CUR L 5,-827.3233398,-525.6125977,-1270.867969,-665.1310547,-1285.888965,-1022.881641,-984.7257813,-1265.356445,-878.4455078,-765.4250977,-527.5216309,-528.6487305
X Zygomatic dip CUR L 4,53.82115479,118.2373779,51.4317749,53.33021851,63.21571655,57.50820923,49.2128479,59.68737183,103.0861206,-7.852102661,-6.723059082,-19.2279541
Y Zygomatic dip CUR L 4,518.1984863,-43.93449707,10.26426315,-33.7985199,10.38160706,3.218561554,16.39408264,6.275178528,229.7871094,-74.15126953,-72.16907349,229.5875244
Z Zygomatic dip CUR L 4,-827.2712891,-525.0683105,-1270.253809,-664.6800293,-1286.864648,-1023.20459,-985.0736328,-1266.060449,-878.4907227,-765.9373535,-528.2829102,-528.6907715
X Zygomatic dip CUR L 3,54.2262085,118.4207153,52.31488647,54.03309326,64.49418945,58.59665527,49.90559998,60.67567749,103.8798218,-7.282434082,-6.348491287,-18.6335556
Y Zygomatic dip CUR L 3,522.2813965,-40.54479065,14.47381592,-29.62712708,15.29436798,7.069328308,20.31576843,9.822678375,233.5316895,-70.45793457,-68.30599365,233.6488281
Z Zygomatic dip CUR L 3,-826.8807617,-524.0782227,-1269.175,-663.6872559,-1287.157715,-1022.736133,-984.5023438,-1266.102344,-878.0853516,-765.8515625,-528.4422852,-528.0537109
