Name,CW_NR0718,CW_M1937,CW_M22233,CW_M22220,CW_M11977,CW_M21375,CW_NR1328,CW_NR1351,CW_NR1352,CW_NR1353,CW_NR1609,CW_M1943,CW_M11973,CW_M11,CW_M68,CW_M1942,CW_M11968,CW_M3721,CW_M11976,CW_J11665,CW_J5422,CW_J6203A,CW_J6203B,CW_Wombat_Common,NHNW_B118,NHNW_B131,NHNW_B135,NHNW_B14,NHNW_B40,NHNW_B42,NHNW_B79,NHNW_B93_Anomaly,NHNW_J13143,NHNW_J13144,NHNW_J13145,NHNW_J14051,NHNW_J6239,NHNW_JM12487,NHNW_JM18942,NHNW_JM19739,NHNW_JM2546,NHNW_JM7474,NHNW_JM7475,NHNW_JM8463,NHNW_JM8466,NHNW_SNC1,NHNW_SNC2,SHNW_M8783,SHNW_M8746,SHNW_M8887,SHNW_M8748,SHNW_M8801,SHNW_NR1326,SHNW_NR1348,SHNW_NR1349,SHNW_M8807,SHNW_M8749,SHNW_M8867,SHNW_M8752,SHNW_M8774,SHNW_M8952,SHNW_M8892,SHNW_M8951,SHNW_F_Poor_Teeth,SHNW_Holly,SHNW_J16968,SHNW_J17772,SHNW_Kyle,SHNW_M_Good_Teeth,SHNW_M_Poor_Teeth,SHNW_Mr_Fox
X Zygomatic suture (proximal) CUR L 3,57.99992676,121.3224365,2.12653656,57.70803223,113.2270752,-3.608654404,55.2461731,64.80768433,49.52452393,53.44310303,56.96089478,-12.6857872,62.82703247,110.7780396,-7.984666443,126.0739502,3.01779232,110.7264282,-21.80678558,58.09147949,61.63967285,57.990448,58.86646729,61.73289185,55.54244385,65.76895142,60.17678833,58.44515991,60.4565918,63.89229126,63.12203369,59.97612305,54.74840698,54.84607544,56.87294312,58.54307251,68.08442993,54.2630127,56.3343689,66.61218872,63.48442993,60.52368774,61.85903931,54.72808228,56.98800049,62.36077881,53.09848633,119.8254028,-11.27011719,35.02262878,105.2150513,-23.67590179,49.30823059,56.28119507,49.89148865,125.8218994,-7.287663269,45.4659668,-9.51604538,113.4397339,-9.043630219,106.045874,-19.70027466,52.39958496,50.2375,48.1475647,48.76636353,39.03858032,38.27103271,61.30231323,64.86625366
Y Zygomatic suture (proximal) CUR L 3,82.06981812,-17.35367737,-17.10252533,557.3003906,261.9780273,285.4930664,48.09563904,99.73641357,67.5368103,31.84677734,36.21850586,-31.44022522,545.177832,272.6294678,272.7859131,-6.443288422,-1.134411716,306.4463135,293.0934082,48.14161377,61.675354,6.385581589,53.20268555,43.88406982,42.27960815,50.45083008,45.20338135,46.99513245,44.66622314,48.84866333,41.59492798,42.23424072,56.38391724,50.9315155,47.52109985,53.30170288,44.78189392,55.70089111,-8.84176712,7.635821533,75.90762939,3.027486229,60.2680603,38.40795593,60.13471069,49.24104919,52.52173462,-31.07537842,-23.48977509,519.927002,259.1219727,272.9627686,62.35038452,68.94702759,69.20835571,-31.67794495,-43.8228363,512.0292969,256.1580811,-32.74598999,-42.28492737,255.5297119,263.8172607,-6.955485535,18.60800018,45.53068542,51.95204468,5.845954895,-4.543647003,-35.09326782,-10.82623672
Z Zygomatic suture (proximal) CUR L 3,-259.576123,-796.569873,-823.7727539,-826.6009766,-806.0253906,-821.4959961,-551.7217285,-614.3853027,-976.7537109,-233.8831055,-880.2798828,-797.5308105,-791.7952637,-771.736084,-797.6727051,-519.4016113,-552.8347168,-543.1146484,-550.0745605,-1273.966211,-1288.703516,-665.4908691,-1270.589258,-858.9006836,-1272.733203,-1290.719434,-1034.95293,-1267.495508,-1284.816797,-1284.956055,-1023.923145,-1288.430371,-1271.14707,-987.2232422,-1265.987891,-1266.068555,-1269.224902,-1288.798438,-960.3625977,-953.4217773,-1280.510449,-930.2651367,-1274.04043,-1269.408984,-1011.976758,-1026.570898,-1288.35498,-867.8701172,-889.7953125,-896.8194336,-880.6386719,-891.20625,682.8161621,369.4915527,992.1391602,-740.1230957,-769.3375977,-768.4009277,-769.939502,-503.9060547,-530.4529297,-503.5328125,-528.0816406,-851.0480469,-909.5243164,-1267.495313,-1268.05625,-1002.794629,-856.8660156,-866.7943359,-888.0547852
X Zygomatic suture (proximal) CUR L 2,56.76695557,120.6895752,0.368009973,56.1824707,112.0094238,-6.825785828,53.51970215,63.25488281,48.7168457,52.80682373,54.95872803,-15.79978485,61.61227417,110.6097168,-10.10554733,125.5189209,1.446640587,108.4103638,-23.45636749,56.86896973,59.26918945,56.01881714,57.69628906,59.68554077,54.14575195,63.45498047,58.39854126,56.44034424,59.17573853,62.50842896,61.84272461,57.68912354,53.25204468,51.98770752,55.46657104,56.81936646,66.40185547,52.93955688,55.37888184,65.33861084,60.60426636,59.08544922,59.61729126,53.79111938,54.66968994,59.91896973,52.18319702,119.0509399,-12.09873505,33.69799194,104.8827759,-25.47389374,48.62854004,55.64354858,48.65939636,124.8749512,-9.005197144,44.40535583,-10.56695404,112.3332397,-10.95190048,105.5604248,-21.24302521,51.40608521,49.55820007,47.21421509,47.8767395,37.8651947,37.45632324,60.24390259,63.09227905
Y Zygomatic suture (proximal) CUR L 2,87.79966431,-12.84446869,-12.48526764,562.3005371,266.3519775,290.3469971,52.8187561,103.6982788,72.85524292,36.68623962,40.09385986,-28.40604248,550.0863281,277.3331543,277.2927246,-1.815408707,3.935077286,309.7422119,297.0928223,53.00355835,66.24865112,10.35034866,58.12528687,49.00492859,45.41101074,53.96416016,48.17903442,49.73066406,48.07583618,52.55496826,45.20077209,45.86385193,59.48451538,54.31381226,51.19379272,56.61621094,49.74420166,58.92305908,-5.327109146,11.27416687,80.18405151,6.80881958,63.63065796,41.21897278,64.3494751,53.25861816,55.01298218,-28.49689636,-21.59592133,522.186377,261.117749,274.9366455,64.12626343,71.65480957,71.03637695,-29.90443726,-42.05108643,514.0291992,257.7989502,-30.62881165,-40.67658691,257.6889893,266.2942627,-4.578659439,20.68789978,47.86357727,52.89794312,8.005557251,-2.104961967,-33.19883423,-8.54708786
Z Zygomatic suture (proximal) CUR L 2,-260.4951904,-798.9131348,-824.5868164,-826.7168945,-808.2612305,-821.4111328,-554.5029297,-616.1498535,-977.9616211,-235.2047363,-880.7279297,-798.4291504,-794.4535645,-773.4727051,-798.5472656,-520.8015137,-553.7468262,-545.0355469,-552.3308105,-1276.024316,-1290.117676,-666.7890137,-1272.219531,-860.6495117,-1273.931055,-1291.62002,-1036.783887,-1269.42959,-1285.982227,-1286.536719,-1025.662207,-1289.681738,-1272.546191,-988.2807617,-1266.32168,-1267.874316,-1271.002637,-1289.727051,-961.6786133,-954.522168,-1281.412793,-931.640625,-1275.518066,-1270.370117,-1014.374121,-1027.243555,-1288.760254,-869.4161133,-890.7327148,-897.590918,-881.559082,-891.80625,681.445752,367.7037842,990.7553711,-741.2076172,-770.4211914,-769.6866699,-771.2287109,-504.8206055,-531.4540527,-504.5061035,-528.8187012,-852.2420898,-908.5850586,-1268.502051,-1269.550977,-1003.472559,-857.2977539,-867.440918,-887.4873047
X Zygomatic suture (proximal) CUR L 1,53.08703613,117.4982178,-4.394099808,52.51940308,108.0188232,-12.90610962,50.88042603,59.23215942,45.01636353,50.04808655,51.05231934,-19.14403534,57.07254639,107.5450195,-14.60514679,123.3893677,-2.398464775,103.9976074,-27.32633972,52.27808838,53.9534729,51.69984741,52.19561157,54.44559326,51.34953003,58.78185425,55.80838013,52.79108887,55.89263916,59.065625,59.19119873,54.46738892,50.51661072,47.06468201,53.19281616,53.07835693,62.28803101,49.92091675,52.77895508,63.00478516,55.49931641,56.86690674,56.60407715,52.05564575,49.84176941,55.20457153,50.46116943,118.1706543,-13.12229767,31.37366943,104.2475708,-27.68376465,47.13096008,53.86915283,46.95613098,123.2335815,-11.48901596,43.07298584,-12.92595825,111.32854,-13.42612762,104.693042,-23.82676849,50.04974365,48.43210144,45.42259521,46.6614563,36.36912842,35.98477173,58.87476196,60.42301025
Y Zygomatic suture (proximal) CUR L 1,92.73439331,-8.930012512,-9.719283295,565.8106934,269.4196777,293.368042,58.21240845,106.8283447,77.38255005,41.04389954,43.06369934,-24.33896332,554.3127441,279.8946777,280.6116455,1.860103226,7.870735168,311.5175781,299.9918213,56.14949951,68.68200684,12.84641266,60.48872681,52.29031372,47.71818848,56.2170105,50.99657288,52.05621338,50.43842773,54.79760742,48.47861328,47.99983215,62.58421021,57.06928101,55.44931641,59.44855347,52.89179077,61.33096924,-2.097455406,14.20404816,83.55824585,11.00942383,66.65031128,43.22050171,67.99880981,55.90084839,57.53251343,-25.86536255,-19.91146393,524.3822266,263.201416,277.659668,65.94729004,74.53077393,72.76681519,-27.87311096,-40.26221619,516.1370605,259.6413086,-28.52325439,-38.63834534,260.1268066,268.5602539,-2.163254166,22.79120026,49.60722656,54.79550171,10.16070633,0.05833165,-31.25521851,-6.454930115
Z Zygomatic suture (proximal) CUR L 1,-262.2320068,-801.3393555,-824.6498047,-829.0666016,-810.6181152,-821.4602539,-556.7388184,-617.998291,-979.1999023,-236.4997803,-881.0452148,-799.5400391,-796.0364746,-776.8547363,-799.8384277,-523.3696289,-555.2969238,-547.3822754,-553.409668,-1278.614453,-1290.172852,-668.204541,-1274.456348,-862.8829102,-1275.325977,-1292.029297,-1038.5625,-1270.489648,-1287.581641,-1288.545801,-1027.99209,-1292.500488,-1274.253418,-989.8553711,-1267.374805,-1269.02998,-1273.463184,-1290.944531,-963.2709961,-956.0222656,-1283.677832,-933.7811523,-1277.828027,-1271.473047,-1015.566992,-1028.592773,-1289.297168,-872.0633789,-891.8237305,-897.9030273,-882.7884766,-892.8460938,680.1208984,366.3022705,989.3167969,-742.5746094,-771.7280273,-770.9572266,-771.642627,-506.9518066,-531.2928711,-506.0762207,-530.2131348,-853.3436523,-907.4869141,-1269.876563,-1271.627148,-1004.50166,-858.2430664,-868.8892578,-887.2770508
X Zygomatic suture (proximal) (extra) R,-56.50317383,31.62857971,-110.905542,-51.71451416,18.6624527,-113.9955933,-51.27421875,-57.18886719,-61.87268066,-48.30090637,-57.96856689,-113.2553101,-42.21936035,21.66614838,-114.3520142,31.3306488,-116.040918,3.854689407,-113.9536499,-54.28833008,-56.1031311,-53.12960815,-54.8406311,-53.47453003,-51.71449585,-61.69293823,-62.35076904,-60.4786499,-58.39727173,-62.78969727,-60.88345947,-60.13165894,-52.29852295,-54.12246094,-58.02346802,-58.46598511,-61.30853882,-49.98391113,-53.57744751,-59.58676147,-63.46520386,-57.59051514,-60.05405884,-57.96922607,-67.2697998,-55.27116089,-51.21254883,16.00377197,-109.3420166,-68.51864014,9.327249908,-112.8307861,-50.66767883,-48.58007202,-52.67674561,19.61203766,-107.1203369,-52.56975708,-110.9800415,15.67290802,-104.734314,7.852680206,-120.9247437,-49.96057434,-42.89719849,-45.2575531,-44.86170044,-47.89998169,-57.56477661,-36.97216492,-39.10003052
Y Zygomatic suture (proximal) (extra) R,67.95568237,-41.18143005,-33.25957336,537.3631348,249.3662598,264.1461182,36.23022156,91.86704102,51.5036438,19.16522064,21.02624512,-48.9443512,536.2065918,258.661084,255.8896484,-18.48576965,-9.129244232,282.4091797,277.371167,32.27827759,45.09077759,-8.50810318,38.76511536,27.83605042,30.5717804,33.17319641,33.67997131,34.40672302,34.59944153,38.25714111,30.52026062,32.33326721,44.25778809,40.14765015,36.40608215,38.7358551,34.60909119,47.30326233,-15.39373474,-2.615626907,62.79984131,-2.204516029,51.8824646,29.3815094,45.74418945,33.95569153,46.2073822,-36.84999084,-33.71072693,504.8513184,254.3209473,254.7767578,58.5581665,60.56320801,59.29249268,-35.22494507,-52.5272644,502.3731445,245.7404297,-40.50683289,-62.69707642,250.8696777,250.5090332,-16.99456482,10.92220001,39.73245239,50.46326294,-3.491362381,-16.20179138,-38.70449829,-25.18526001
Z Zygomatic suture (proximal) (extra) R,-258.0716797,-819.6119141,-801.9101074,-823.5928711,-821.8855469,-799.7204102,-552.3466797,-613.8128906,-968.9813477,-229.4104736,-877.9193359,-770.7926758,-794.2048828,-794.4828125,-771.2078125,-548.079248,-527.1405762,-551.261084,-525.7912109,-1270.41748,-1275.021094,-659.9319336,-1261.208887,-855.4835938,-1262.974121,-1278.732715,-1030.712695,-1264.208496,-1277.056543,-1277.980859,-1015.219727,-1286.121973,-1266.886133,-980.5264648,-1262.679395,-1262.028418,-1256.943652,-1268.55957,-965.4216797,-951.2746094,-1276.161328,-932.5488281,-1267.779492,-1264.233691,-1012.332715,-1009.607324,-1279.094434,-891.0390625,-870.6200195,-885.4463867,-896.3976563,-860.5396484,686.5911133,372.5670898,992.1732422,-766.2220703,-740.9189941,-761.5794434,-745.957373,-525.184668,-501.4232422,-528.161084,-492.9821289,-844.2292969,-896.9817383,-1257.690723,-1260.421289,-1006.312793,-866.6586914,-854.7085938,-883.7605469
X Zygomatic suture (proximal) (extra) L,50.72557983,116.4763062,-4.285705948,54.96854248,107.0398682,-6.487446594,49.11572266,60.5024292,46.10266724,50.93615417,54.06849976,-13.16428375,53.93165894,105.666626,-12.49281311,119.7715698,-1.118020439,110.4036987,-25.42301331,53.97670898,55.30780029,55.92294922,52.78046875,56.11981812,52.87301025,63.47024536,55.40501099,55.26282959,57.45258789,61.21798706,60.75011597,56.62175293,50.4387146,51.29521484,52.88085327,55.21559448,63.78306274,52.4272644,52.83921509,63.28607788,60.9552002,55.47105103,58.41022949,52.19370117,53.24848633,58.60309448,51.54719238,117.6702881,-10.81151352,34.63078003,103.8363892,-22.29791718,49.45175781,56.7262207,50.49745178,125.0385864,-6.410912323,44.87556458,-8.976716614,112.2632324,-7.810958862,105.4390747,-20.68439178,52.04163818,48.86300049,45.99635315,47.64206543,39.39984741,37.16840515,60.47247314,65.38446655
Y Zygomatic suture (proximal) (extra) L,68.60410767,-32.38588562,-31.52802734,542.3844238,247.9125977,270.029834,31.15380554,87.37920532,51.03482666,17.15506439,23.96036835,-41.99804077,529.770459,259.1852295,259.6161865,-20.71690521,-16.71095428,293.7724609,280.2393066,33.86850281,46.72049255,-7.186880493,38.6113739,28.29598999,32.27831421,39.5473175,34.51769714,35.79233398,33.73624268,37.57927551,30.83504639,32.04953003,47.06941528,40.16239319,38.70282898,42.5243103,31.80846252,47.52561035,-18.80161896,-2.242211723,64.52478027,-7.099758148,50.12477417,29.76243896,47.05586548,38.56774902,46.73970642,-37.34312439,-28.76702576,512.879541,253.8026367,267.979541,58.0878418,64.39438477,63.92987671,-35.77723999,-48.9225769,506.104248,250.6350342,-39.00664673,-47.73881226,251.2714844,254.5578857,-13.2345993,11.36210022,38.9151886,49.20993042,-0.471741724,-10.83504333,-40.12673035,-19.00291748
Z Zygomatic suture (proximal) (extra) L,-259.9062744,-795.8846191,-820.5503906,-824.9580078,-806.1898438,-819.7948242,-549.9307129,-610.6224609,-974.2235352,-230.6996094,-879.05625,-794.9202637,-791.1775879,-771.7151855,-795.7249512,-519.951709,-547.6040039,-543.1913574,-547.3391113,-1272.193164,-1282.727539,-661.3085938,-1266.180957,-856.0306641,-1270.946484,-1286.609473,-1031.506055,-1263.745996,-1281.534668,-1283.775684,-1021.105566,-1285.461621,-1268.327344,-982.7700195,-1261.058789,-1260.827441,-1264.211719,-1283.912109,-958.5810547,-951.3193359,-1277.385547,-929.6444336,-1271.608789,-1265.636426,-1008.75459,-1022.465527,-1285.434961,-863.0848633,-886.9022461,-893.7511719,-877.8155273,-887.6230469,686.0302734,374.6689453,995.8273438,-736.334668,-764.2603027,-765.6353516,-767.0737305,-501.3169434,-526.3820801,-500.987793,-523.6861816,-847.8353516,-909.5360352,-1264.167383,-1263.814941,-1001.639063,-854.6241211,-863.0384766,-888.8491211
X Zygomatic suture (inferior) R,-56.3609375,28.91907654,-110.2749634,-50.20135803,20.28981171,-106.6208374,-50.10446472,-52.91049194,-57.24452515,-45.25153503,-54.2421936,-111.5206177,-40.47431335,24.55851898,-114.6685547,33.3471283,-110.0420776,10.99690704,-115.3110596,-50.3910614,-52.14098511,-46.217276,-49.25048523,-46.36688232,-49.16139832,-55.70612183,-60.30549316,-57.30896606,-54.64171753,-58.79703369,-57.2541687,-56.66900024,-50.79033203,-48.80674133,-58.67171631,-56.25709839,-56.48553467,-48.34066467,-49.65911865,-55.36557007,-56.33690186,-55.32941895,-58.68804932,-55.64558716,-62.63311768,-53.86433716,-48.45409851,21.91327057,-109.1515259,-66.67359009,12.80392456,-113.9186523,-48.14503784,-47.18266296,-51.94225464,26.75456543,-103.7340576,-51.4571167,-109.4551758,19.42488098,-104.5474976,12.48820572,-123.533606,-48.06115417,-40.22340088,-45.02144775,-43.0528717,-45.01833191,-55.81790771,-35.62973938,-33.01906128
Y Zygomatic suture (inferior) R,97.64919434,-14.93312225,-7.002692413,563.1485352,277.642627,292.5223389,63.94234009,111.9130127,81.22418823,46.65795898,44.95674744,-26.49889221,566.6593262,283.6354492,281.1742432,6.581443024,16.06591797,308.6087402,300.7876709,59.98101807,72.15039673,16.87526855,65.65075073,56.36732178,49.08616333,52.67025757,51.40490723,53.71906738,52.61866455,57.25839233,48.69067383,49.85574036,61.12634888,58.52554932,57.95853882,59.50340576,59.20888062,64.62459106,1.794136238,16.84912415,84.50305786,16.6624939,67.66174927,44.18800049,65.08239136,55.82376099,57.89863892,-22.74969788,-21.37371826,518.257959,266.0897217,267.0977295,70.71026001,73.215979,72.68991089,-25.29413452,-40.6344696,513.072168,256.8822754,-28.34618835,-50.00532532,262.7192139,265.6567871,-5.276791763,24.17200012,52.05715942,58.40150757,6.140639877,-2.630682945,-28.0631012,-7.927354431
Z Zygomatic suture (inferior) R,-262.9910645,-827.8517578,-805.9724609,-829.6694336,-826.8325195,-806.7470215,-560.3821777,-622.9660645,-976.7611328,-235.4159668,-882.9880859,-778.6654785,-802.1986816,-802.3987305,-776.8138184,-552.7356445,-535.1909668,-557.2496582,-534.2148926,-1281.24668,-1283.950684,-668.9344727,-1272.020117,-865.1240234,-1269.237891,-1287.414355,-1040.761719,-1273.869531,-1286.585254,-1286.081738,-1023.783887,-1295.00459,-1275.019238,-989.7321289,-1271.536719,-1271.462109,-1271.808398,-1278.185547,-972.5575195,-960.8175781,-1287.337793,-938.5332031,-1277.684277,-1269.908984,-1021.388574,-1020.194238,-1284.483008,-898.9375977,-876.6076172,-892.3330078,-902.0989258,-868.4626953,678.4287598,363.5353271,984.4824219,-772.6878906,-751.1775391,-769.6272949,-753.2043945,-530.524707,-508.2795898,-534.4838867,-501.8836426,-852.1280273,-897.7763672,-1265.151953,-1270.785254,-1009.884863,-871.7576172,-863.009375,-883.8708984
X Zygomatic suture (inferior) L,51.24754639,115.1123657,-7.331526184,48.97849121,106.0228149,-18.21466064,48.53198242,56.8729126,41.47492981,48.53871155,48.81467896,-21.53760681,55.22041016,106.1085449,-16.74734039,122.1146484,-6.046490479,99.91367188,-29.76681519,48.69653625,50.05484924,48.57867737,47.76461792,50.59561768,48.49212341,54.24299927,52.65275269,50.28539734,52.62689819,55.90932617,55.75680542,51.83250732,47.92207336,46.73484192,50.97229309,49.27466125,58.9512085,47.68648987,50.62778015,59.58970337,51.53004761,54.69676514,55.22401733,50.33728638,46.09931946,51.42907104,49.52078552,117.5609619,-14.34334717,30.14006348,103.8212646,-28.2748291,45.91161804,52.75452271,45.70212402,122.2994873,-13.88218384,42.4452179,-14.3827301,111.1208008,-15.43694305,103.9250366,-25.38226776,49.35437927,47.79590149,44.39258423,46.59876099,35.15931702,35.33900146,57.90774536,58.64772339
Y Zygomatic suture (inferior) L,97.74872437,-4.434357071,-4.904296875,569.3178711,274.3773682,296.7563965,63.92362671,110.6636475,81.76299438,46.09473877,46.76600647,-19.91056976,560.8261719,283.5050781,286.0321045,5.943631363,11.65380478,314.8150635,303.3784668,60.63161621,72.40922852,15.88250732,65.93270874,56.99431763,49.31306152,57.37672729,52.6161438,55.53496704,52.01569214,56.90908203,50.66177063,49.57312927,65.16282959,60.84481201,58.40985718,61.13522339,55.30058594,64.06013184,0.294394159,15.86253357,86.87347412,15.85582733,67.3336731,44.78920593,71.34282227,58.5152771,60.06414795,-23.40953979,-18.24306335,526.6651855,265.1381104,280.4637451,68.0944397,77.69935913,74.51516113,-25.78227844,-37.25174866,518.1800781,262.527832,-26.22888794,-36.3315094,262.4044434,271.8971191,-0.003147619,25.28220062,51.81851807,56.82387695,12.32258453,2.219100189,-29.85324402,-3.79648056
Z Zygomatic suture (inferior) L,-265.9140869,-803.8356934,-825.3782227,-831.5322266,-811.4878906,-825.3050781,-557.4688477,-621.8138672,-980.7270508,-237.3710449,-883.6729492,-800.7197754,-799.0155273,-780.2925293,-801.8932129,-525.7609375,-556.4507324,-549.3917969,-556.4348633,-1282.399414,-1293.040723,-670.7641113,-1277.247363,-866.1078125,-1277.384375,-1294.573828,-1040.810156,-1272.447559,-1289.986914,-1291.026758,-1030.95957,-1295.425586,-1276.73291,-991.7011719,-1269.597656,-1272.156543,-1277.55,-1292.618262,-966.5396484,-957.3670898,-1287.670117,-935.2735352,-1280.274707,-1272.226953,-1020.145898,-1032.433789,-1290.829492,-875.4039063,-892.9939453,-900.3629883,-884.3813477,-895.1084961,679.0682617,364.0888184,987.3875,-744.5791016,-772.7058594,-772.6229004,-772.9662109,-508.9536133,-532.8439941,-508.271582,-532.4295898,-854.9426758,-907.1208984,-1271.146973,-1273.466504,-1005.717383,-859.5334961,-871.0487305,-887.209375
X Zygomatic suture (distal) CUR R 7,-71.31391602,15.53991241,-123.4378296,-62.7916626,7.353318787,-124.1860718,-63.16235962,-66.12236938,-71.88092651,-58.79057617,-68.84068604,-123.2024902,-55.56187134,13.41307831,-126.8829468,22.25350494,-123.6633179,-5.774012375,-125.7706177,-65.97780762,-64.69631958,-61.31444702,-65.37471313,-64.00258789,-61.20854492,-74.86850586,-74.80109863,-70.7171814,-67.99012451,-72.54384155,-72.3520874,-71.90261841,-64.70914307,-66.05671387,-71.14598999,-71.89160156,-71.76940308,-60.37166748,-60.98098755,-71.24932251,-75.76123657,-67.69615479,-73.68937988,-66.57098389,-77.71254272,-69.99580688,-58.87374268,9.397114563,-118.6961182,-78.03865356,1.77222538,-122.814563,-58.59829712,-57.28675537,-62.02871704,15.64403381,-115.0526245,-62.41928101,-120.290686,8.16982193,-117.0766235,1.022381783,-134.6834839,-59.05290527,-48.74129944,-54.79786377,-54.17542114,-55.36370239,-65.82631836,-46.33779297,-44.55202332
