Name,CW_NR0654,CW_NR0718,CW_M1937,CW_M22220,CW_M11977,CW_M21375,CW_NR1328,CW_NR1351,CW_NR1352,CW_NR1353,CW_NR1609,CW_M29,CW_M1943,CW_M11973,CW_M11,CW_M68,CW_M1942,CW_M11968,CW_M3721,CW_M11976,CW_JM5397,NHNW_B118,NHNW_B14,NHNW_B34,NHNW_B71,NHNW_J14051,NHNW_JM12487,NHNW_JM18942,NHNW_JM19739,NHNW_JM2546,NHNW_JM7474,NHNW_JM8466,NHNW_SNC1,NHNW_SNC2,SHNW_M8746,SHNW_M8887,SHNW_M8748,SHNW_M8801,SHNW_NR1326,SHNW_NR1348,SHNW_NR1349,SHNW_M8807,SHNW_M8749,SHNW_M8867,SHNW_M8827,SHNW_M8752,SHNW_M8774,SHNW_M8952,SHNW_M8892,SHNW_M8951,SHNW_F_Good_Teeth,SHNW_F_Poor_Teeth,SHNW_Holly,SHNW_M_Good_Teeth,SHNW_Mr_Fox
Z Mandibular patch 123,-232.3931641,-261.8525146,-825.2838867,-827.0951172,-825.9137695,-810.1200195,-559.6632324,-623.1306152,-976.1186523,-239.3002441,-894.6510742,-799.6541016,-776.9846191,-801.6453613,-797.903418,-775.387207,-547.5783691,-523.0431152,-552.6267578,-524.0011719,-1413.477637,-1424.618457,-1413.387891,-1434.264258,-1154.010645,-1427.117871,-1460.066797,-1140.488574,-1159.181738,-1460.934082,-1090.504883,-1191.89834,-1167.561035,-1419.312793,-872.2332031,-900.7417969,-905.2023438,-877.5466797,677.1609375,370.7790771,1007.574609,-764.7168457,-752.6900879,-771.2321777,-775.4896484,-754.4693848,-529.9256836,-510.8823242,-531.6975586,-509.9336426,-895.9939453,-876.9039063,-911.2349609,-895.0032227,-902.8197266
X Mandibular patch 122,-35.27692566,-53.98517456,47.19691467,-33.8009491,31.00721741,-99.44865112,-43.20397034,-45.06311035,-45.11009216,-41.32194824,-44.12164307,33.23662109,-99.13034668,-36.74985352,23.97470093,-102.7797852,38.62926636,-105.0208496,32.11418457,-112.5562866,39.67212524,-40.56494751,-44.40042725,-37.20765686,-44.81290894,-44.42561951,-41.58724365,-35.75612793,-42.06135254,-41.75870056,-38.85857849,-50.61957092,-49.18406067,-43.029245,-100.323761,-45.85519409,25.09850922,-104.4462036,-41.75028381,-38.07543335,-42.27437744,31.10676575,-101.5973022,-41.00679016,25.86117249,-93.98378906,34.43633728,-98.89311523,25.47349548,-107.441333,-39.99922791,-40.62319336,-36.88789978,-40.31373596,-28.51934814
Y Mandibular patch 122,-83.64671631,-81.92643433,-156.4980225,406.8708008,127.6964844,132.8621094,-108.4688599,-67.65731812,-80.64993896,-109.6990723,-104.0749756,-162.5730591,-173.3828613,395.965918,149.1153687,127.127832,-145.5355103,-157.1744507,151.3193481,156.3069336,23.77057953,15.92687073,18.39035339,23.14618073,15.81348114,28.71044922,27.08815918,3.054215431,12.87107086,2.245098686,22.64042206,18.95631561,7.085658264,16.82884216,-161.27677,385.3300537,119.2183472,142.8779419,-75.10303955,-70.6286377,-61.3232666,-167.907605,-186.0070435,384.9262207,123.4349976,118.162085,-181.3124268,-185.7932739,124.5522461,114.7564819,-26.52970886,-27.70370178,38.18789978,-21.21233215,-1.746792793
Z Mandibular patch 122,-250.3031494,-281.7235107,-837.8833008,-843.7435547,-843.5242188,-827.0170898,-577.5509277,-644.6649414,-997.8397461,-256.0547119,-906.2794922,-814.694873,-799.2491699,-818.5918945,-818.6242188,-799.545166,-568.7279785,-550.3432617,-574.3201172,-550.3750488,-1393.377832,-1446.051953,-1430.19707,-1446.677637,-1174.25957,-1448.356738,-1479.336719,-1157.01416,-1182.289453,-1477.037012,-1119.679395,-1208.483496,-1185.424707,-1437.532324,-891.1578125,-914.3668945,-916.1722656,-893.0037109,661.0609375,350.0208984,980.0580078,-778.8175781,-764.5328125,-784.8419434,-785.0503906,-772.0143066,-537.529834,-525.098877,-548.549707,-524.3802246,-915.7061523,-898.2621094,-936.3316406,-913.9957031,-932.0248047
X Mandibular patch 121,-54.5664856,-74.56765137,27.5367981,-52.57235107,9.25506897,-118.0825684,-64.81240234,-64.96453247,-63.3135498,-56.59539185,-63.42296753,13.72381287,-116.6271606,-58.51238403,6.778336334,-121.7844604,20.48775787,-122.4892944,8.009620667,-124.7366089,61.43600464,-57.86791382,-67.05384521,-46.40605469,-64.03868408,-64.18986206,-58.32487793,-53.809729,-64.68912964,-61.28707275,-56.3619812,-73.51821899,-69.08182983,-57.80228882,-111.3516357,-59.87578735,10.13792572,-116.630896,-54.29532471,-55.81346436,-54.66525879,13.07466125,-112.0442627,-54.39979248,12.57947998,-105.6943115,15.23996887,-111.8797485,6.705339813,-124.3712036,-52.62689819,-55.3338562,-47.31149902,-57.0274292,-43.68897705
Y Mandibular patch 121,-59.27077637,-58.94185791,-136.8328247,431.1175781,152.1237427,157.3511108,-87.06673584,-42.35673523,-57.05032959,-85.21326294,-81.76691284,-136.840564,-154.2639771,420.0226074,164.8572876,145.8192017,-122.5735229,-138.9790161,171.3002197,169.5512573,49.76550598,38.60675659,38.57527161,37.76452332,40.38101807,51.17613831,48.59109192,26.34516602,34.58957214,30.5993103,41.39837646,45.57598877,26.77934265,34.07073669,-142.4542236,402.8243652,135.2983276,157.1255981,-58.24048462,-53.85889893,-48.15210571,-150.1394409,-165.2270264,402.6967529,140.0581177,136.7446167,-164.7454346,-169.9622803,140.4469116,129.3557251,-14.82074432,-12.89993439,40.38919983,-10.54504547,6.002744675
Z Mandibular patch 121,-240.5758789,-272.5436279,-835.9387695,-833.4510742,-837.3665039,-816.3557617,-566.2331543,-636.0243652,-985.280957,-245.1343018,-901.6326172,-814.0296387,-783.1846191,-813.9699707,-808.2639648,-784.9161621,-563.2476563,-533.6052246,-566.6560059,-528.0112305,-1404.533398,-1436.126758,-1424.06084,-1439.694824,-1167.261328,-1438.782129,-1471.090332,-1150.770508,-1173.140137,-1472.939063,-1103.797852,-1203.647559,-1175.014844,-1427.662305,-878.8744141,-908.5881836,-914.6394531,-881.2875,668.7041504,362.4870361,995.1922852,-773.9910156,-753.7246094,-777.3481445,-783.6777344,-761.6697754,-536.6101563,-514.2813477,-542.635498,-510.5570313,-903.5524414,-887.6263672,-919.5615234,-904.315918,-913.5509766
X Mandibular patch 120,-31.49858398,-44.76618958,35.78512268,-29.83820801,26.45644531,-88.24033813,-39.67364807,-40.48428345,-40.33467712,-29.67580872,-40.60036011,27.2571106,-85.9880188,-37.33086548,22.80377808,-91.65800171,33.9525116,-92.01577759,21.03646088,-94.04227295,34.18088989,-35.73212891,-44.53273926,-31.68371887,-39.54139709,-37.74973145,-35.33678284,-31.40919189,-40.99276123,-33.76641846,-32.22103577,-52.87817993,-42.07771301,-38.07818909,-85.90037842,-40.66802368,19.44714966,-87.0545166,-34.28700867,-32.94941101,-34.48005981,23.207341,-84.00703125,-33.52544861,24.76339722,-81.27932129,27.52885132,-84.48734741,19.36384735,-99.18149414,-35.3563324,-36.28166199,-29.03190002,-42.62399292,-21.82917633
Y Mandibular patch 120,-50.08015442,-46.47501831,-128.3281982,442.1470703,164.2112061,171.8849365,-72.94421387,-35.31172485,-55.10845337,-72.0406189,-63.20602417,-123.2376831,-145.7406494,437.578418,167.6075073,155.8352905,-123.9026367,-137.7049561,175.2239258,171.5461914,57.33018799,42.56173401,46.20610352,43.90870972,51.72553711,56.17155151,53.08241577,34.07000427,37.4750885,43.90629578,31.37305603,59.52868042,35.46983337,40.9308136,-131.8544556,413.9970703,152.4003906,166.0750244,-50.63130493,-54.64274902,-55.45267334,-142.1836914,-152.2259033,414.0176758,149.7583008,147.6510254,-145.8689331,-161.5073242,152.4555908,148.2910156,-15.11156006,-11.15145111,25.4,-7.861958313,-10.70145264
Z Mandibular patch 120,-210.8967285,-234.1484375,-799.0695801,-801.8132324,-803.7616699,-787.3980469,-540.0527344,-597.9598633,-951.6990234,-219.2322021,-874.1881836,-775.5915527,-758.2868164,-779.641748,-775.3147461,-754.9928223,-526.899707,-502.7213379,-529.7499023,-509.0811523,-1435.308984,-1403.324121,-1389.418164,-1417.833203,-1128.97666,-1404.241406,-1436.383594,-1117.939453,-1131.737305,-1435.739551,-1069.588184,-1162.57002,-1145.012695,-1397.508594,-854.3259766,-877.2347656,-882.0770508,-858.8460938,700.0070313,392.8755371,1026.592578,-738.3316406,-731.7926758,-749.6503418,-755.1393066,-733.7417969,-506.5410645,-491.5874023,-508.4960449,-489.2541504,-878.571875,-857.1487305,-898.9349609,-872.4688477,-888.1433594
X Mandibular patch 12,-6.378748703,-17.76020813,73.68908081,-5.001386261,60.15396729,-71.31951904,-10.86289063,-15.97694702,-16.47443695,-14.0055603,-12.38701096,58.05351563,-69.12727051,-7.12315979,50.26747742,-81.33373413,63.82299805,-77.80220947,59.11629028,-83.09098511,11.32781677,-13.21845245,-15.56562042,-14.09528198,-16.41832581,-14.13467865,-15.50947266,-8.809984589,-8.532482147,-16.49863892,-12.03536148,-14.44741058,-17.7726532,-13.5787735,-75.68289185,-15.63625031,58.48717651,-80.53164063,-13.63283234,-10.99347916,-18.76091003,65.41309814,-77.28155518,-10.46606216,57.83242188,-68.28928223,69.62663574,-71.77593994,58.62880859,-76.74750977,-17.53059998,-14.2818985,-15.52570038,-9.295671844,-0.961144161
Y Mandibular patch 12,-107.9635864,-105.5743774,-183.2188721,383.6686035,109.7643066,107.988147,-130.5586426,-91.62820435,-102.2610535,-135.1262451,-131.2551636,-192.0055054,-196.4908569,374.4389893,121.9224609,102.5720703,-172.4286743,-184.3685791,130.306604,137.5211914,-2.442234993,-14.47907257,-10.64000092,-0.735853243,-16.12393341,0.643527603,-2.867714119,-26.32014465,-15.03084106,-30.36878357,-4.116579437,-8.291548157,-20.68643951,-12.53230133,-190.7197632,356.3185059,89.95863647,108.3911499,-108.2299194,-98.07393188,-90.07261353,-196.0781494,-219.1618164,352.8291992,92.18913574,88.53012695,-207.2998535,-224.1823242,98.23375244,88.6118042,-51.40372925,-52.97180176,36.4,-36.43179626,-7.312628174
Z Mandibular patch 12,-253.3863281,-292.8410889,-835.7811523,-847.4693359,-844.5060547,-838.1498047,-583.7881348,-654.5022949,-1013.385156,-262.2789551,-913.8713867,-811.5999512,-812.1939941,-819.1322266,-822.1699219,-813.8661133,-570.4088379,-567.2096191,-574.9936523,-569.7085449,-1384.870313,-1455.137695,-1441.918164,-1463.026953,-1183.588672,-1461.978809,-1493.525879,-1168.782324,-1195.185156,-1486.759961,-1142.169043,-1219.644434,-1200.180371,-1449.766309,-908.3574219,-922.9272461,-914.2979492,-911.3174805,651.435791,333.8467041,956.5332031,-785.216748,-778.7263672,-795.9589844,-787.8466309,-785.6358398,-538.5226563,-537.2435547,-548.1419922,-542.292334,-936.6544922,-915.9006836,-970.275,-935.5295898,-963.4948242
X Mandibular patch 119,-30.50452271,-46.16260071,49.47420349,-32.47411194,32.13909912,-96.39644775,-39.11793518,-42.3896759,-43.70532837,-36.26284485,-40.3098175,34.67180481,-93.22337036,-34.63885498,25.53453369,-100.500647,38.76244507,-102.9420898,31.12546997,-104.2028198,37.04859924,-36.09976501,-40.31135864,-32.77261658,-41.48390808,-39.2508728,-36.94429932,-33.30268555,-36.00502319,-38.1087616,-34.94389343,-43.84904785,-41.93076172,-37.97315063,-94.62739258,-39.16069946,30.37460327,-99.7319458,-36.28196106,-33.72221069,-39.39874268,35.93425903,-95.53855591,-34.23209839,32.09043884,-88.34449463,42.53590393,-93.17515259,30.97332458,-99.73005981,-37.01394958,-37.3169342,-33.73760071,-33.3844635,-24.68078156
Y Mandibular patch 119,-95.65315552,-94.06190796,-166.8841064,398.4243164,121.0735229,124.7357788,-118.793811,-78.06644287,-88.69846802,-118.2586304,-114.27677,-174.0266846,-185.3314331,388.140625,137.6984741,116.9974854,-154.2923706,-168.8625244,143.3566895,143.9205566,14.05674744,1.558821392,5.860549545,12.51299362,1.940312386,16.48923035,13.89441223,-9.115335846,-2.975744438,-11.54183273,8.411560822,7.533009338,-7.87505188,2.408017731,-173.9555664,372.7916992,108.7905029,130.0056274,-88.57294312,-82.8838562,-75.48623657,-180.3725098,-198.5123901,369.7329834,109.961499,106.7260498,-191.9294922,-201.7571411,113.0823242,102.9792114,-37.13526001,-37.95176392,33.4,-30.74347839,-6.598177338
Z Mandibular patch 119,-244.5757324,-276.4407715,-834.0845703,-838.1005859,-837.3456055,-823.9494141,-571.9588867,-640.7898438,-995.0775391,-249.3684326,-902.528125,-807.9624512,-796.3234863,-811.7206055,-818.2790039,-797.6304688,-565.9976563,-550.6144531,-569.473291,-548.6844238,-1398.550293,-1444.533887,-1428.066797,-1445.282129,-1170.103809,-1448.875391,-1477.225684,-1155.963281,-1180.128906,-1472.91709,-1122.53877,-1207.206055,-1182.387305,-1435.883691,-892.1045898,-910.8049805,-912.187207,-895.7075195,662.6509766,347.7559326,976.4798828,-778.8800781,-762.242627,-782.0658203,-784.8089844,-770.4083008,-534.0932129,-524.9552734,-545.5990723,-524.6912109,-919.9225586,-901.8999023,-948.9549805,-919.7077148,-942.2338867
X Mandibular patch 118,-27.798172,-44.18973694,47.42787476,-26.54204407,34.72719421,-91.0010437,-36.93338928,-38.30374146,-38.28955383,-31.1589325,-38.42573547,34.71356506,-88.84630737,-31.22219849,26.74156189,-96.79883423,40.48409424,-94.72593994,33.22588501,-97.82513428,33.1604248,-34.99237671,-40.77036743,-28.59153137,-36.28257446,-37.31958618,-34.08406677,-30.87274475,-34.39519348,-34.56095581,-31.12752075,-44.8091095,-40.57556763,-35.62665405,-90.26707153,-38.70802307,29.28775635,-94.88284912,-33.55441284,-32.22447205,-34.69031677,34.3995697,-90.48034058,-33.14062805,29.30267334,-85.0197937,37.81915894,-90.02102661,29.86226501,-98.97550049,-35.44267578,-34.73411255,-30.52990112,-35.79052734,-21.41556396
Y Mandibular patch 118,-76.16436768,-74.68198242,-152.4438599,415.2480957,136.9607788,141.958606,-98.53190918,-61.44249878,-74.22989502,-99.12546997,-94.43956909,-154.9467407,-169.1114746,407.0452881,148.8328979,132.5513794,-141.8192139,-157.8234619,156.2808716,158.5075928,29.686203,20.42337494,22.98502045,26.18364563,21.1044632,32.73625183,30.11170044,7.800920105,15.38961182,9.256343842,19.90521088,24.82110901,10.30110168,18.63836517,-157.1051514,389.2985596,124.7230957,143.3208618,-73.77478027,-71.99075317,-65.85784302,-164.922937,-181.3384521,387.8564209,125.1334595,123.1441895,-175.1692505,-184.1124023,129.5807007,120.4907959,-28.06563416,-27.53810425,32.47510071,-21.32606964,-8.046636963
Z Mandibular patch 118,-236.5278076,-265.5036377,-822.280957,-828.8066406,-827.0600586,-815.2087891,-562.3606445,-628.5486328,-984.00625,-241.9977051,-895.3964844,-799.3788086,-785.91875,-804.3964355,-805.2169434,-785.5945801,-552.9815918,-534.4100586,-555.8616699,-538.1653809,-1406.72373,-1432.636719,-1417.919824,-1438.569043,-1161.146973,-1435.469824,-1468.199902,-1146.144043,-1167.593457,-1465.071582,-1106.500684,-1195.596582,-1173.785156,-1426.347656,-881.9837891,-901.7836914,-903.7483398,-883.3665039,673.2137207,362.85625,993.4386719,-765.557373,-755.720459,-774.2625,-774.4753906,-760.5582031,-525.7294922,-514.7845215,-532.6889648,-514.9458984,-904.9637695,-885.5191406,-930.3930664,-903.2178711,-923.2425781
X Mandibular patch 117,-27.04942932,-44.61797791,52.26610718,-24.91532593,37.88831787,-91.309729,-36.364328,-35.2107666,-35.89746094,-30.70799561,-37.25144348,40.18409424,-89.8690918,-28.42429504,29.09120483,-97.01187744,44.40359497,-95.67966309,37.26876221,-100.2586121,31.56006165,-35.01109619,-40.18123474,-29.68155518,-36.82398987,-37.56246948,-35.29278259,-30.18630676,-34.09715271,-34.02375183,-31.13511658,-43.31205139,-41.35318604,-36.6915863,-92.96647339,-39.59237976,30.23279724,-97.10206909,-35.18948975,-31.77530212,-35.80651855,35.9117981,-93.86699219,-35.32710571,29.77293396,-87.49954834,37.86037903,-92.47259521,29.86255188,-101.6321655,-35.83679504,-35.39036255,-31.56830139,-36.72246704,-22.3894455
Y Mandibular patch 117,-74.23119507,-72.05880737,-149.9458496,417.5776367,139.0010986,143.100415,-96.5758667,-58.45951538,-71.76956787,-98.51668701,-94.21601563,-153.8860718,-164.7841553,406.7422119,152.7784302,135.2392212,-138.7756348,-151.9850342,160.5148804,164.6841919,31.67875061,22.52134552,25.30802002,29.77843323,23.91577454,36.73511353,33.17130737,9.46572876,20.02283325,10.39253235,26.10715027,27.43511047,14.21383362,22.55987854,-154.5616577,391.9342773,126.2721802,145.6074463,-70.17352905,-67.77027588,-60.97486572,-162.1899536,-179.6905396,390.7788574,127.3483276,125.0378906,-174.0571167,-182.3759399,132.4573242,122.6560547,-24.37418823,-23.82870636,37.8303009,-17.11774445,-1.904774666
Z Mandibular patch 117,-245.9924561,-276.427832,-830.4641602,-839.94375,-836.8253906,-824.8719727,-572.7593262,-637.489209,-992.9280273,-250.8759766,-904.0121094,-808.7087891,-795.0618652,-814.6214355,-812.4657227,-795.0977051,-560.5989746,-543.2905762,-565.2009277,-545.8074707,-1397.637012,-1439.205273,-1424.234082,-1443.687109,-1169.309082,-1442.343555,-1474.045605,-1153.011035,-1177.121875,-1473.29043,-1112.416113,-1203.570215,-1181.373242,-1432.577148,-888.7129883,-908.6729492,-911.0064453,-888.172168,665.8545898,357.6914063,988.815625,-772.0804688,-762.8845215,-779.9904785,-778.9559082,-766.6083984,-532.0477539,-520.1255371,-541.0504395,-521.9920898,-907.978125,-889.9950195,-930.8086914,-907.0811523,-924.9223633
X Mandibular patch 116,-37.65332947,-57.94995728,44.78438721,-37.62412415,28.39022827,-103.4228882,-47.10421753,-47.88245544,-48.07756042,-42.72472534,-48.38677673,30.21985779,-102.9964111,-40.1302948,21.74103851,-107.239502,36.11630554,-107.148877,29.43156433,-113.5495972,42.86689453,-42.60719604,-46.53999023,-39.3434906,-48.2499939,-48.12389221,-43.73579712,-37.43911743,-46.26209412,-43.60253601,-41.17694397,-54.28478394,-52.87125244,-45.35161438,-102.8577271,-48.61163635,22.87947388,-106.4416626,-44.02491455,-39.68712158,-44.2062561,30.06790466,-104.5985352,-43.08919067,24.2543808,-96.61086426,31.16488037,-101.1213257,21.71649323,-111.0359253,-41.97205505,-43.07958984,-38.08529968,-43.35837402,-30.83771667
Y Mandibular patch 116,-74.14085083,-72.77801514,-149.4617432,416.8141113,138.7099365,141.1453003,-98.01876831,-58.64650879,-71.21033325,-98.82938843,-96.95167847,-154.4276123,-164.7727783,404.8625977,155.733728,134.4213867,-136.7991943,-148.5401123,161.4068848,164.7924316,32.61615601,25.68157043,27.47668457,29.05192566,25.02042389,37.493396,35.25633545,10.86345596,21.5144104,11.22437515,30.70565491,28.43041992,15.09008942,24.19051819,-154.141687,392.1622559,125.1225098,147.7071045,-68.88242798,-62.83800049,-56.3152832,-160.8889648,-179.1160767,391.2073486,129.1615479,124.9141724,-175.2970825,-180.8128906,131.1364258,120.8049316,-20.62565155,-21.0320343,41.23739929,-15.59491272,3.959430695
Z Mandibular patch 116,-252.0651611,-283.502832,-840.4433594,-847.1478516,-847.2104492,-828.5766602,-580.728418,-645.3662109,-999.2646484,-257.9610107,-909.1748047,-817.567627,-798.9370117,-821.9011719,-818.4157227,-799.8406738,-569.5734863,-548.8072266,-575.9478516,-547.0163086,-1390.40166,-1447.046875,-1432.965332,-1445.663379,-1176.291309,-1447.841602,-1480.145996,-1158.620313,-1183.652441,-1480.365234,-1117.219238,-1211.132715,-1186.059766,-1438.102344,-890.4130859,-914.4579102,-917.8170898,-890.7975586,661.5972168,351.0183838,983.8743164,-780.492334,-765.1421387,-783.9530273,-785.3941406,-770.905957,-539.0693848,-523.117041,-548.28125,-524.155957,-912.7146484,-897.0918945,-931.1650391,-911.9824219,-928.1393555
X Mandibular patch 115,-29.09038086,-41.50974121,36.72896118,-28.92669067,27.53503113,-85.49717407,-37.23679504,-40.00707092,-38.7413208,-28.4142395,-39.31836243,28.30110474,-82.51375122,-34.39050293,24.21671143,-89.57266235,34.65595093,-89.84797363,22.65210876,-91.67445679,32.4100647,-34.07953491,-42.69343567,-29.98601379,-39.34902954,-35.23763123,-32.93990173,-29.89732971,-38.85132141,-32.59805908,-30.62460632,-51.48165894,-39.24216919,-36.20307007,-83.90351563,-39.12539368,20.5006134,-84.84240723,-32.71532288,-31.08875427,-32.63831177,23.0446167,-81.9194519,-32.00393982,25.85556946,-78.27565918,28.9717926,-82.33207397,21.7489975,-96.67224121,-33.52463684,-34.24571228,-27.71409912,-40.47631531,-19.42893219
Y Mandibular patch 115,-54.87086182,-51.24364014,-132.5176392,437.8976563,158.7432861,167.6883789,-77.76061401,-40.73270569,-60.61486816,-75.72973022,-67.63238525,-127.6942261,-151.3449341,432.966748,162.8637329,151.1765137,-129.6946411,-143.4756592,170.510022,166.1359863,51.69877319,38.6164917,41.81069031,40.44863281,46.61471863,51.26661377,48.88112793,29.64030457,31.99337769,39.09827271,25.95779724,53.76240234,29.44051208,36.71107788,-135.4398438,410.4972656,149.0640381,161.9338989,-54.97526245,-59.57994995,-59.8975647,-146.7354004,-155.9455444,410.2001465,145.8327393,143.9271606,-149.2656372,-165.1206299,148.6222412,144.2516357,-19.35580292,-16.5582962,20.99019928,-12.94456024,-16.15629883
Z Mandibular patch 115,-208.2662109,-231.4563232,-795.6918457,-798.3625977,-798.9032715,-785.0041016,-537.3753906,-595.2599121,-950.1739258,-216.8964111,-871.1302734,-771.5492188,-755.1873047,-775.736377,-773.3244141,-753.2660156,-525.513623,-501.8549805,-527.0797363,-508.0240234,-1437.533691,-1402.52041,-1387.660059,-1416.552441,-1126.960352,-1402.842578,-1434.990723,-1115.965918,-1129.925098,-1433.169531,-1069.940918,-1158.749512,-1142.702539,-1395.960156,-852.5092773,-874.8673828,-878.7009766,-856.8024414,702.0100098,394.450708,1026.966016,-734.812793,-729.2035645,-747.1932617,-752.6183594,-731.8938477,-502.152832,-490.0415039,-505.5399902,-486.8513184,-877.8679688,-855.9231445,-901.3496094,-871.2871094,-889.9670898
X Mandibular patch 114,-27.74899597,-41.26166382,46.16861572,-25.55465546,34.80167542,-89.59996338,-35.29415588,-37.82881775,-38.55171509,-30.75930786,-36.47619934,33.93694763,-87.26970825,-31.7632019,27.25105896,-94.47479858,39.53228149,-93.08928833,31.78830872,-96.35928345,31.77106018,-34.0010437,-39.74204712,-29.1287323,-35.93921204,-36.62815552,-33.087854,-30.07593079,-34.50882874,-33.72004395,-30.90000305,-43.8959198,-39.78719482,-35.04030457,-88.20993652,-36.75489502,30.27502747,-92.39060669,-32.33439941,-30.52337036,-33.71089172,35.17065735,-88.91364746,-31.56492004,31.26812134,-82.42445679,39.90769043,-87.67666626,29.95957642,-94.44561157,-33.86253662,-32.94560547,-29.61180115,-33.14038696,-19.15823364
Y Mandibular patch 114,-81.82999878,-80.49534302,-158.4400513,409.9040039,131.4406738,136.1150635,-104.4993408,-67.92153931,-81.04061279,-104.4327637,-99.54466553,-161.2454834,-176.1574829,401.3494873,142.1192505,126.847998,-147.8296875,-165.2577026,148.9606079,151.1960938,23.98451538,14.80130615,17.04826508,19.91517944,14.48922577,25.21024628,23.63727112,2.262156105,7.583587646,3.393642807,12.11328964,18.28275452,3.337570953,12.02408524,-163.0225098,383.9346924,120.423938,138.556604,-79.94580078,-78.10453491,-71.99000244,-170.7715454,-186.7469116,381.5792236,119.9242554,117.5704468,-179.7666138,-188.9155518,123.0452515,115.4192627,-32.61710205,-33.55316772,28.40750122,-26.73507385,-13.70461731
Z Mandibular patch 114,-231.5109375,-260.8806641,-817.7644531,-823.2507813,-822.0599609,-811.2119141,-556.1740723,-624.8000977,-980.6823242,-237.2116455,-891.0229492,-793.1085449,-782.0016602,-798.4922852,-801.4629395,-782.0567383,-549.6470215,-531.6291504,-552.2634277,-535.2647949,-1411.083105,-1430.225,-1414.912012,-1436.194531,-1157.391992,-1433.06123,-1466.175,-1143.315234,-1163.988965,-1460.505566,-1105.663379,-1191.712891,-1170.241992,-1423.85459,-879.2402344,-898.1489258,-899.6254883,-882.1355469,676.7268555,364.3885742,993.2518555,-763.3937012,-751.9016113,-771.1764648,-772.1346191,-757.9870117,-522.085498,-512.2751465,-529.1395508,-512.0952637,-905.1164063,-884.6,-934.2259766,-903.3978516,-926.4206055
X Mandibular patch 113,-27.18589478,-43.92974854,53.45200806,-24.90594482,39.20211487,-91.078125,-34.77380371,-35.05081482,-36.82118835,-31.36719971,-36.39151917,40.11121216,-90.16369019,-26.85400085,31.42470093,-96.17982178,46.35065002,-95.89697266,39.52356567,-101.3129578,31.07488098,-33.39042053,-39.02911072,-30.9132843,-36.71326904,-37.96760864,-35.35054932,-30.03873901,-33.90223083,-34.36863403,-31.34645996,-43.54337463,-41.38976135,-36.27810059,-94.28117065,-40.10995178,31.30057983,-97.93945923,-35.15619202,-32.03572693,-36.40730591,36.62590637,-94.92615356,-35.27276001,30.29919739,-87.99983521,39.41921997,-92.75734863,31.16981506,-101.0083801,-35.50614014,-35.46485291,-31.72290039,-35.65012207,-22.55717621
Y Mandibular patch 113,-82.72218018,-81.00787964,-156.2243774,407.239209,129.8109131,133.361499,-104.0458618,-66.46746826,-79.79590454,-106.7163086,-103.0618896,-162.4897827,-172.8237671,397.8753906,148.1470215,128.0000488,-146.1334473,-157.2233521,153.2996704,159.0463257,23.33178101,16.61834869,18.77650757,24.45292358,16.2444458,29.74027405,27.48404541,3.143781281,12.0607872,2.689626884,21.93902283,19.5126236,8.02350769,17.47966461,-160.8472412,387.2003174,121.1987671,142.3661621,-74.8864563,-71.05211792,-63.41619263,-167.0362427,-185.5111328,386.2434326,123.0610474,118.9907959,-179.7493408,-186.4445801,126.6684082,117.0850708,-27.21992493,-28.08085938,37.88900146,-20.75441589,-3.594612503
Z Mandibular patch 113,-249.0051758,-280.7632568,-833.5875,-841.7698242,-839.2927734,-827.5466797,-575.9292969,-642.3037109,-996.5918945,-254.2879395,-905.7316406,-811.3101563,-799.0086914,-816.5609863,-816.5195801,-799.3889648,-564.2502441,-548.8147949,-569.0848145,-551.922168,-1394.677441,-1443.85791,-1427.342188,-1446.812305,-1172.470605,-1447.052539,-1477.52041,-1156.208691,-1181.49541,-1476.107129,-1118.280273,-1205.832129,-1184.842285,-1436.35332,-890.7901367,-911.1453125,-913.2266602,-891.6481445,662.3640137,353.3208984,983.6168945,-775.4512695,-765.7200684,-783.012793,-781.3219238,-769.4632813,-533.9534668,-523.7101074,-544.8165039,-525.172168,-912.1885742,-894.1538086,-936.1361328,-910.8799805,-930.4258789
X Mandibular patch 112,-34.62077026,-50.06915588,38.13213501,-31.75116882,27.02993774,-96.1269043,-43.73120728,-43.72101135,-44.27017822,-35.26487427,-44.79180603,25.94320068,-92.79182739,-39.06827087,21.42880859,-99.41401367,34.29863281,-99.20284424,20.82290344,-101.4306702,38.74682007,-40.10896606,-47.46016235,-34.92138367,-42.96888733,-45.09900818,-40.58186951,-36.60233765,-43.96979065,-40.27584229,-37.5508606,-54.21168213,-48.71114197,-42.58508606,-92.50346069,-44.04677124,21.12376251,-95.65172729,-37.97086792,-37.1609314,-38.19054565,27.47372437,-92.04174194,-37.495047,24.73221283,-88.71959229,29.38982239,-91.15449219,19.57299194,-103.643335,-38.40821228,-39.69484863,-32.9125,-43.81134644,-26.63384094
