Name,Koala_NR2143,Koala_NR2145,Koala_NR1355,Koala_NR1499,Koala_NR0862,Koala_NR1098,Koala_NR2104,Koala_NR2105,Koala_NR2106,Koala_NR2127,Koala_NR2128,Koala_NR2112,Koala_NR2097,Koala_NR2102,Koala_NR2103,Koala_NR2137,Koala_NR2138,Koala_NR2139,Koala_Bimbo,Koala_Cascade,Koala_Cindy,Koala_Crockett,Koala_Eddie
X Zygomatic suture origin R,11.03298492,-75.67630005,12.77849808,-74.21463623,14.53507385,-71.68516235,29.53377075,-55.82641602,32.95912781,-45.81033325,31.39016724,-82.70686646,-80.36057129,4.420152664,-78.27357788,6.821559906,-67.54893188,11.44408112,-30.48967285,-38.79682617,-35.94745178,-33.31437073,-34.05920105
Y Zygomatic suture origin R,1.481866169,0.512391376,241.2595215,204.8804443,481.2875488,449.7892578,4.145794678,-10.29609146,228.2985352,221.3709473,465.6600586,14.75509796,249.905957,223.0515625,495.851709,457.9600098,700.4274414,700.0976074,42.7412323,26.54329529,118.2156006,32.64759827,24.59060059
Z Zygomatic suture origin R,-634.8395996,-633.5867188,-636.6682129,-633.1744141,-637.4599121,-629.7807617,-573.5162109,-571.9994629,-582.3878906,-571.8857422,-577.3593262,-820.6135742,-818.1847168,-832.7255859,-818.9647461,-828.6257813,-827.046875,-829.084375,-1224.656641,-1230.350488,-1270.800879,-1218.467383,-1210.053125
X Zygomatic suture origin L,74.89946289,-20.48642426,81.3921936,-16.80554047,79.45263062,-4.963203049,93.62072144,5.15087204,93.60899048,9.1657341,99.918396,-19.40040131,-9.165027618,61.92272949,-12.12037277,68.146521,-18.19911499,85.59441528,29.15486755,19.65665894,21.86739197,34.2908905,35.86069946
Y Zygomatic suture origin L,2.006100845,-0.40428977,240.319458,204.9929688,476.610791,449.1302246,0.917372036,-12.62700958,227.1042725,219.0460449,461.6385254,13.60179291,247.3670654,223.456958,492.1293457,455.2604492,700.7359375,700.8362793,39.99942017,36.37615356,120.912793,29.35954895,28.55239868
Z Zygomatic suture origin L,-622.8397461,-645.0753906,-625.3163574,-643.9122559,-626.5351563,-638.8486328,-557.8746094,-577.038623,-571.322998,-576.5963867,-559.9837402,-831.4238281,-829.5432617,-823.9130859,-828.9318359,-818.5641113,-833.9629883,-816.2205078,-1219.199219,-1220.555078,-1254.294336,-1212.503711,-1206.265625
X Zygomatic suture (proximal) (extra) R,11.97389145,-76.8975708,14.02036285,-74.29658203,15.25309448,-73.74920044,31.28431702,-56.19368286,34.42388611,-46.01931763,32.32558594,-83.66775513,-80.22518311,4.939242554,-78.19804688,6.78707428,-68.57950439,11.97743835,-29.68794861,-37.12529907,-35.1776947,-32.63600769,-32.80029907
Y Zygomatic suture (proximal) (extra) R,0.650574207,0.077196985,237.8892822,203.7828735,477.7248047,446.8633789,2.034181213,-11.96624908,228.0398438,220.4820068,463.5572754,13.98346252,249.2229004,222.3102783,495.4756348,456.1157227,699.1177734,698.3310059,39.41836853,25.53338928,116.953772,29.83417664,20.80440063
Z Zygomatic suture (proximal) (extra) R,-639.1854004,-637.2712402,-641.7626953,-636.9914551,-642.967334,-635.7201172,-579.6625488,-576.3083496,-585.2952148,-575.1396484,-582.2102539,-823.5400391,-821.0267578,-837.028125,-822.115625,-834.1558594,-830.6658203,-833.2169922,-1230.109668,-1233.557422,-1274.104395,-1223.677441,-1214.588867
X Zygomatic suture (proximal) CUR R 5,12.02489548,-77.04437256,13.45457001,-74.57036133,15.10861511,-73.69763794,30.8572937,-56.15322876,34.45910034,-46.23992615,32.3414093,-83.75046387,-80.17038574,4.880066681,-78.60613403,7.075259399,-69.34551392,11.84190216,-30.71242676,-37.89181824,-35.58999023,-32.89656982,-33.85480042
Y Zygomatic suture (proximal) CUR R 5,3.671909332,1.657621574,242.093457,206.5670898,481.9311523,450.6756836,5.539468002,-9.365007019,230.2215576,223.7284424,466.669873,16.46370392,252.1892578,224.8161133,498.7682617,459.9695801,701.9044922,701.6155762,42.68139648,28.21037903,119.2125854,33.90093079,25.56360016
Z Zygomatic suture (proximal) CUR R 5,-639.3974609,-636.292041,-641.8694824,-637.2155762,-643.0188477,-635.6124512,-579.5825684,-576.511377,-585.2591797,-575.7326172,-581.8729004,-823.4603516,-821.2907227,-836.5819336,-822.2953125,-833.9688477,-830.8040039,-833.2463867,-1230.216504,-1233.448926,-1274.804492,-1223.443164,-1214.916016
X Zygomatic suture (proximal) CUR R 4,12.06271896,-77.03988037,13.09816132,-74.99075928,14.86347046,-73.75040283,30.62390442,-56.1293396,34.47268372,-46.54162598,32.60824585,-83.46571045,-80.17056274,5.028001785,-79.06417847,7.038348389,-69.92498779,11.76420593,-30.77783813,-38.4868866,-35.92374878,-32.88283081,-34.53999939
Y Zygomatic suture (proximal) CUR R 4,8.053630066,4.767945099,246.8668945,210.0302246,485.6897461,456.0518555,8.985375214,-6.30592041,233.7878662,228.5883789,471.048291,19.80040131,256.49021,228.3499023,503.1303711,464.1754883,705.3683105,705.823877,46.89143982,31.63530579,122.2983398,38.22478027,30.69240112
Z Zygomatic suture (proximal) CUR R 4,-639.8315918,-635.3600098,-641.9402344,-637.614502,-642.9625,-634.9080566,-579.7077148,-576.5708008,-585.1004395,-575.9668945,-581.1536621,-823.7401367,-821.3474609,-836.3677734,-822.4530273,-833.784668,-830.6667969,-833.5030273,-1230.116211,-1233.60332,-1275.19375,-1223.292871,-1215.134082
X Zygomatic suture (proximal) CUR R 3,12.52013092,-76.40670776,13.25362854,-75.16958618,15.07008514,-73.41399536,30.87759705,-56.03495483,34.73056946,-46.53892822,33.52637634,-82.61521606,-79.98067017,5.735359192,-79.12781372,7.308184814,-70.02828369,12.1472847,-30.13916321,-38.75557251,-35.71297913,-32.14495544,-34.15150146
Y Zygomatic suture (proximal) CUR R 3,12.827948,8.528821564,251.6236084,213.5806885,489.1242676,461.5833984,12.55728607,-2.885269737,237.6408203,233.4809082,475.7355469,23.85159607,260.8879639,232.2999268,507.6657715,468.4117676,708.7225586,710.3425293,50.83007813,35.18240051,125.6374634,42.63610535,35.74219971
Z Zygomatic suture (proximal) CUR R 3,-639.8823242,-635.4880859,-642.2311035,-638.1713867,-643.061377,-634.3084961,-579.8307617,-576.4556641,-584.7025879,-576.2069824,-580.2537109,-824.6763672,-822.2467773,-835.8459961,-822.5780273,-833.6141602,-830.9279297,-833.896875,-1230.241992,-1233.919336,-1275.266602,-1223.13584,-1215.724609
X Zygomatic suture (proximal) CUR R 2,13.86440277,-75.30546875,14.30446777,-74.62175903,16.05720062,-72.26933594,32.10144348,-55.43718872,35.43013,-45.90671997,35.15255432,-81.82965698,-78.94468994,6.864884186,-78.57603149,8.510767365,-69.71405029,13.62776031,-28.97075806,-38.73973083,-34.67400513,-30.47023926,-33.48619995
Y Zygomatic suture (proximal) CUR R 2,17.94370422,12.41655426,256.351123,217.1010742,492.740332,467.326123,16.66891022,1.228696823,241.8228516,238.1668945,480.2233887,28.32330933,265.1092285,236.7802979,511.9045898,472.5624023,712.0882813,714.9541016,54.48374023,38.99024963,129.1245972,47.19946594,40.44580078
Z Zygomatic suture (proximal) CUR R 2,-639.5067383,-636.0915527,-642.7573242,-638.774707,-643.7170898,-634.9612305,-579.8834473,-577.1021973,-584.1500488,-577.2233887,-580.430957,-825.5689453,-823.6636719,-835.6318359,-823.4347656,-833.4250977,-831.9827148,-834.5735352,-1230.591602,-1234.42334,-1275.912012,-1223.335742,-1217.136426
X Zygomatic suture (proximal) CUR R 1,16.24369202,-74.13311157,17.01619263,-73.11460571,17.64799652,-70.53659058,34.98458557,-54.10551758,36.5955719,-44.85410156,37.36842346,-80.53096313,-76.90195923,8.304089355,-77.35545654,10.41310196,-68.58312988,16.26608429,-26.99293518,-38.11218567,-32.60213623,-27.78766785,-31.91740112
Y Zygomatic suture (proximal) CUR R 1,23.54026947,16.33245239,261.0409912,220.8826172,496.8583496,473.5181152,22.02877045,6.510707855,246.4297607,242.6755859,484.6465332,33.06127319,269.6127686,240.9149414,516.536084,477.3921387,715.8445313,719.7605957,58.1269043,43.13353577,133.1501587,52.18605347,44.78640137
Z Zygomatic suture (proximal) CUR R 1,-640.1662109,-637.9112793,-642.4079102,-639.8440918,-644.9916504,-637.5329102,-580.7602539,-577.9666992,-583.859668,-579.9874512,-581.1343262,-826.5461914,-825.2577148,-837.5688477,-825.0829102,-834.1880859,-833.5245117,-835.7954102,-1231.848828,-1235.623145,-1276.86084,-1224.597461,-1219.294922
X Zygomatic suture (proximal) (extra) L,75.67103882,-21.44667053,81.11126099,-18.34545441,80.87149658,-5.153371811,94.43079834,4.666065979,93.34783936,8.849256897,101.1519531,-19.5139801,-10.12723312,62.93916016,-13.59027863,70.30003662,-18.20540619,86.10696411,29.70771179,19.53922577,23.21246033,34.04489746,35.36279907
Y Zygomatic suture (proximal) (extra) L,0.459731436,-0.654572392,237.694165,203.6210815,473.4344238,446.1474609,-1.914245033,-13.53228912,225.9865967,217.7839111,459.1822266,12.07426147,246.7337402,220.7961426,490.4451172,451.9959961,698.7331543,698.5201172,37.70722961,34.91864319,119.6340332,27.86938477,26.07789917
Z Zygomatic suture (proximal) (extra) L,-627.9189941,-648.4354492,-629.2428711,-646.7898926,-632.0626953,-644.6050781,-563.6481445,-581.4236328,-574.986084,-580.1170898,-564.7842285,-834.7195313,-832.4658203,-828.3974609,-832.562793,-823.9227539,-838.8207031,-820.2391602,-1225.226953,-1223.845898,-1258.354883,-1217.519434,-1211.205957
X Zygomatic suture (proximal) CUR L 5,76.08393555,-20.62243347,81.66341553,-18.19819641,80.73272705,-5.459069061,95.31499634,4.787422943,93.16481934,9.444352722,100.7345032,-19.45276337,-10.39114532,62.84312134,-12.79955063,70.76334229,-17.49713593,86.41260986,30.71945801,19.46034088,23.52037201,34.75318909,36.15549927
Y Zygomatic suture (proximal) CUR L 5,4.157884979,1.968594551,242.1205322,206.5915283,478.1500977,451.3410156,1.999314308,-10.49532623,229.514502,221.3061035,464.0102539,15.59212341,250.5308838,224.5126221,495.110498,457.1291504,701.8549805,703.3165527,41.21517944,38.3329895,121.7704834,32.21589966,31.2618988
Z Zygomatic suture (proximal) CUR L 5,-628.1075684,-648.2034668,-628.9015625,-647.0774902,-632.0046875,-644.5709961,-563.2746582,-581.4409668,-574.7025391,-580.7183105,-564.4617676,-834.9233398,-832.8865234,-828.3286133,-833.1733398,-824.2953125,-838.921875,-820.7915039,-1224.027051,-1223.928125,-1257.945996,-1217.039258,-1210.764258
X Zygomatic suture (proximal) CUR L 4,76.4361084,-20.22061462,81.89395142,-18.10657196,81.05775146,-4.876473618,95.56806641,4.792176056,93.22103882,9.776171875,100.4869141,-19.88304596,-10.07509079,62.66140137,-11.90980988,71.22191162,-17.06045074,86.56192627,31.30085449,18.93926392,23.53398438,35.57523193,36.23649902
Y Zygomatic suture (proximal) CUR L 4,8.221146393,4.969183731,246.1090332,210.0440186,482.0978027,455.8811523,5.516354752,-7.446078491,233.414502,225.2915039,468.8074219,19.17296448,254.6543701,228.2648926,499.745752,461.4671875,704.8730469,707.5894043,45.11266785,41.57611084,124.8194702,36.33948059,36.23259888
Z Zygomatic suture (proximal) CUR L 4,-628.3179688,-647.9017578,-628.4843262,-647.7051758,-631.4377441,-643.0744141,-562.8362793,-581.5389648,-574.3529297,-581.3822266,-563.9343262,-835.1148438,-832.8668945,-828.2991211,-833.3335938,-824.1864258,-838.6948242,-821.0259766,-1222.793262,-1224.037305,-1257.466895,-1217.444336,-1210.649219
X Zygomatic suture (proximal) CUR L 3,76.27314453,-20.62241669,81.70030518,-18.39868469,81.30117188,-5.3561409,95.14691162,4.556384659,93.16219482,9.782161713,99.83123169,-20.86767731,-10.08837814,62.15721436,-11.87944641,71.40022583,-17.07694397,86.28853149,31.33326721,18.04229889,23.09648743,35.24889526,35.18890076
Y Zygomatic suture (proximal) CUR L 3,12.93753357,8.379420471,250.6416504,213.4587158,485.942334,461.4487305,10.16991577,-3.786965179,237.4301758,229.8674072,473.8943848,23.46100006,258.8554688,232.4910156,504.2674316,465.6911621,707.8759277,712.4446777,49.84516296,45.11687012,128.5905273,40.58082581,41.25859985
Z Zygomatic suture (proximal) CUR L 3,-628.9955566,-647.7956055,-628.1902832,-648.3741211,-631.2383301,-642.8092773,-562.8596191,-581.8479492,-574.2446289,-581.8787109,-564.2556152,-835.6932617,-832.7706055,-828.2953125,-833.497168,-824.2125,-838.525293,-821.4673828,-1223.103027,-1224.31543,-1257.715039,-1217.66084,-1211.464355
X Zygomatic suture (proximal) CUR L 2,75.03986816,-21.57100067,80.80370483,-19.29958344,80.88616943,-6.807932281,94.50168457,3.934136581,92.67620239,9.413204193,99.01012573,-21.93377075,-11.35637817,61.26118164,-12.85188446,70.88983154,-17.67313232,85.21557007,30.57550354,16.8921875,22.35883789,34.20292664,33.79389954
Y Zygomatic suture (proximal) CUR L 2,18.04185944,11.94661789,255.5755371,216.8847412,490.0613281,466.9630859,15.09172211,0.368624711,241.7890869,234.2282959,478.8930176,28.204245,262.8077148,236.9607178,508.7459961,470.0661133,711.2123047,717.2007813,54.14273071,48.75323181,132.339563,45.06559753,45.90069885
Z Zygomatic suture (proximal) CUR L 2,-629.6519043,-647.9698242,-628.6979492,-648.9109863,-632.534082,-643.563623,-564.4115723,-582.1019043,-574.7139648,-583.0240234,-565.054834,-835.9337891,-833.4029297,-828.5182617,-833.8041992,-825.2866211,-838.9333984,-823.0733398,-1224.067969,-1224.987988,-1259.255762,-1218.089063,-1212.799316
X Zygomatic suture (proximal) CUR L 1,73.77036743,-23.32255096,78.81505127,-21.30327911,79.6708252,-8.818797302,93.27468872,2.525580788,91.84022827,8.280500793,97.51707764,-23.37938843,-13.23215942,60.49024048,-14.15939484,69.34150391,-19.03618622,83.02206421,28.93418274,14.98742676,21.02739105,32.19753418,31.83529968
Y Zygomatic suture (proximal) CUR L 1,23.43928986,15.62427063,260.5664307,220.6336182,494.8565918,473.2391602,20.94959106,5.195331192,246.8135742,238.5126709,483.6573242,32.77996521,266.5231934,241.1598633,513.354834,474.8916504,714.728418,722.5341309,58.25915527,52.55462036,135.9619019,49.87336121,50.00379944
Z Zygomatic suture (proximal) CUR L 1,-630.0541504,-648.3054688,-630.301709,-649.6782715,-634.7999023,-644.5390137,-566.7655273,-583.4290527,-575.651416,-585.5587891,-566.3057129,-836.9678711,-833.9162109,-830.7354492,-834.8009766,-827.4243164,-840.1933594,-825.2298828,-1225.737305,-1226.449414,-1261.417188,-1219.633887,-1214.838281
X Zygomatic suture (inferior) R,18.5404007,-73.12594604,20.73634338,-71.47199707,19.69680176,-67.60754395,37.99872742,-51.63701172,39.06844482,-43.85924683,39.83493652,-78.93782349,-74.4519104,10.07987823,-76.29224854,13.05986938,-66.32423096,19.14043427,-23.89028473,-36.43513794,-29.7743927,-23.92527161,-29.42579956
Y Zygomatic suture (inferior) R,28.82496948,19.6265564,267.1800293,225.9020752,502.4500977,481.5668945,27.83092041,12.87516174,251.1176758,246.1230713,488.7541992,37.24020996,273.8458008,245.0523438,521.2789063,481.6743652,720.462793,725.8724121,62.31399536,48.34815063,138.5588501,57.54308472,49.03710022
Z Zygomatic suture (inferior) R,-641.3650879,-640.111084,-644.9407227,-642.4612793,-646.4383301,-640.0061035,-583.2555176,-580.101709,-585.7722656,-583.5857422,-582.0814453,-828.859082,-827.3088867,-839.0603516,-827.6842773,-837.1255859,-836.1907227,-836.4796875,-1233.851758,-1237.143457,-1278.405371,-1228.013672,-1221.433398
X Zygomatic suture (inferior) L,72.45234375,-24.7807373,75.77386475,-23.19365234,77.58154297,-11.50447845,91.72108765,0.883500671,89.77076416,6.974375916,95.61362305,-25.41874084,-14.86840668,59.24196777,-15.08401031,67.48692627,-20.93947449,80.16330566,26.6114624,12.83768158,19.25034332,29.97590942,29.12890015
Y Zygomatic suture (inferior) L,28.27603455,18.76925812,266.1346924,225.4113525,501.4240234,479.9452637,26.9971405,11.45858917,252.3048584,243.4533691,488.3663086,37.04462891,269.1000488,245.5587402,518.1654297,480.4407227,718.6313477,728.4669922,62.56190186,56.36969604,140.1189941,54.56965942,53.66140137
Z Zygomatic suture (inferior) L,-632.7614258,-649.7979492,-633.5733887,-650.3976563,-636.1934082,-647.6736328,-570.3598145,-585.0630371,-577.0936035,-587.8828613,-568.2680664,-839.0316406,-835.2558594,-832.403125,-836.4763672,-829.2885742,-842.6605469,-827.4807617,-1228.702637,-1228.958887,-1264.515723,-1222.913574,-1216.9
X Zygomatic suture (distal) CUR R 7,11.30378952,-78.13223877,13.27909698,-77.57196045,12.74063721,-75.87050781,27.98438721,-59.22875977,32.72636414,-48.93969116,33.05071716,-84.38590088,-80.84182129,3.637923813,-81.03897705,5.69218483,-72.67634888,11.02830582,-31.69414063,-43.55929871,-37.56440735,-31.84519043,-37.11600037
Y Zygomatic suture (distal) CUR R 7,33.10001221,23.38798676,270.9542236,229.40354,508.0635742,483.9003906,32.94003296,16.00964813,253.780957,252.1198486,495.755127,42.26949768,279.904248,249.9869873,525.3892578,485.3357422,723.5545898,730.2364258,67.64935913,50.5825592,141.4022949,61.51045532,55.63300171
Z Zygomatic suture (distal) CUR R 7,-642.2134277,-635.2538086,-643.1802246,-637.6989746,-643.0430176,-636.0755859,-581.9325684,-574.385791,-583.5476074,-578.2121582,-579.6546387,-824.3230469,-824.1194336,-835.7910156,-822.7989258,-833.7150391,-831.6431641,-834.9763672,-1230.362598,-1235.748535,-1277.316113,-1224.633398,-1219.09502
X Zygomatic suture (distal) CUR R 6,10.00805817,-78.54116211,12.28175659,-77.55620117,11.88167648,-75.88550415,27.47596436,-59.61914063,31.50205994,-48.8557251,31.99022217,-84.853302,-81.99963379,3.814962006,-81.03244019,4.923377609,-72.61793823,9.9916008,-32.00137329,-43.12216492,-37.86195984,-32.72848816,-37.75369873
Y Zygomatic suture (distal) CUR R 6,27.05494995,18.72414093,265.0368652,224.5330566,502.3570801,477.1581055,26.05166016,10.55052185,249.122876,247.0857422,489.8249512,36.89076538,273.9222656,244.9738281,519.6478516,480.2008789,719.0953613,724.1698242,62.39163818,45.50306702,136.6216675,56.02550659,50.3178009
Z Zygomatic suture (distal) CUR R 6,-641.4321289,-634.9355957,-642.242627,-636.334668,-641.206543,-634.3927246,-581.1749512,-573.9697266,-582.8569824,-576.1446777,-578.6931641,-823.0707031,-823.215625,-834.4123047,-821.8055664,-832.6358398,-830.4176758,-834.2553711,-1230.046387,-1235.024707,-1276.237598,-1223.006641,-1216.641309
X Zygomatic suture (distal) CUR R 5,9.5854599,-78.70437622,11.55279694,-77.28845825,11.72150345,-76.06300659,27.1655426,-60.03604736,31.1400238,-48.82655945,31.3455658,-85.09805908,-82.77205811,3.758152771,-80.97269287,4.415016937,-72.60322876,9.247277069,-32.00836487,-42.32563477,-37.76269531,-33.48608704,-37.42669983
Y Zygomatic suture (distal) CUR R 5,21.27879944,14.73647461,259.5457275,219.9868408,496.6919922,470.6083008,19.85014496,4.946826172,244.5098145,241.9366943,484.1830566,31.89066772,268.3665283,239.9314697,514.7054199,475.4726563,714.759668,718.2595703,57.40374756,40.89240723,131.9442383,50.68583374,44.67319946
Z Zygomatic suture (distal) CUR R 5,-640.4173828,-634.5699707,-641.6401855,-635.7657227,-640.597998,-633.4977539,-580.4580566,-573.8887695,-582.5744141,-575.030957,-579.0112305,-821.9143555,-822.1305664,-834.2136719,-821.0672852,-832.0376953,-829.5912109,-833.978418,-1229.866895,-1234.347852,-1275.419336,-1222.390039,-1215.250098
X Zygomatic suture (distal) CUR R 4,9.091242981,-79.04689331,11.10986557,-76.99981079,11.8808609,-75.7807251,27.10231018,-60.13109741,30.94538269,-48.887677,30.60908813,-85.40066528,-82.86768799,3.561741257,-81.03407593,4.27509079,-72.36898804,8.968032837,-32.09426575,-41.70227356,-37.74046631,-34.14120483,-36.81730042
Y Zygomatic suture (distal) CUR R 4,15.50854645,10.47959976,254.0508301,215.4938232,491.5333984,464.1083984,14.57115173,-0.588927698,239.7134033,236.2906982,478.5345703,26.46118774,263.1759277,234.7513428,509.846875,470.5519531,710.5485352,712.6304688,52.80397339,36.50677795,127.512561,45.21293335,38.75039978
Z Zygomatic suture (distal) CUR R 4,-639.8891113,-634.5227051,-641.4689941,-635.6797852,-640.7465332,-633.0192871,-579.7617676,-574.1339844,-582.8989258,-574.4259766,-579.7813477,-821.4106445,-821.3972656,-834.3705078,-820.4530273,-831.7050781,-829.1539063,-833.9665039,-1229.739844,-1233.957422,-1274.916797,-1222.501953,-1214.455273
X Zygomatic suture (distal) CUR R 3,8.687716675,-79.32583618,11.09018478,-76.86040039,11.98754883,-75.95266724,27.02264404,-59.9999939,30.72431335,-48.8652771,30.03871155,-85.37731934,-83.15992432,3.205078125,-81.0477478,4.267493439,-72.07857666,8.867140961,-32.26400757,-40.94794617,-37.67735291,-34.74679871,-36.40270081
Y Zygomatic suture (distal) CUR R 3,9.831642151,6.240552521,248.7202393,211.3520508,487.1514648,457.8844238,10.32149124,-5.064962006,235.0763672,230.5204346,472.9700684,21.45566559,258.1528564,229.8594971,504.9365723,465.7646973,706.5319824,707.3489746,48.37877197,32.4517334,123.5751343,40.06228027,32.86900024
Z Zygomatic suture (distal) CUR R 3,-639.8876953,-634.8812012,-641.2487793,-635.8316895,-641.1546387,-633.2156738,-579.2918945,-574.3132324,-583.5567871,-574.3280762,-580.6344727,-821.171582,-820.8544922,-834.8576172,-819.8561523,-831.5665039,-828.9194336,-833.931543,-1229.932129,-1233.588086,-1274.611816,-1222.913281,-1214.196973
X Zygomatic suture (distal) CUR R 2,8.43299408,-79.36312256,11.15446701,-76.79227905,12.05645447,-76.14051514,26.93603821,-59.75502319,30.84324341,-48.84130554,29.59851074,-85.51253052,-83.20023804,3.034199905,-80.94460449,4.159558487,-71.75479126,8.953372955,-32.25074158,-40.1276062,-37.66437683,-35.46158447,-36.00280151
Y Zygomatic suture (distal) CUR R 2,4.637862015,2.394611549,243.5287598,207.3163574,483.2732422,451.9640137,6.523457336,-8.594205475,230.867627,224.9165771,467.8780273,17.30726471,253.2776367,225.7199951,499.7789551,461.1760742,702.5241211,702.4931641,43.88008728,28.68023071,119.9115845,35.35520935,27.30799866
Z Zygomatic suture (distal) CUR R 2,-639.3626953,-635.3799805,-641.1740234,-635.6556152,-641.5106934,-633.4236328,-578.9832031,-574.3150391,-583.9490234,-574.4886719,-581.3887695,-821.1029297,-820.4142578,-835.2686523,-819.5875,-831.4709961,-828.6875,-833.7606445,-1230.121875,-1233.105176,-1274.360938,-1223.386523,-1213.885938
X Zygomatic suture (distal) (extra) R,8.479811096,-78.87941895,11.32978821,-76.71810913,12.07104874,-76.30251465,26.91243591,-59.4053833,31.12204895,-48.70862732,29.10629272,-85.44304199,-82.9852356,3.154110718,-80.42467041,4.342806625,-70.92998657,9.066963959,-31.80233154,-39.11899109,-37.17471924,-35.96707764,-34.86619873
Y Zygomatic suture (distal) (extra) R,-0.446809912,-1.640532684,237.3943359,202.9577759,478.2635742,445.6018066,1.592584133,-11.80527649,226.6903809,219.0010498,461.9578125,13.51039886,248.5980713,222.0549316,495.1310059,457.1796387,697.9711914,696.877832,37.92976685,24.27922516,115.7619995,29.45197144,21.45269928
Z Zygomatic suture (distal) (extra) R,-638.9696289,-635.7887695,-640.9231934,-635.4257813,-641.9812012,-633.3366699,-578.8287598,-574.3035156,-584.2819336,-574.7297852,-582.1275391,-821.2831055,-820.2008789,-835.5117188,-820.0269531,-831.5547852,-828.5988281,-833.6081055,-1230.381836,-1232.492969,-1274.239355,-1223.808594,-1213.431055
X Zygomatic suture (distal) CUR L 7,79.21122437,-19.30934601,83.0541687,-15.72957916,84.96584473,-2.659850693,100.7598816,8.578912354,96.02686157,14.01016693,101.997644,-19.21272278,-8.589836884,65.26795654,-8.627745056,73.98149414,-14.13886414,86.72645264,33.06112671,17.26822052,24.67481232,37.61459045,35.91799927
Y Zygomatic suture (distal) CUR L 7,32.29986267,23.6892807,270.8229736,229.3488525,505.3018066,482.5886719,30.9125946,14.36447296,254.5527832,248.6354736,494.0134277,42.58297119,277.6588623,249.6248291,522.3474609,483.2868652,722.8319336,732.7328125,67.10030518,61.67625732,144.4576294,59.34790039,61.85700073
Z Zygomatic suture (distal) CUR L 7,-628.6782227,-647.9895996,-630.7081055,-647.7877441,-631.0219238,-646.3244141,-565.1749512,-580.3618164,-572.6944824,-584.1085938,-563.7921387,-836.6464844,-833.8254883,-828.6980469,-834.4047852,-823.1000977,-840.7606445,-822.6664063,-1223.275293,-1225.891602,-1259.314063,-1218.578906,-1213.865039
X Zygomatic suture (distal) CUR L 6,79.68609619,-18.46196594,84.01174927,-15.29848328,85.57196045,-2.261590385,100.6843323,8.924113464,96.76745605,13.5148056,102.7364258,-18.22841034,-7.503383636,65.22780151,-8.952167511,73.81079712,-13.90243378,87.58458252,33.15423584,18.31325073,24.70818939,37.95831604,37.19299927
Y Zygomatic suture (distal) CUR L 6,27.58994141,18.97075806,264.6079346,224.7208496,499.5490723,476.1533691,24.24035797,9.115935516,250.0871338,243.2830811,487.9615723,37.25313721,271.656665,244.8228516,516.7899414,478.2615234,718.3358887,726.96875,62.11722412,56.81726074,139.7828613,53.70838623,56.5210022
Z Zygomatic suture (distal) CUR L 6,-627.7518066,-647.803418,-630.0062988,-646.4269043,-629.6013672,-645.1794922,-564.236084,-580.0279785,-571.7506348,-582.0780762,-562.9233398,-835.1203125,-833.452832,-827.5470703,-833.168457,-821.5166016,-839.4092773,-821.1431641,-1222.422168,-1224.846777,-1258.271387,-1217.687891,-1211.758008
X Zygomatic suture (distal) CUR L 5,80.1404541,-18.17402344,84.30368042,-15.2811676,85.72751465,-2.25900116,99.97816772,8.872952271,96.83295898,13.23106995,103.1700195,-17.5901947,-6.896240234,65.20844116,-8.749176788,73.82741699,-14.00187531,88.50994873,32.8374115,19.13948822,24.68462982,38.03392639,37.40499878
Y Zygomatic suture (distal) CUR L 5,21.97410736,14.45120544,258.7060303,220.0233643,493.5594238,469.9753906,17.89423981,3.724873734,245.0635498,237.8985596,482.2351563,31.91908875,266.2313232,239.8874268,511.5895996,473.2133301,713.9104492,720.9915039,57.14694824,52.12514648,135.1394531,48.21894226,50.65499878
Z Zygomatic suture (distal) CUR L 5,-627.9017578,-647.3345703,-629.013916,-646.1395996,-629.2990234,-643.920752,-563.701123,-579.836377,-571.3738281,-580.8755371,-562.1415527,-834.125293,-832.9012695,-827.2945313,-832.7505859,-820.8452148,-838.6841797,-820.3442383,-1222.216797,-1224.154492,-1257.572266,-1217.295313,-1210.812012
X Zygomatic suture (distal) CUR L 4,80.33535156,-18.14213715,84.50744019,-15.48339996,85.4048645,-2.501724815,99.42157593,8.962167358,96.66346436,12.85642242,103.0966553,-17.13175964,-6.729743958,65.19168701,-8.787960815,73.47103271,-14.0210434,88.78029785,32.67661438,19.96109772,25.01723022,37.85606689,37.50599976
Y Zygomatic suture (distal) CUR L 4,15.82624359,10.21744614,253.2272461,215.5564697,488.0168945,463.8407227,12.11311951,-1.40301466,239.912085,232.5356934,476.6122559,26.47547302,261.2999023,234.8793945,506.5895508,468.1144531,709.8773926,715.148584,52.24459229,47.64121399,130.7815674,42.97803955,44.7519989
Z Zygomatic suture (distal) CUR L 4,-627.786084,-647.2770508,-628.6714355,-646.4606445,-629.2085449,-643.1586914,-563.1773926,-579.9395996,-571.2918945,-580.2134766,-561.9225098,-833.8054688,-832.5320313,-827.2750977,-832.4774414,-820.59375,-838.300293,-820.5047852,-1222.071094,-1223.632813,-1257.13252,-1217.190723,-1210.087988
