Name,Koala_NR2143,Koala_NR2145,Koala_NR1355,Koala_NR1499,Koala_NR0862,Koala_NR1098,Koala_NR2104,Koala_NR2105,Koala_NR2106,Koala_NR2127,Koala_NR2128,Koala_NR2112,Koala_NR2097,Koala_NR2102,Koala_NR2103,Koala_NR2137,Koala_NR2138,Koala_NR2139,Koala_Bimbo,Koala_Cascade,Koala_Cindy,Koala_Crockett,Koala_Eddie
Y Ventral midline 1 CUR 4,-22.9246048,-18.99215698,218.5898682,184.8022339,460.0763184,428.425,-25.02024078,-30.1967804,207.588623,199.6981934,443.182666,-7.904154968,226.4764893,206.6195801,471.8791016,434.7310059,683.3703125,679.520166,22.45159912,13.9187561,100.3646851,13.03901978,4.49070015
Z Ventral midline 1 CUR 4,-663.9652344,-662.7447754,-662.4787109,-663.4814941,-661.7189453,-664.5656738,-599.5607422,-606.0029785,-601.0272461,-605.809082,-598.972168,-853.1294922,-852.6432617,-856.3182617,-853.5822266,-853.2537109,-856.2854492,-854.9195313,-1252.707617,-1249.029883,-1286.222266,-1250.639844,-1239.231738
X Ventral midline 1 CUR 3,47.95953064,-54.17974854,52.63065796,-50.55412903,51.5352478,-43.33665161,68.63095703,-28.60392456,67.19334717,-21.36954651,72.58782959,-56.59120483,-49.37687683,37.49421692,-50.85582275,41.23893127,-46.84499817,53.93433838,2.927270889,-2.655174255,-0.215095186,2.87644825,3.626499939
Y Ventral midline 1 CUR 3,-16.93573914,-14.29167938,223.8636475,189.1280762,464.9896973,433.6396973,-19.28891754,-25.66512146,212.8458008,204.46875,447.8665527,-2.954998589,231.8450928,210.98396,476.9761719,439.7924805,687.7137695,685.4400879,27.23598633,17.72914429,104.2881714,18.02082672,9.355599976
Z Ventral midline 1 CUR 3,-663.4620605,-662.7260254,-661.6849609,-662.3554688,-660.3039063,-664.5539551,-598.4069336,-605.4731445,-600.4690918,-605.3750488,-597.9444824,-852.7225586,-851.2287109,-855.746875,-852.6708984,-852.6341797,-855.7356445,-853.8610352,-1252.146191,-1249.107813,-1285.88623,-1249.841602,-1238.874219
X Ventral midline 1 CUR 2,47.91691589,-53.65982056,52.40377808,-50.57449341,51.94346313,-43.20681458,68.86304932,-28.47484436,67.22342529,-21.2377182,72.54091797,-56.44151001,-49.54773865,37.51698608,-50.71384888,41.41230164,-46.71314392,53.67772827,2.877745247,-3.425136185,-0.390000582,3.132809067,3.289099884
Y Ventral midline 1 CUR 2,-11.95374374,-10.06399689,228.4243896,193.0172852,469.1888184,438.2872559,-14.13732605,-21.49078674,217.3846436,208.4455322,452.0303711,1.502239895,236.5143311,214.8303711,481.6387695,444.2413574,691.3131348,690.4553223,31.158255,21.06520844,107.7691528,22.21874084,13.73589935
Z Ventral midline 1 CUR 2,-662.9976563,-662.0941895,-661.6910645,-662.098877,-660.2791992,-663.9848633,-598.1972656,-605.121875,-600.2118652,-604.9801758,-597.4989258,-852.4383789,-850.7880859,-855.8154297,-852.2446289,-852.7426758,-855.221875,-853.6636719,-1251.275391,-1248.391113,-1285.632422,-1248.56123,-1238.484668
X Ventral midline 1 CUR 13,45.95637512,-53.85748901,51.00408936,-50.25695801,49.92503662,-41.49278259,64.36699829,-29.00316772,63.91903687,-21.52116089,69.74020386,-54.53493042,-49.1203949,36.67748413,-49.75835876,38.16496277,-46.17523499,51.82133789,1.85909996,1.991886902,-0.993145561,-0.156558168,5.745600128
Y Ventral midline 1 CUR 13,-63.00213013,-47.242276,178.2160522,153.4509521,421.7568359,390.6762939,-65.61792603,-65.547052,173.8766357,162.057959,403.661499,-43.32364197,191.2028809,173.8804443,432.6720703,397.9908691,654.4462402,641.9370117,-9.646457672,-15.9963028,67.39533081,-26.46812134,-34.28880005
Z Ventral midline 1 CUR 13,-651.9876953,-658.3875488,-652.0647949,-658.0121582,-656.5171875,-650.9258789,-590.4146973,-600.2862305,-591.1842773,-598.4172363,-592.4490234,-842.6491211,-842.0111328,-850.5170898,-843.934668,-842.4220703,-849.80625,-840.3836914,-1244.917383,-1239.583789,-1278.02627,-1241.62793,-1227.31377
X Ventral midline 1 CUR 12,45.63321228,-53.57679443,50.99946289,-50.10408936,49.67371826,-41.33485413,64.0470459,-28.90048218,64.16451416,-21.64437408,69.21227417,-54.48053589,-48.89307861,36.58115845,-49.3388916,38.15491943,-45.91235046,51.50683594,1.733000374,1.273381805,-1.429318523,-0.263334227,5.180199814
Y Ventral midline 1 CUR 12,-58.6281189,-45.11642456,182.1762939,154.9740479,424.7647949,394.9723877,-61.59052124,-62.69769287,176.5770508,164.9699097,407.7521484,-38.30612183,194.667688,176.2261719,436.5926758,401.9949219,656.997168,646.0146484,-7.31999588,-14.05089569,70.00258179,-22.89337921,-29.55929871
Z Ventral midline 1 CUR 12,-649.512207,-657.0771973,-651.0257324,-656.7754395,-654.5799316,-649.5613281,-588.2133301,-598.3244141,-591.2152344,-595.9052734,-590.2007813,-841.2509766,-840.690332,-849.8429688,-841.4491211,-841.3634766,-848.7951172,-839.4079102,-1243.598535,-1238.528711,-1277.202441,-1239.965723,-1226.175488
X Ventral midline 1 CUR 11,45.53070068,-53.43588867,51.1080658,-50.00174255,49.59117126,-41.25057373,63.8994812,-28.9092865,64.37967529,-21.65209808,69.1295105,-54.41333618,-48.95938416,36.53427429,-49.53739014,38.36763306,-45.89269104,51.72109985,1.639792442,0.551588869,-1.701432419,0.00439545,4.723400116
Y Ventral midline 1 CUR 11,-53.69093018,-43.07564697,186.2831055,157.1928589,428.2708008,398.9560791,-57.45790405,-59.34797974,179.7103027,168.7665771,411.5882813,-34.02098694,198.2925293,179.2082764,441.5621094,405.9533203,659.3338379,650.0968262,-4.396038818,-10.71704483,73.33757935,-18.18611908,-24.82599945
Z Ventral midline 1 CUR 11,-649.490332,-656.4993652,-651.8777832,-656.0397949,-653.8092285,-649.740332,-586.8231445,-598.7068848,-591.1213867,-596.5139648,-589.4560547,-841.0762695,-841.8166016,-849.6410156,-841.98125,-841.8297852,-848.7856445,-840.7816406,-1243.468164,-1238.366797,-1277.161914,-1240.111328,-1226.868262
X Ventral midline 1 CUR 10,45.96048584,-53.28234863,51.08648376,-50.01713257,49.62315369,-41.20750732,64.27768555,-28.9224884,64.69783325,-21.58805542,69.2651001,-54.49893188,-48.90513916,36.40307617,-49.89380188,38.66260376,-45.9265686,51.83787231,1.559953308,-0.160995007,-1.721595764,0.092642367,4.200600052
Y Ventral midline 1 CUR 10,-49.42958069,-40.55577698,190.7667725,161.0839722,432.2307617,402.7593018,-52.88216553,-55.14768066,183.8077515,172.5417969,415.5721191,-30.99517212,201.7967163,182.4074585,446.215332,409.3274414,662.0902344,654.0984863,-1.091784573,-6.370961761,77.06958008,-13.82797852,-20.64219971
Z Ventral midline 1 CUR 10,-651.6561523,-656.2274902,-652.760498,-656.1629395,-653.711377,-650.4542969,-587.8220215,-599.2177734,-592.2132813,-597.1311035,-589.764209,-841.4449219,-842.1601563,-849.4415039,-843.1266602,-843.1381836,-849.1231445,-842.115918,-1244.168066,-1239.129395,-1278.004688,-1240.971582,-1227.646289
X Ventral midline 1 CUR 1,47.90043335,-53.53995972,52.23082275,-50.66216125,52.04028931,-43.38825684,69.19241943,-28.25212708,67.33624268,-21.14586487,72.43271484,-56.1578186,-49.58078003,37.50081482,-50.92745667,41.74732056,-46.5469574,53.51641846,2.833909035,-3.922945786,-0.544876814,3.329576874,2.905500031
Y Ventral midline 1 CUR 1,-7.960904694,-5.360012054,232.8909912,197.0797852,472.8430176,442.811377,-9.214468384,-17.00531311,221.4458008,212.6505615,456.4838867,6.221815109,240.4730957,218.7720459,486.3469238,449.085498,694.4069824,694.8044922,34.88183594,24.59333801,111.6172729,26.61965332,18.30469971
Z Ventral midline 1 CUR 1,-663.011084,-661.7008789,-662.0000977,-661.949707,-660.6263672,-664.9136719,-598.0011719,-604.7777344,-601.158252,-604.7695801,-597.2271484,-851.2217773,-850.9979492,-856.1310547,-852.2188477,-853.1142578,-854.9904297,-853.9060547,-1251.254395,-1248.670313,-1285.605469,-1248.463379,-1238.831738
X Temporal fossa R,24.28149261,-69.66799316,27.58873596,-68.05,25.76232605,-62.40847168,42.46694641,-48.12850037,43.91350403,-40.48852539,45.95562439,-73.69101563,-68.0977417,13.96636658,-69.62116089,18.15526123,-62.9862854,26.26654663,-19.08995667,-32.71616516,-26.23093262,-19.48916473,-23.71929932
Y Temporal fossa R,32.83829346,23.43592529,271.6199219,229.1493408,506.5291992,483.9483398,30.83145142,16.12216034,254.375708,249.6759277,494.9799805,43.09859924,278.1122803,247.7125488,525.9235352,485.0665527,722.0976074,729.905957,65.91624146,52.24356079,141.6301514,60.19627686,54.09190063
Z Temporal fossa R,-640.7833984,-641.2475098,-644.6665527,-642.4304199,-645.8287598,-640.6887207,-581.0815918,-580.766748,-585.9575195,-584.7761719,-580.8608887,-830.9027344,-829.6063477,-839.4446289,-827.8351563,-836.5649414,-836.1245117,-834.1611328,-1233.713672,-1236.860938,-1277.06582,-1226.265625,-1221.06709
X Temporal fossa L,68.17740479,-29.45624695,70.54224854,-26.12343445,72.9366333,-17.49909363,88.32636108,-2.377705765,86.98373413,3.171775246,90.78602295,-30.93047791,-22.80685883,55.48422241,-20.72547913,62.68128662,-24.77670441,74.01086426,22.59241943,8.469441223,15.24544373,25.13000946,22.99409943
Y Temporal fossa L,32.21881409,23.86165466,270.6166992,228.7546387,504.123291,483.5121582,29.10005798,14.53483734,253.9845459,247.773999,493.4477539,42.48486023,277.053418,247.5737061,524.1631348,484.0776367,721.7382813,732.0320801,66.17945557,59.63900146,142.830127,58.7178833,57.73209839
Z Temporal fossa L,-634.514502,-649.8942871,-635.5492188,-649.6572266,-637.0625977,-646.5564453,-570.9429688,-584.5193848,-577.9609375,-588.1492188,-569.8839844,-838.7493164,-835.8923828,-833.8220703,-835.8634766,-830.2387695,-842.3990234,-827.86875,-1229.01377,-1230.675391,-1265.58252,-1223.838867,-1217.472754
X Supraorbital to temporal fossa CUR R 9,28.3521698,-63.88508301,33.32282715,-61.96606445,32.12246399,-54.21503296,48.34557495,-40.40921326,49.53306274,-33.9873291,51.97252808,-66.21346436,-61.73803101,18.94273224,-62.54664917,23.61186523,-58.34145508,31.93493652,-15.65886383,-27.51309509,-23.53919525,-14.00211029,-16.36000061
Y Supraorbital to temporal fossa CUR R 9,26.21743774,17.95649109,265.5142578,222.3483643,499.0780273,479.2212891,23.41803589,8.781498718,248.6027588,242.03479,488.2820313,37.90406799,272.8032959,241.5124268,519.6939941,480.5516602,717.9255859,723.5440918,60.59675293,46.09771118,136.4408569,53.73178101,48.12789917
Z Supraorbital to temporal fossa CUR R 9,-637.4200684,-641.9563965,-640.1550781,-640.9804688,-641.6943848,-636.7394531,-575.3745117,-578.3265625,-584.0748535,-580.8244629,-574.650293,-827.6942383,-825.8232422,-836.0322266,-825.1866211,-833.9802734,-834.4210938,-830.2516602,-1228.716699,-1234.30752,-1269.996191,-1223.105566,-1215.50752
X Supraorbital to temporal fossa CUR R 8,29.61399231,-62.00509033,33.7209137,-60.08615723,33.36462097,-52.62804565,49.48357544,-39.26332092,50.58010559,-32.65683594,53.31732178,-64.85160522,-60.68967285,20.02255249,-61.93617554,25.5012146,-57.42456055,34.4422699,-14.87687225,-26.35515747,-22.91078339,-13.29878387,-13.70240021
Y Supraorbital to temporal fossa CUR R 8,22.26363068,14.51118469,260.5811279,219.1198242,495.6488281,475.5826172,19.24169769,3.592001343,245.1479004,237.5119873,484.6398438,33.47319336,268.3562012,238.0001221,515.4203613,477.2166016,715.2112793,719.3626953,58.11047974,42.73999329,133.6398071,49.18128662,43.24859924
Z Supraorbital to temporal fossa CUR R 8,-634.9612305,-641.2227539,-638.0943848,-639.3710938,-639.3981445,-634.2764648,-572.7458496,-578.4730957,-582.1715332,-578.6361328,-572.1482422,-826.0508789,-823.8210938,-834.1741211,-823.4545898,-832.0140625,-832.7831055,-829.2022461,-1226.37002,-1232.237695,-1267.332129,-1221.692383,-1214.614746
X Supraorbital to temporal fossa CUR R 7,30.57438049,-60.98479004,33.95670776,-58.27194214,34.19760742,-52.04396362,49.9796875,-38.12773438,50.98313904,-31.12425537,53.79193726,-64.14482422,-58.75081787,21.33059082,-60.66728516,25.87365417,-56.05700684,35.17429504,-13.97113953,-26.11079712,-22.55979767,-12.58349533,-12.59059982
Y Supraorbital to temporal fossa CUR R 7,18.0856781,10.71398773,255.9135986,216.1160156,492.4188965,471.4806641,15.05532532,0.363410282,241.9533936,234.2755127,480.9360352,29.75940552,264.6428223,234.0521973,510.8970215,474.3856445,712.3586426,715.9095703,55.08866577,41.12012024,130.5019531,45.3385376,40.06319885
Z Supraorbital to temporal fossa CUR R 7,-632.1123047,-638.9572754,-635.6650391,-637.2150879,-635.6759277,-632.059375,-570.7290039,-575.5584961,-579.2010742,-575.6796387,-570.1946289,-823.8842773,-821.625293,-832.4175781,-820.7567383,-827.8547852,-830.1240234,-826.5050781,-1223.033301,-1227.507031,-1264.406348,-1219.243945,-1210.778711
X Supraorbital to temporal fossa CUR R 6,30.4508667,-60.77727051,33.82300415,-57.70945435,33.3013916,-51.75582886,50.00301208,-37.66309509,50.18828735,-30.13223267,53.32461548,-64.12671509,-57.30723877,20.82954102,-59.37039795,25.57028656,-54.49728394,34.25960693,-13.27224121,-24.52712097,-21.8463913,-12.37593079,-12.37149963
Y Supraorbital to temporal fossa CUR R 6,13.35513916,7.115895844,251.3270264,213.1393066,488.7354004,466.7005859,10.7222435,-2.70462513,238.4907715,230.5651123,476.9013184,26.04952698,260.7831543,230.3865234,506.4071777,470.0875488,709.273877,712.1845703,50.92504272,38.87197876,127.0019165,41.37527161,36.66260071
Z Supraorbital to temporal fossa CUR R 6,-630.3053223,-635.6769043,-632.545166,-634.5907227,-631.9929199,-630.2233398,-568.7150391,-572.2488281,-576.2523438,-573.5831543,-568.419873,-821.1177734,-819.4036133,-829.6289063,-817.846582,-824.6481445,-827.7871094,-823.3908203,-1221.087988,-1223.232813,-1262.115234,-1216.594531,-1206.802148
X Supraorbital to temporal fossa CUR R 5,28.84754028,-60.74620972,33.07368469,-57.97053833,31.9425293,-51.79319458,49.00678711,-37.87295227,48.47454834,-30.05866394,52.22788696,-65.0977356,-57.43770142,20.25995178,-59.46038208,24.36499329,-54.11794434,33.07597046,-13.35149078,-23.95931854,-21.74410553,-13.44945221,-12.95630035
Y Supraorbital to temporal fossa CUR R 5,7.614076996,3.362620544,246.3753418,209.5056641,484.2368652,460.9072754,5.646181488,-6.412116241,234.0695068,225.9879883,471.625,21.74881744,255.9863525,225.3221191,501.0678223,464.4015137,705.2241699,706.8683594,45.99719849,34.8607666,122.5256104,36.68285217,31.70759888
Z Supraorbital to temporal fossa CUR R 5,-628.4998535,-633.039209,-629.6133301,-632.804248,-629.6952637,-628.3322266,-567.0747559,-569.4726563,-574.0344727,-571.7321289,-566.9973633,-817.8870605,-816.7813965,-828.9779297,-815.4796875,-823.2839844,-826.4501953,-821.6599609,-1220.384375,-1221.031055,-1261.286523,-1215.025293,-1204.442188
X Supraorbital to temporal fossa CUR R 4,27.51366882,-60.80938721,32.35713501,-58.50390625,31.06394653,-53.25388184,47.21628113,-38.66166687,46.92370911,-31.19304504,50.59476624,-66.2647583,-58.09384766,19.13959045,-60.30362549,22.78180542,-54.27932739,31.51228027,-14.16667938,-23.87454987,-22.38849792,-14.7493927,-13.45399933
Y Supraorbital to temporal fossa CUR R 4,1.916344452,-0.403233719,241.0647461,205.7872314,479.41875,455.4935547,0.657749367,-10.67250671,229.3627686,221.3616455,466.3556641,16.78017883,251.1323486,220.445752,495.6888184,459.0204102,701.1938965,701.5603027,40.91083069,30.49051514,118.0483887,32.00238647,26.84200134
Z Supraorbital to temporal fossa CUR R 4,-627.1706543,-631.2123535,-628.4496582,-631.4581055,-628.3441895,-626.38125,-566.1312012,-567.7000488,-572.6390137,-570.3310059,-566.5939453,-816.0477539,-814.5096191,-828.6014648,-814.184375,-822.0124023,-825.368457,-820.5628906,-1220.129492,-1219.416504,-1261.330762,-1214.059668,-1202.405957
X Supraorbital to temporal fossa CUR R 3,25.63617554,-61.40325928,30.329422,-59.40437622,30.08966675,-54.74719849,44.26926575,-40.02810669,45.50584412,-33.10474548,47.84209595,-67.40649414,-59.17346191,17.23946533,-61.50701294,21.57078094,-55.26693115,29.06865234,-15.73850098,-24.1913147,-23.82537537,-16.47228699,-14.61730042
Y Supraorbital to temporal fossa CUR R 3,-3.891172028,-4.478534317,236.1599854,201.532605,473.8152344,449.3615723,-4.412298965,-15.80175934,224.0917969,215.9885986,460.6147949,11.20069122,245.5696045,216.5864258,490.0195313,453.2291992,696.9861816,696.2181152,35.41030579,25.28930664,113.0605835,27.01322327,21.60279999
Z Supraorbital to temporal fossa CUR R 3,-626.251123,-629.6892578,-627.9888184,-630.0038574,-627.9477539,-624.5313477,-565.1487793,-566.4821777,-571.6531738,-569.3845703,-566.5171875,-814.7252441,-812.7779785,-825.8852539,-813.0161133,-820.8617188,-824.2165039,-819.2896484,-1219.667383,-1218.692188,-1260.644727,-1212.804102,-1201.010156
X Supraorbital to temporal fossa CUR R 2,22.71577911,-62.94174194,27.23939819,-61.48978882,28.43228455,-57.03046875,41.13825073,-42.39977417,43.67048645,-35.71422729,44.58406677,-69.17488403,-61.5276001,14.90395508,-64.11862793,18.31793823,-56.95925293,26.46793823,-18.78351593,-25.94693604,-26.31435242,-19.33196411,-16.68450012
Y Supraorbital to temporal fossa CUR R 2,-9.13683548,-8.733991241,231.7818604,197.0796753,468.1676758,443.4281738,-9.404335022,-20.91356049,218.9842041,210.6664063,454.7365234,5.661920166,240.2118896,212.8726318,484.7547363,448.3993652,692.5064941,690.8445313,30.75344238,20.44724274,108.617627,22.35384521,16.58170013
Z Supraorbital to temporal fossa CUR R 2,-626.3998535,-628.9865723,-628.0354492,-629.4459473,-628.144873,-623.2070313,-564.6921875,-566.0208008,-571.423291,-568.7403809,-566.7162109,-814.1571289,-811.5791016,-824.3598633,-812.1999023,-820.4700195,-823.3192383,-818.4585938,-1219.024805,-1219.497754,-1259.691113,-1212.557715,-1200.735352
X Supraorbital to temporal fossa CUR R 10,26.55888367,-66.56784668,31.26647034,-65.08810425,29.42922974,-57.70338745,46.20934143,-43.67737427,47.43448486,-36.49093018,50.16788025,-69.61670532,-64.0576416,16.82025299,-65.00875854,20.91267395,-60.28499756,29.57570496,-16.98722992,-30.2890625,-25.05333405,-16.18388672,-19.79779968
Y Supraorbital to temporal fossa CUR R 10,30.04286194,20.90618591,269.500415,225.7268311,502.8206543,482.3067383,27.59924011,12.93340607,251.9016602,246.2755615,492.0836426,41.20846558,276.6885254,244.9211426,523.4855469,483.2955566,720.5481934,727.4391113,63.95118408,49.15855103,139.3584229,57.47340088,51.55419922
Z Supraorbital to temporal fossa CUR R 10,-639.1189453,-641.9981934,-642.2766602,-641.8180176,-644.5484863,-639.1167969,-578.6625488,-580.0612305,-585.1339355,-583.3557129,-577.8762695,-828.8682617,-827.5172852,-838.2382813,-826.4816406,-834.896582,-835.5796875,-831.6638672,-1231.059375,-1235.831543,-1273.60332,-1224.948047,-1218.556934
X Supraorbital to temporal fossa CUR R 1,20.04272308,-64.75629272,24.82158661,-64.28114624,25.18997803,-60.32171021,38.17329102,-45.93895569,42.70497437,-39.38771057,40.92197876,-72.42122803,-64.55067749,13.23840027,-66.39846802,15.39056091,-58.87016602,23.7924881,-20.65719604,-27.51493835,-28.13783569,-23.17425079,-19.38280029
Y Supraorbital to temporal fossa CUR R 1,-13.76959534,-13.00037842,227.3811523,192.8682861,463.3991699,437.7638672,-14.07174835,-25.31834717,214.0252197,205.8148193,449.1001953,1.030962944,235.1342773,209.8295898,479.5070801,443.6285645,687.9674805,685.7097168,25.88388977,16.26187897,104.053064,19.01194458,12.10179977
Z Supraorbital to temporal fossa CUR R 1,-628.4500488,-629.248877,-629.8891113,-629.7313477,-629.8481445,-623.1739746,-565.1953125,-567.0782227,-571.0560059,-568.8368652,-567.9551758,-814.1291992,-812.1603027,-826.1589844,-812.6253418,-821.9890625,-823.4469727,-818.9172852,-1220.135742,-1220.935352,-1260.47666,-1214.840527,-1201.26543
X Supraorbital to temporal fossa CUR L 9,61.72313843,-34.28280334,62.52553711,-30.67554016,65.9,-23.46361237,80.19213257,-9.709234619,80.44307251,-2.345598984,82.90958862,-35.43910217,-28.62561951,49.70882874,-27.97924194,56.5303833,-28.65080261,65.48270874,17.02046661,3.976027298,9.81603775,18.83615417,16.44109955
Y Supraorbital to temporal fossa CUR L 9,25.33767548,18.69360504,264.4760742,223.0103516,498.0566895,478.3134277,22.95470428,8.095256805,248.1241455,240.4054443,487.3961426,37.73000793,271.3258057,242.1179932,516.7742676,478.823291,717.6403809,725.9667969,59.33370361,51.88110352,137.7280518,51.97532959,50.99930115
Z Supraorbital to temporal fossa CUR L 9,-633.4348633,-647.6979004,-633.7119629,-645.642627,-634.8476074,-640.3917969,-568.4504395,-580.814209,-576.9989746,-582.894873,-569.168457,-833.3621094,-831.1255859,-832.2399414,-830.7111328,-828.7543945,-839.1405273,-823.7415039,-1225.355859,-1228.462891,-1261.988867,-1220.422852,-1212.984863
X Supraorbital to temporal fossa CUR L 8,59.85995483,-35.62091064,62.02134399,-31.75409546,64.61021118,-24.6930954,78.75184937,-11.09786148,78.82597046,-2.508813095,81.54527588,-36.44016113,-29.58048706,48.42907715,-28.94737549,55.06218872,-28.88905945,64.11258545,15.14210968,3.602555466,8.809107971,18.16312561,14.72350006
Y Supraorbital to temporal fossa CUR L 8,21.94771729,16.2919342,259.5901123,221.1902344,496.0182129,475.5358887,20.52750854,4.152275085,244.8263184,237.7815918,485.2568848,35.18370667,268.85625,239.5450928,512.8660156,476.8181152,715.8015137,721.40625,55.63049927,48.33196411,135.9921631,48.2109314,46.22869873
Z Supraorbital to temporal fossa CUR L 8,-632.4972656,-646.721582,-633.6395508,-644.0408691,-633.6529297,-638.2390625,-567.1727539,-580.0233887,-576.6024414,-580.8949707,-567.812207,-831.5306641,-829.4541992,-831.4101563,-829.0624023,-827.5551758,-837.8875977,-824.15625,-1225.573535,-1227.143457,-1260.772168,-1219.547266,-1214.445508
X Supraorbital to temporal fossa CUR L 7,57.98544922,-36.37401733,60.93865356,-33.16668701,61.80081787,-25.6682251,76.73739014,-12.25468979,76.75857544,-4.50700531,79.31713867,-37.32322388,-30.41441956,47.08502808,-30.57190552,52.30646973,-29.65884705,62.90315552,13.31607666,1.680913353,6.754425049,16.07057495,12.80879974
Y Supraorbital to temporal fossa CUR L 7,18.11800537,12.85593719,255.7373779,218.1291504,492.3404785,471.9932129,16.62265778,0.499489689,241.5504883,233.8126709,481.5815918,31.83380737,265.4840332,235.5849609,508.9875977,473.7332031,712.659668,717.8036621,52.28143311,44.43991089,132.3746094,44.6973053,43.73179932
Z Supraorbital to temporal fossa CUR L 7,-630.2672852,-644.8089355,-632.8908203,-641.5606934,-630.3026367,-636.1661621,-565.0429199,-578.788916,-574.2652832,-577.6663574,-564.685791,-829.3970703,-827.3676758,-829.9573242,-826.6380859,-824.2716797,-835.0099609,-823.234668,-1223.016797,-1223.381152,-1258.48916,-1217.445801,-1209.827441
X Supraorbital to temporal fossa CUR L 6,57.04351196,-36.04569397,59.934198,-33.6556488,60.48388672,-25.58425903,74.87982178,-12.48987427,75.58045044,-6.072881699,77.32174072,-37.00411682,-31.07326355,45.4876709,-31.90359497,51.07987671,-31.15336914,61.94627686,12.5033989,0.097330731,4.829524994,14.46103668,12.41100006
Y Supraorbital to temporal fossa CUR L 6,13.46860352,8.731656647,251.4188232,214.5426025,488.9549805,466.973291,12.00316696,-3.344949722,238.6412598,230.0228516,477.1187988,27.16086731,260.9768799,231.1126221,504.5077148,469.4544434,709.4173828,713.5669434,48.56157532,41.68252563,128.5192749,40.78737488,39.33989868
Z Supraorbital to temporal fossa CUR L 6,-626.8449707,-642.227832,-629.1455078,-639.3056152,-626.2627441,-633.8871582,-562.7939453,-575.3994141,-570.8685547,-574.8249512,-561.8192383,-826.7246094,-824.5552734,-827.9908203,-823.9232422,-820.7027344,-832.571582,-820.1844727,-1220.467773,-1219.282324,-1256.435254,-1215.129883,-1206.423047
X Supraorbital to temporal fossa CUR L 5,57.49072266,-35.22139893,60.38297729,-33.05282288,60.26115723,-24.8253479,74.34769287,-11.94219818,75.67167358,-6.036320496,77.1203064,-36.16123657,-30.52418518,46.00515747,-31.76497192,50.99558716,-31.19651489,62.83071289,12.1355629,-0.181551993,4.080664063,14.62250671,12.80070038
Y Supraorbital to temporal fossa CUR L 5,8.530050659,4.620482254,247.3335205,211.0882813,484.4633789,461.7212891,7.090322876,-6.580247498,234.5459229,225.8753174,471.7777832,22.63921509,256.3448975,227.2913818,499.6799805,464.4734375,705.9416504,708.7696777,44.39614258,39.11199036,124.6077637,36.56795959,34.7848999
Z Supraorbital to temporal fossa CUR L 5,-623.9445313,-640.4048828,-626.0492188,-637.4062012,-623.8807129,-631.8972656,-560.8160645,-572.0874023,-568.727832,-572.9445801,-560.3293945,-824.212793,-821.9488281,-825.3574219,-822.1962891,-818.5560059,-830.659082,-817.6627441,-1218.819238,-1215.798633,-1255.203516,-1213.069824,-1203.966895
X Supraorbital to temporal fossa CUR L 4,57.53660889,-34.26943665,61.66264648,-32.05054932,60.34981689,-23.17889099,74.47793579,-11.38768845,76.33504639,-5.046999359,77.94692993,-34.484552,-29.0432312,45.89967041,-30.80064697,51.27070313,-30.96840515,63.77449341,11.92115097,0.822059345,4.157728958,15.217659,14.16199951
Y Supraorbital to temporal fossa CUR L 4,2.827750397,0.308210206,242.1569336,206.8733643,478.9719727,455.5368164,1.391294575,-11.29150772,229.4385498,220.9780762,465.4861816,17.30603943,250.8387451,222.9780762,494.16875,458.6421875,701.7290039,702.7637695,39.79519958,34.81549988,119.997229,31.7059021,29.50799866
Z Supraorbital to temporal fossa CUR L 4,-621.5569336,-638.3747559,-624.3225586,-636.0226074,-622.257666,-630.4890137,-558.6617188,-570.1568848,-567.4376465,-571.5352051,-559.5302246,-822.1439453,-819.6262695,-823.1649414,-820.4582031,-816.9755371,-829.5557617,-815.3394531,-1217.15918,-1213.695898,-1254.361914,-1211.171484,-1202.349023
X Supraorbital to temporal fossa CUR L 3,58.12172241,-33.38770142,63.35820923,-30.52373352,61.13225098,-21.44094543,75.80375977,-9.864370728,76.93403931,-3.409249115,79.46384888,-33.03717041,-27.31234131,45.32435303,-29.77672119,51.43924561,-30.1490448,64.57667847,13.0116745,3.309625244,5.269858932,16.09230957,15.56750031
Y Supraorbital to temporal fossa CUR L 3,-3.046087265,-3.973822021,237.2080566,202.4051758,473.2305176,449.2773926,-4.465797043,-16.39495087,224.2741699,215.7748779,459.3757324,11.74723587,245.2761963,219.3112305,488.6300293,453.0120605,697.4307129,697.2901855,35.0219635,30.53397522,115.3911621,26.69783325,24.25820007
Z Supraorbital to temporal fossa CUR L 3,-620.1929688,-636.6558105,-623.5302734,-635.2616211,-621.4998535,-629.6682617,-557.2004883,-569.836084,-566.0963379,-570.6188477,-558.5183594,-820.7474609,-817.8005371,-820.8517578,-819.1858887,-815.5236328,-828.6676758,-812.85,-1216.388281,-1213.624609,-1253.050391,-1210.426855,-1201.669043
X Supraorbital to temporal fossa CUR L 2,60.00824585,-32.09404602,65.88400879,-28.58069458,62.7980896,-18.56836243,78.59795532,-7.512192535,77.92484741,-1.179510593,81.68567505,-31.43041687,-25.40139618,47.54234009,-27.21959229,53.46033325,-28.24512024,66.82590942,15.78607941,6.395217514,7.562837219,18.15491791,18.1128006
